report_code,report_title,start_time_utc,end_time_utc,zone_id,zone_name,raid_night_date,primary_difficulty,total_pulls,boss_kills,total_wipes,total_fight_seconds,unique_bosses_engaged,unique_bosses_killed
DByFPr3tAxWb28ck,CN mythic,2021-03-29T18:26:51.862Z,2021-03-29T21:30:40.650Z,26,Castle Nathria,2021-03-29,Mythic,22,1,21,5412,2,1
1zWN64JbYFPXA8ax,KT kill 8 dec,2021-12-08T19:15:24.951Z,2021-12-08T21:09:32.321Z,28,Sanctum of Domination,2021-12-08,Mythic,20,1,19,4031,1,1
CQKNw9vjzLX2bJYn,2023-01-25 mythic,2023-01-25T19:51:09.025Z,2023-01-25T21:41:46.096Z,31,Vault of the Incarnates,2023-01-25,Mythic,11,4,7,2880,4,4
7Fxrt1PH8gnXVjRw,DF FAREWELL RAID,2024-08-19T17:53:49.116Z,2024-08-19T21:23:54.514Z,31,Vault of the Incarnates,2024-08-19,Heroic,27,26,1,4492,26,26
YfPd184vjqtFRrh6,Mythic Reclear #1 - 04-13,2026-04-13T18:10:18.867Z,2026-04-13T18:22:07.276Z,46,VS / DR / MQD,2026-04-13,Mythic,3,0,3,395,1,0
JPHDBjxNaFhY4AXk,CN Mythic,2021-02-08T18:58:59.491Z,2021-02-08T22:30:56.777Z,26,Castle Nathria,2021-02-08,Mythic,25,0,25,5621,1,0
BYdw97j2ALbyx4VT,2023-01-08,2024-01-08T18:48:32.882Z,2024-01-08T22:01:00.868Z,35,"Amirdrassil, the Dream's Hope",2024-01-08,Mythic,23,1,22,5274,2,1
d2LVTkthCvnfKPy7,Stix -> Locken (???) - 04-14,2025-04-14T17:45:54.594Z,2025-04-14T21:01:53.142Z,42,Liberation of Undermine,2025-04-14,Mythic,31,0,31,6174,1,0
TYbJD7gnK1VRMAh8,HC Sylvanas kill,2021-08-16T19:08:45.968Z,2021-08-16T19:21:31.065Z,28,Sanctum of Domination,2021-08-16,Heroic,1,1,0,765,1,1
Mb7pnDNTkxLyr2Yz,13 april hc reclear,2022-04-13T17:49:32.999Z,2022-04-13T20:57:45.968Z,29,Sepulcher of the First Ones,2022-04-13,Heroic,25,8,17,4640,9,8
RqBF9J8d7jKzpVDM,MUGZEE DIES TONIGHT - 0630,2025-06-30T17:25:28.698Z,2025-06-30T20:58:50.298Z,42,Liberation of Undermine,2025-06-30,Mythic,31,0,31,5792,1,0
NzfPQx7vqTkLmtFM,2025-04-09 reclear,2025-04-09T17:53:12.402Z,2025-04-09T20:59:32.259Z,42,Liberation of Undermine,2025-04-09,Heroic,22,7,15,4915,7,6
cy6HDGdXVAr7Yfpv,Castle Nathria,2021-03-14T19:28:37.682Z,2021-03-14T22:33:57.143Z,26,Castle Nathria,2021-03-14,Heroic,19,7,12,4936,8,7
axv9bYf1pCFqAnd2,Daytime Normal 25/09,2024-09-25T09:37:56.373Z,2024-09-25T10:57:21.865Z,38,Nerub-ar Palace,2024-09-25,Normal,10,8,2,1646,8,8
j1VCP8rR6ca4Ln9N,Guardian,2021-11-08T18:55:04.229Z,2021-11-08T20:03:09.055Z,28,Sanctum of Domination,2021-11-08,Mythic,10,1,9,1805,1,1
vBpkPDKZtW9z32Nf,HC Alt raid after tarragrue,2021-09-12T18:46:14.523Z,2021-09-12T21:15:07.138Z,28,Sanctum of Domination,2021-09-12,Heroic,15,7,8,3869,8,7
hQk721BYrVTKgMwc,Heroic Blaaaaaaast 08-27,2025-08-27T17:50:28.214Z,2025-08-27T21:04:20.680Z,44,Manaforge Omega,2025-08-27,Heroic,18,9,9,4467,7,7
yx3MjN8VQwkaRWT7,Fatescribe 10 nov,2021-11-10T19:16:37.893Z,2021-11-10T22:02:46.013Z,28,Sanctum of Domination,2021-11-10,Mythic,30,0,30,4837,1,0
xAtmGz1jHrBpNKn7,CN Big Heroic Alt Raid,2021-03-21T19:18:07.800Z,2021-03-21T21:21:41.129Z,26,Castle Nathria,2021-03-21,Heroic,14,3,11,2878,4,3
ZB69zMJX4v3pHkxC,Reclear,2021-03-10T19:13:17.638Z,2021-03-11T01:12:00.153Z,26,Castle Nathria,2021-03-10,Heroic,19,4,15,5342,5,4
xvqH6tDdJP7FyrjY,20 april mythic,2022-04-20T18:10:38.347Z,2022-04-20T21:02:57.637Z,29,Sepulcher of the First Ones,2022-04-20,Mythic,26,2,24,4679,3,2
3qRkhHJ6LgXnfDBC,HC SLG,2021-03-24T19:06:11.119Z,2021-03-24T19:14:53.183Z,26,Castle Nathria,2021-03-24,Heroic,1,1,0,370,1,1
QDtXxvVgGzMpjZyf,cn heroic alt,2021-04-11T18:14:23.717Z,2021-04-11T18:29:58.124Z,26,Castle Nathria,2021-04-11,Heroic,2,2,0,529,2,2
PqgN96aRBy7DmL1T,Ovi'nax Mythic - 1104,2024-11-04T18:52:28.281Z,2024-11-04T21:57:31.276Z,38,Nerub-ar Palace,2024-11-04,Mythic,36,0,36,5791,1,0
BfWcKMdxybL1j9P7,Mug'zee Mania - 0609,2025-06-09T17:44:24.768Z,2025-06-09T21:01:42.757Z,42,Liberation of Undermine,2025-06-09,Mythic,31,0,31,5608,1,0
dX1LDpqcfhzjm7BJ,Ansurek dies in 11.1? 02-26,2025-02-26T18:48:58.972Z,2025-02-26T20:35:45.718Z,38,Nerub-ar Palace,2025-02-26,Mythic,18,0,18,2628,1,0
PmBRyhNF8jtaMGWf,hc sylvanas,2022-08-15T18:03:45.648Z,2022-08-15T18:48:43.690Z,28,Sanctum of Domination,2022-08-15,Heroic,3,1,2,2298,1,1
Xa6gy4vLwt197xVd,Hunting the Hunters (so original) 10-06,2025-10-06T17:45:01.262Z,2025-10-06T20:58:28.459Z,44,Manaforge Omega,2025-10-06,Mythic,41,0,41,5519,1,0
jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,28,Sanctum of Domination,2021-09-02,Normal,13,8,5,4320,8,8
qGFprZDdHyBhxCzN,Mythic Tarragrue,2021-08-09T18:35:43.030Z,2021-08-09T18:40:59.548Z,28,Sanctum of Domination,2021-08-09,Mythic,1,1,0,316,1,1
BR9Avqcbx2D7kTtN,Beta Waiting Room - Vault Heroic 05-06,2024-06-05T18:01:03.764Z,2024-06-05T19:22:42.575Z,31,Vault of the Incarnates,2024-06-05,Heroic,9,8,1,2059,8,8
PzRFGTdgN6mc8MVh,2022-12-14 DF FIRST RAID,2022-12-14T18:47:43.565Z,2022-12-14T21:55:01.355Z,31,Vault of the Incarnates,2022-12-14,Heroic,15,5,10,3848,4,4
Vqpx94WK2hwmQFJH,Soulrender,2021-09-27T15:58:51.834Z,2021-09-27T21:08:40.731Z,28,Sanctum of Domination,2021-09-27,Mythic,21,0,21,6104,1,0
Bk4hgmp9ra7nQPHj,"Don't google ""Clomp meaning"" - Amirdrassil 27-11-2023",2023-11-27T18:55:15.268Z,2023-11-27T23:52:45.588Z,35,"Amirdrassil, the Dream's Hope",2023-11-27,Heroic,38,3,35,9359,3,3
D7nRprHh9ycatLg1,2023-09-20 sark,2023-09-20T18:16:26.552Z,2023-09-20T20:55:25.733Z,33,"Aberrus, the Shadowed Crucible",2023-09-20,Mythic,27,0,27,5145,1,0
xZBXzfdLTWDvJnQ9,6 hours till Midnight - 01-19,2026-01-19T18:40:04.467Z,2026-01-19T21:58:59.313Z,44,Manaforge Omega,2026-01-19,Mythic,24,0,24,7055,1,0
aCJpm7wGyLDnrHxP,2023-07-04,2023-07-04T17:52:21.181Z,2023-07-04T21:01:33.045Z,33,"Aberrus, the Shadowed Crucible",2023-07-04,Mythic,24,0,24,6018,1,0
rjmDBT8bzWtf4dnN,2023-07-19 zee-karn or zss-karn?,2023-07-19T17:53:50.058Z,2023-07-19T20:58:47.369Z,33,"Aberrus, the Shadowed Crucible",2023-07-19,Mythic,30,0,30,5812,1,0
pMZYA9mPNJhX8vFy,Social Raid 05-18,2025-05-18T17:48:54.647Z,2025-05-18T20:02:37.340Z,42,Liberation of Undermine,2025-05-18,Heroic,15,8,7,3311,8,8
B1pRfaPD2WLN3g4k,HC Wednesday full reclear,2021-07-21T18:11:04.982Z,2021-07-21T20:57:39.969Z,28,Sanctum of Domination,2021-07-21,Heroic,16,6,10,4604,6,6
RwAHmGzQya6b3vth,2024-05-15 vault hc,2024-05-15T18:07:02.790Z,2024-05-15T19:55:00.124Z,31,Vault of the Incarnates,2024-05-15,Heroic,10,10,0,2091,8,8
YzyV1wxg6GmCWQJd,Myffic 16-06,2023-06-19T17:52:42.790Z,2023-06-19T21:01:11.445Z,33,"Aberrus, the Shadowed Crucible",2023-06-19,Mythic,24,2,22,5741,3,2
V9zGPXkn8pRHBC3W,2023-01-30 kurog,2023-01-30T18:59:57.026Z,2023-01-30T22:06:01.883Z,31,Vault of the Incarnates,2023-01-30,Mythic,26,0,26,5585,1,0
4ydYqrjwh23fzQ1Z,2023-10-18 skip reclear,2023-10-18T17:55:39.142Z,2023-10-18T21:00:27.877Z,33,"Aberrus, the Shadowed Crucible",2023-10-18,Mythic,27,1,26,5950,2,1
ybCXAMJmR3vfkP4V,Lady Inerva 1shot,2021-03-15T19:13:40.988Z,2021-03-15T19:19:35.825Z,26,Castle Nathria,2021-03-15,Mythic,1,1,0,354,1,1
kQLMYvbjgFhNfRXZ,"After a month, we can finally play the game - 04-01",2026-04-01T18:05:09.429Z,2026-04-01T21:22:06.879Z,46,VS / DR / MQD,2026-04-01,Heroic,21,9,12,4562,9,9
VfWnarQLCpvDNbH1,HC Clear + More 16-10,2024-10-16T17:52:10.668Z,2024-10-16T21:00:49.368Z,38,Nerub-ar Palace,2024-10-16,Heroic,27,7,20,4880,6,5
L8bmC9MxANYQgHt2,HC Last 2,2021-09-13T18:10:33.683Z,2021-09-13T20:10:55.944Z,28,Sanctum of Domination,2021-09-13,Heroic,6,4,2,3316,2,2
cLx6D7mVCRpPYdka,Alt run,2021-02-21T19:15:41.521Z,2021-02-21T22:24:11.428Z,26,Castle Nathria,2021-02-21,Heroic,16,10,6,4925,10,10
rnYgbQZ9tFcN6dD2,Sylvanas 16 feb,2022-02-16T18:48:58.151Z,2022-02-16T22:15:57.004Z,28,Sanctum of Domination,2022-02-16,Mythic,21,0,21,8402,1,0
wvzgJxmdyV1MXkaB,16 march hc reclear,2022-03-16T18:19:16.653Z,2022-03-16T22:18:23.340Z,29,Sepulcher of the First Ones,2022-03-16,Heroic,19,12,7,4853,7,7
KbVjr2LTY94QXfHB,Silken FIRST PHASE 3 WOO 01-22,2025-01-22T18:45:35.866Z,2025-01-22T21:59:43.213Z,38,Nerub-ar Palace,2025-01-22,Mythic,20,0,20,4789,1,0
7rWqPhMBT6QKygYC,Sylvanas prog,2021-08-09T18:44:30.939Z,2021-08-09T21:15:36.267Z,28,Sanctum of Domination,2021-08-09,Heroic,12,0,12,6402,1,0
jAzxMfZcKdrQT8Yy,Jads' Super Fun HC Run,2025-01-13T19:02:17.982Z,2025-01-13T21:12:34.482Z,38,Nerub-ar Palace,2025-01-13,Heroic,15,7,8,3008,8,7
MCpVWw1yfhQmTZa6,Heroic Reclear for Funsies Tee Hee - 07-30,2025-07-30T17:49:34.635Z,2025-07-30T19:33:52.115Z,42,Liberation of Undermine,2025-07-30,Heroic,14,8,6,2650,8,8
CfYJdxagkmAWDNV6,rasz red side,2023-04-10T18:31:37.948Z,2023-04-10T21:08:58.765Z,31,Vault of the Incarnates,2023-04-10,Mythic,17,0,17,7145,1,0
k4MHt7ZvFz62D39w,KT 1 dec,2021-12-01T19:05:28.825Z,2021-12-01T22:02:16.533Z,28,Sanctum of Domination,2021-12-01,Mythic,30,0,30,4574,1,0
aJYjA3G9T4Xk2CHb,Sylvanas 2 feb,2022-02-02T19:03:12.616Z,2022-02-02T21:54:11.215Z,28,Sanctum of Domination,2022-02-02,Mythic,18,0,18,6954,1,0
c2xQq6r8CKzGt1VT,Alt Heroic,2023-01-22T19:27:49.033Z,2023-01-22T21:32:41.341Z,31,Vault of the Incarnates,2023-01-22,Heroic,14,3,11,3306,4,3
HhpVC8qWDKvBXamA,Logs 4 Larson - 0316,2025-03-16T18:48:43.986Z,2025-03-16T21:22:41.051Z,42,Liberation of Undermine,2025-03-16,Heroic,14,10,4,3653,8,8
Gz9FbdKWfkp8BPJV,alt raid hc clear,2025-07-30T17:50:06.404Z,2025-07-30T19:31:53.519Z,42,Liberation of Undermine,2025-07-30,Heroic,14,8,6,2651,8,8
yY1nNhRTg6BvqXfV,,2021-03-10T19:12:20.192Z,2021-03-10T19:12:20.192Z,null,null,null,null,null,null,null,null,null,null
rtgCwQypBxaPf2Kb,Mythic+ Dungeons,2021-04-01T19:08:38.231Z,2021-04-01T19:36:49.244Z,null,null,null,null,null,null,null,null,null,null
Myp7aV42QkgcJvAf,Mythic+ Dungeons,2021-03-13T00:55:50.955Z,2021-03-13T01:24:26.724Z,null,null,null,null,null,null,null,null,null,null
q6RDPY4T9gm1Lktp,HoA +14,2021-03-15T17:23:00.327Z,2021-03-15T17:48:33.211Z,null,null,null,null,null,null,null,null,null,null
kp7MRywhXPxZFgYt,LFR POG,2021-03-20T15:54:12.465Z,2021-03-20T17:47:34.309Z,null,null,null,null,null,null,null,null,null,null
zV9vRLn2NYZQjaKf,NM Raid,2023-01-01T19:30:10.141Z,2023-01-01T19:30:10.141Z,null,null,null,null,null,null,null,null,null,null
