encounter_id,boss_name,zone_name,difficulty,difficulty_label,raid_night_date,report_code,report_title,start_time_utc,end_time_utc,pulls_on_night,kills_on_night,wipes_on_night,best_wipe_pct_on_night,avg_wipe_pct_on_night,best_boss_hp_remaining,is_kill_on_night,kill_duration_seconds,longest_pull_seconds
2432,Remnant of Ner'zhul,Sanctum of Domination,4,Heroic,2021-07-28,KR7kQLAztqwrV2dZ,HC Reclear,2021-07-28T18:13:30.342Z,2021-07-28T20:53:33.558Z,2,1,1,56.32,56.32,0.0,true,245,245
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,2021-07-28,KR7kQLAztqwrV2dZ,HC Reclear,2021-07-28T18:13:30.342Z,2021-07-28T20:53:33.558Z,1,1,0,null,null,0.0,true,290,290
2430,Painsmith Raznal,Sanctum of Domination,4,Heroic,2021-07-28,KR7kQLAztqwrV2dZ,HC Reclear,2021-07-28T18:13:30.342Z,2021-07-28T20:53:33.558Z,3,1,2,16.21,32.62,0.0,true,356,358
2436,Guardian of the First Ones,Sanctum of Domination,4,Heroic,2021-07-28,KR7kQLAztqwrV2dZ,HC Reclear,2021-07-28T18:13:30.342Z,2021-07-28T20:53:33.558Z,5,1,4,16.2,48.7,0.0,true,267,313
2434,Soulrender Dormazain,Sanctum of Domination,4,Heroic,2021-07-28,XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,2,1,1,8.23,8.23,0.0,true,301,383
2436,Guardian of the First Ones,Sanctum of Domination,4,Heroic,2021-07-28,XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,5,1,4,16.2,48.7,0.0,true,267,313
2423,The Tarragrue,Sanctum of Domination,4,Heroic,2021-07-28,XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,2,1,1,85.92,85.92,0.0,true,258,258
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,2021-07-28,XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,1,1,0,null,null,0.0,true,290,290
2430,Painsmith Raznal,Sanctum of Domination,4,Heroic,2021-07-28,XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,3,1,2,16.21,32.62,0.0,true,356,358
2429,The Nine,Sanctum of Domination,4,Heroic,2021-07-28,XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,1,1,0,null,null,0.0,true,297,297
2432,Remnant of Ner'zhul,Sanctum of Domination,4,Heroic,2021-07-28,XPxY1LmTpQ8zJAMK,asdf,2021-07-28T18:11:45.199Z,2021-07-28T20:55:32.952Z,2,1,1,56.32,56.32,0.0,true,245,245
2422,Kel'Thuzad,Sanctum of Domination,4,Heroic,2021-08-02,MCLDbypH3vqZcFnz,HC,2021-08-02T18:47:40.711Z,2021-08-02T21:24:34.607Z,6,1,5,8.71,56.26,0.0,true,458,477
2431,Fatescribe Roh-Kalo,Sanctum of Domination,4,Heroic,2021-08-02,MCLDbypH3vqZcFnz,HC,2021-08-02T18:47:40.711Z,2021-08-02T21:24:34.607Z,14,1,13,30.02,64.41,0.0,true,552,552
2423,The Tarragrue,Sanctum of Domination,5,Mythic,2021-08-02,MzG6ZPrTyWFvx3Q2,Mythic Tarragrue,2021-08-02T18:29:43.060Z,2021-08-02T18:36:26.960Z,1,1,0,null,null,0.0,true,403,403
2422,Kel'Thuzad,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,2,1,1,34.02,34.02,0.0,true,404,404
2435,Sylvanas Windrunner,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,4,0,4,78.9,81.48,78.9,false,null,395
2436,Guardian of the First Ones,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,2,1,1,35.28,35.28,0.0,true,249,249
2432,Remnant of Ner'zhul,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,1,1,0,null,null,0.0,true,214,214
2429,The Nine,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,2,1,1,99.77,99.77,0.0,true,270,270
2430,Painsmith Raznal,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,1,1,0,null,null,0.0,true,341,341
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,1,1,0,null,null,0.0,true,255,255
2423,The Tarragrue,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,1,1,0,null,null,0.0,true,219,219
2434,Soulrender Dormazain,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,1,1,0,null,null,0.0,true,267,267
2431,Fatescribe Roh-Kalo,Sanctum of Domination,4,Heroic,2021-08-04,gdDvANnk314prZM7,HC Reclear,2021-08-04T17:51:19.328Z,2021-08-04T21:04:45.557Z,1,1,0,null,null,0.0,true,427,427
2431,Fatescribe Roh-Kalo,Sanctum of Domination,3,Normal,2021-08-08,MjTcF2n9JvXRfPwY,GigaGizmo pt 2 from guardian,2021-08-08T20:36:20.182Z,2021-08-08T21:54:14.598Z,2,1,1,10.93,10.93,0.0,true,372,372
2422,Kel'Thuzad,Sanctum of Domination,3,Normal,2021-08-08,MjTcF2n9JvXRfPwY,GigaGizmo pt 2 from guardian,2021-08-08T20:36:20.182Z,2021-08-08T21:54:14.598Z,1,1,0,null,null,0.0,true,383,383
2435,Sylvanas Windrunner,Sanctum of Domination,3,Normal,2021-08-08,MjTcF2n9JvXRfPwY,GigaGizmo pt 2 from guardian,2021-08-08T20:36:20.182Z,2021-08-08T21:54:14.598Z,1,1,0,null,null,0.0,true,723,723
2436,Guardian of the First Ones,Sanctum of Domination,3,Normal,2021-08-08,MjTcF2n9JvXRfPwY,GigaGizmo pt 2 from guardian,2021-08-08T20:36:20.182Z,2021-08-08T21:54:14.598Z,2,1,1,71.59,71.59,0.0,true,258,258
2429,The Nine,Sanctum of Domination,3,Normal,2021-08-08,pZ974Mvqz1tLw6jF,GigaGizmo pt 1,2021-08-08T18:41:03.376Z,2021-08-08T20:22:55.379Z,3,1,2,7.33,10.87,0.0,true,270,312
2434,Soulrender Dormazain,Sanctum of Domination,3,Normal,2021-08-08,pZ974Mvqz1tLw6jF,GigaGizmo pt 1,2021-08-08T18:41:03.376Z,2021-08-08T20:22:55.379Z,1,1,0,null,null,0.0,true,200,200
2432,Remnant of Ner'zhul,Sanctum of Domination,3,Normal,2021-08-08,pZ974Mvqz1tLw6jF,GigaGizmo pt 1,2021-08-08T18:41:03.376Z,2021-08-08T20:22:55.379Z,2,1,1,9.79,9.79,0.0,true,274,291
2430,Painsmith Raznal,Sanctum of Domination,3,Normal,2021-08-08,pZ974Mvqz1tLw6jF,GigaGizmo pt 1,2021-08-08T18:41:03.376Z,2021-08-08T20:22:55.379Z,2,1,1,4.17,4.17,0.0,true,301,379
2423,The Tarragrue,Sanctum of Domination,3,Normal,2021-08-08,pZ974Mvqz1tLw6jF,GigaGizmo pt 1,2021-08-08T18:41:03.376Z,2021-08-08T20:22:55.379Z,1,1,0,null,null,0.0,true,200,200
2433,The Eye of the Jailer,Sanctum of Domination,3,Normal,2021-08-08,pZ974Mvqz1tLw6jF,GigaGizmo pt 1,2021-08-08T18:41:03.376Z,2021-08-08T20:22:55.379Z,2,1,1,12.76,12.76,0.0,true,255,255
2435,Sylvanas Windrunner,Sanctum of Domination,4,Heroic,2021-08-09,7rWqPhMBT6QKygYC,Sylvanas prog,2021-08-09T18:44:30.939Z,2021-08-09T21:15:36.267Z,12,0,12,53.88,72.47,53.88,false,null,772
2423,The Tarragrue,Sanctum of Domination,5,Mythic,2021-08-09,qGFprZDdHyBhxCzN,Mythic Tarragrue,2021-08-09T18:35:43.030Z,2021-08-09T18:40:59.548Z,1,1,0,null,null,0.0,true,316,316
2423,The Tarragrue,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,210,210
2432,Remnant of Ner'zhul,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,207,207
2436,Guardian of the First Ones,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,2,1,1,48.52,48.52,0.0,true,237,237
2429,The Nine,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,275,275
2435,Sylvanas Windrunner,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,803,803
2434,Soulrender Dormazain,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,217,217
2422,Kel'Thuzad,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,460,460
2431,Fatescribe Roh-Kalo,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,409,409
2430,Painsmith Raznal,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,337,337
2433,The Eye of the Jailer,Sanctum of Domination,3,Normal,2021-08-10,JRP4ZVadWbx9f2ck,normal run,2021-08-10T15:23:05.686Z,2021-08-10T18:45:12.220Z,1,1,0,null,null,0.0,true,219,219
2431,Fatescribe Roh-Kalo,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,2,1,1,39.77,39.77,0.0,true,424,424
2430,Painsmith Raznal,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,1,1,0,null,null,0.0,true,305,305
2423,The Tarragrue,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,1,1,0,null,null,0.0,true,216,216
2432,Remnant of Ner'zhul,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,2,1,1,34.0,34.0,0.0,true,216,216
2436,Guardian of the First Ones,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,1,1,0,null,null,0.0,true,240,240
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,1,1,0,null,null,0.0,true,252,252
2429,The Nine,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,1,1,0,null,null,0.0,true,261,261
2434,Soulrender Dormazain,Sanctum of Domination,4,Heroic,2021-08-11,FHkYy4mbxQ6NKAVB,hc sc,2021-08-11T18:01:31.914Z,2021-08-11T20:01:40.597Z,1,1,0,null,null,0.0,true,253,253
2430,Painsmith Raznal,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,292,292
2434,Soulrender Dormazain,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,183,183
2436,Guardian of the First Ones,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,205,205
2435,Sylvanas Windrunner,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,666,666
2429,The Nine,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,204,204
2432,Remnant of Ner'zhul,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,162,162
2433,The Eye of the Jailer,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,215,215
2431,Fatescribe Roh-Kalo,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,355,355
2422,Kel'Thuzad,Sanctum of Domination,3,Normal,2021-08-15,3YvCrVK1bgGBnHPZ,normal after tarragrue,2021-08-15T16:15:17.624Z,2021-08-15T17:59:55.223Z,1,1,0,null,null,0.0,true,361,361
2423,The Tarragrue,Sanctum of Domination,3,Normal,2021-08-15,aZTLBhrwRADNk3cJ,tarragrue normal,2021-08-15T16:08:44.648Z,2021-08-15T16:12:34.873Z,1,1,0,null,null,0.0,true,230,230
2433,The Eye of the Jailer,Sanctum of Domination,5,Mythic,2021-08-16,LXMB2HJV7Dwjy9Qg,Mythic,2021-08-16T19:37:51.832Z,2021-08-16T20:52:20.778Z,5,1,4,66.19,67.87,0.0,true,515,515
2423,The Tarragrue,Sanctum of Domination,5,Mythic,2021-08-16,LXMB2HJV7Dwjy9Qg,Mythic,2021-08-16T19:37:51.832Z,2021-08-16T20:52:20.778Z,2,1,1,19.04,19.04,0.0,true,299,299
2435,Sylvanas Windrunner,Sanctum of Domination,4,Heroic,2021-08-16,TYbJD7gnK1VRMAh8,HC Sylvanas kill,2021-08-16T19:08:45.968Z,2021-08-16T19:21:31.065Z,1,1,0,null,null,0.0,true,765,765
2436,Guardian of the First Ones,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,233,233
2429,The Nine,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,238,238
2435,Sylvanas Windrunner,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,3,1,2,60.79,72.36,0.0,true,786,786
2423,The Tarragrue,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,208,208
2422,Kel'Thuzad,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,368,368
2431,Fatescribe Roh-Kalo,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,4,1,3,2.51,28.83,0.0,true,405,405
2434,Soulrender Dormazain,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,262,262
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,218,218
2430,Painsmith Raznal,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,345,345
2432,Remnant of Ner'zhul,Sanctum of Domination,4,Heroic,2021-08-18,RLNMcmjFQHXyw6hJ,HC reclear full,2021-08-18T18:16:15.657Z,2021-08-18T21:04:46.579Z,1,1,0,null,null,0.0,true,191,191
2429,The Nine,Sanctum of Domination,5,Mythic,2021-08-23,4zwRfFcBKAaZ86Yp,Mythic 3/10,2021-08-23T18:21:05.768Z,2021-08-23T20:14:33.678Z,4,1,3,68.07,78.56,0.0,true,384,384
2423,The Tarragrue,Sanctum of Domination,5,Mythic,2021-08-23,4zwRfFcBKAaZ86Yp,Mythic 3/10,2021-08-23T18:21:05.768Z,2021-08-23T20:14:33.678Z,1,1,0,null,null,0.0,true,268,268
2433,The Eye of the Jailer,Sanctum of Domination,5,Mythic,2021-08-23,4zwRfFcBKAaZ86Yp,Mythic 3/10,2021-08-23T18:21:05.768Z,2021-08-23T20:14:33.678Z,7,1,6,0.64,47.12,0.0,true,473,520
2432,Remnant of Ner'zhul,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,195,195
2434,Soulrender Dormazain,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,220,220
2433,The Eye of the Jailer,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,221,221
2423,The Tarragrue,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,186,186
2431,Fatescribe Roh-Kalo,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,5,1,4,6.02,30.71,0.0,true,360,365
2429,The Nine,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,210,210
2435,Sylvanas Windrunner,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,3,1,2,62.39,73.16,0.0,true,694,694
2436,Guardian of the First Ones,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,213,213
2422,Kel'Thuzad,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,345,345
2430,Painsmith Raznal,Sanctum of Domination,4,Heroic,2021-08-25,XN3BmRdHCfcVn4hZ,Full HC reclear,2021-08-25T18:15:44.809Z,2021-08-25T21:07:17.592Z,1,1,0,null,null,0.0,true,267,267
2429,The Nine,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,1,1,0,null,null,0.0,true,306,306
2431,Fatescribe Roh-Kalo,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,1,0,1,15.38,15.38,15.38,false,null,472
2436,Guardian of the First Ones,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,5,1,4,15.11,53.35,0.0,true,307,339
2433,The Eye of the Jailer,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,1,1,0,null,null,0.0,true,284,284
2432,Remnant of Ner'zhul,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,1,1,0,null,null,0.0,true,277,277
2423,The Tarragrue,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,1,1,0,null,null,0.0,true,278,278
2430,Painsmith Raznal,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,1,1,0,null,null,0.0,true,420,420
2434,Soulrender Dormazain,Sanctum of Domination,3,Normal,2021-08-29,YZjgTM28trh47WvF,DEMON run,2021-08-29T18:51:37.932Z,2021-08-29T21:06:08.599Z,1,1,0,null,null,0.0,true,338,338
2432,Remnant of Ner'zhul,Sanctum of Domination,5,Mythic,2021-08-30,Yp9ZN7tzQ4BraWJm,Sanctum Mythic,2021-08-30T18:00:03.134Z,2021-08-30T21:02:27.067Z,6,0,6,44.74,66.14,44.74,false,null,263
2433,The Eye of the Jailer,Sanctum of Domination,5,Mythic,2021-08-30,Yp9ZN7tzQ4BraWJm,Sanctum Mythic,2021-08-30T18:00:03.134Z,2021-08-30T21:02:27.067Z,8,1,7,9.48,50.57,0.0,true,431,512
2423,The Tarragrue,Sanctum of Domination,5,Mythic,2021-08-30,Yp9ZN7tzQ4BraWJm,Sanctum Mythic,2021-08-30T18:00:03.134Z,2021-08-30T21:02:27.067Z,2,1,1,27.36,27.36,0.0,true,317,317
2429,The Nine,Sanctum of Domination,5,Mythic,2021-08-30,Yp9ZN7tzQ4BraWJm,Sanctum Mythic,2021-08-30T18:00:03.134Z,2021-08-30T21:02:27.067Z,2,1,1,69.48,69.48,0.0,true,456,456
2433,The Eye of the Jailer,Sanctum of Domination,5,Mythic,2021-09-01,WvZFGM6T9RzdbPXw,Mythic,2021-09-01T18:06:28.963Z,2021-09-01T21:07:19.500Z,7,1,6,33.27,44.33,0.0,true,411,411
2429,The Nine,Sanctum of Domination,5,Mythic,2021-09-01,WvZFGM6T9RzdbPXw,Mythic,2021-09-01T18:06:28.963Z,2021-09-01T21:07:19.500Z,2,1,1,6.64,6.64,0.0,true,406,437
2432,Remnant of Ner'zhul,Sanctum of Domination,5,Mythic,2021-09-01,WvZFGM6T9RzdbPXw,Mythic,2021-09-01T18:06:28.963Z,2021-09-01T21:07:19.500Z,11,0,11,34.49,51.24,34.49,false,null,281
2423,The Tarragrue,Sanctum of Domination,5,Mythic,2021-09-01,WvZFGM6T9RzdbPXw,Mythic,2021-09-01T18:06:28.963Z,2021-09-01T21:07:19.500Z,1,1,0,null,null,0.0,true,317,317
2433,The Eye of the Jailer,Sanctum of Domination,3,Normal,2021-09-02,hRytYCf7xp61GkQA,demon tarragrue + the eye,2021-09-02T19:21:24.040Z,2021-09-02T19:41:12.069Z,1,1,0,null,null,0.0,true,278,278
2423,The Tarragrue,Sanctum of Domination,3,Normal,2021-09-02,hRytYCf7xp61GkQA,demon tarragrue + the eye,2021-09-02T19:21:24.040Z,2021-09-02T19:41:12.069Z,1,1,0,null,null,0.0,true,272,272
2434,Soulrender Dormazain,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,1,1,0,null,null,0.0,true,235,235
2429,The Nine,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,2,1,1,95.75,95.75,0.0,true,350,350
2436,Guardian of the First Ones,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,1,1,0,null,null,0.0,true,298,298
2430,Painsmith Raznal,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,1,1,0,null,null,0.0,true,320,320
2435,Sylvanas Windrunner,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,1,1,0,null,null,0.0,true,797,797
2432,Remnant of Ner'zhul,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,1,1,0,null,null,0.0,true,192,192
2422,Kel'Thuzad,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,5,1,4,0.01,51.61,0.0,true,475,522
2431,Fatescribe Roh-Kalo,Sanctum of Domination,3,Normal,2021-09-02,jDyK1NBMdbZmnrfH,demon run,2021-09-02T19:42:56.127Z,2021-09-02T22:23:09.743Z,1,1,0,null,null,0.0,true,491,491
2423,The Tarragrue,Sanctum of Domination,4,Heroic,2021-09-03,hTwrmX2anJfG1zgb,HC megagroup full,2021-09-03T21:45:52.434Z,2021-09-03T22:57:11.595Z,1,1,0,null,null,0.0,true,309,309
2429,The Nine,Sanctum of Domination,4,Heroic,2021-09-03,hTwrmX2anJfG1zgb,HC megagroup full,2021-09-03T21:45:52.434Z,2021-09-03T22:57:11.595Z,1,1,0,null,null,0.0,true,361,361
