encounter_id,boss_name,zone_name,difficulty,difficulty_label,raid_night_date,report_code,report_title,start_time_utc,end_time_utc,pulls_on_night,kills_on_night,wipes_on_night,best_wipe_pct_on_night,avg_wipe_pct_on_night,best_boss_hp_remaining,is_kill_on_night,kill_duration_seconds,longest_pull_seconds
2398,Shriekwing,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,1,1,0,null,null,0.0,true,217,217
2407,Sire Denathrius,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,1,1,0,null,null,0.0,true,476,476
2417,Stone Legion Generals,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,1,1,0,null,null,0.0,true,328,328
2405,Artificer Xy'mox,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,1,1,0,null,null,0.0,true,295,295
2418,Huntsman Altimor,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,1,1,0,null,null,0.0,true,233,233
2399,Sludgefist,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,1,1,0,null,null,0.0,true,209,209
2406,Lady Inerva Darkvein,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,3,1,2,37.58,68.6,0.0,true,336,336
2383,Hungering Destroyer,Castle Nathria,3,Normal,2021-01-31,Q3pA2CygFaJ46VBh,CN Mythic,2021-01-31T19:07:19.762Z,2021-01-31T21:20:48.418Z,1,1,0,null,null,0.0,true,313,313
2407,Sire Denathrius,Castle Nathria,4,Heroic,2021-02-03,NBZdmPaTkAWxyMnr,Castle Nathria,2021-02-03T19:01:29.264Z,2021-02-03T20:32:05.242Z,3,1,2,39.6,57.72,0.0,true,461,461
2398,Shriekwing,Castle Nathria,4,Heroic,2021-02-03,NBZdmPaTkAWxyMnr,Castle Nathria,2021-02-03T19:01:29.264Z,2021-02-03T20:32:05.242Z,1,1,0,null,null,0.0,true,193,193
2399,Sludgefist,Castle Nathria,4,Heroic,2021-02-03,NBZdmPaTkAWxyMnr,Castle Nathria,2021-02-03T19:01:29.264Z,2021-02-03T20:32:05.242Z,1,1,0,null,null,0.0,true,268,268
2417,Stone Legion Generals,Castle Nathria,4,Heroic,2021-02-03,NBZdmPaTkAWxyMnr,Castle Nathria,2021-02-03T19:01:29.264Z,2021-02-03T20:32:05.242Z,1,1,0,null,null,0.0,true,441,441
2398,Shriekwing,Castle Nathria,5,Mythic,2021-02-03,NBZdmPaTkAWxyMnr,Castle Nathria,2021-02-03T19:01:29.264Z,2021-02-03T20:32:05.242Z,1,1,0,null,null,0.0,true,357,357
2399,Sludgefist,Castle Nathria,4,Heroic,2021-02-03,vKMyHdVJA1nRqpNh,"HC SW, SLG, Sire + Mythic SW, Altimor, Hungering prog",2021-02-03T18:58:31.980Z,2021-02-03T22:31:49.826Z,1,1,0,null,null,0.0,true,268,268
2398,Shriekwing,Castle Nathria,4,Heroic,2021-02-03,vKMyHdVJA1nRqpNh,"HC SW, SLG, Sire + Mythic SW, Altimor, Hungering prog",2021-02-03T18:58:31.980Z,2021-02-03T22:31:49.826Z,1,1,0,null,null,0.0,true,193,193
2407,Sire Denathrius,Castle Nathria,4,Heroic,2021-02-03,vKMyHdVJA1nRqpNh,"HC SW, SLG, Sire + Mythic SW, Altimor, Hungering prog",2021-02-03T18:58:31.980Z,2021-02-03T22:31:49.826Z,3,1,2,39.6,57.72,0.0,true,460,460
2383,Hungering Destroyer,Castle Nathria,5,Mythic,2021-02-03,vKMyHdVJA1nRqpNh,"HC SW, SLG, Sire + Mythic SW, Altimor, Hungering prog",2021-02-03T18:58:31.980Z,2021-02-03T22:31:49.826Z,7,0,7,72.12,76.63,72.12,false,null,165
2417,Stone Legion Generals,Castle Nathria,4,Heroic,2021-02-03,vKMyHdVJA1nRqpNh,"HC SW, SLG, Sire + Mythic SW, Altimor, Hungering prog",2021-02-03T18:58:31.980Z,2021-02-03T22:31:49.826Z,1,1,0,null,null,0.0,true,441,441
2398,Shriekwing,Castle Nathria,5,Mythic,2021-02-03,vKMyHdVJA1nRqpNh,"HC SW, SLG, Sire + Mythic SW, Altimor, Hungering prog",2021-02-03T18:58:31.980Z,2021-02-03T22:31:49.826Z,1,1,0,null,null,0.0,true,357,357
2418,Huntsman Altimor,Castle Nathria,5,Mythic,2021-02-03,vKMyHdVJA1nRqpNh,"HC SW, SLG, Sire + Mythic SW, Altimor, Hungering prog",2021-02-03T18:58:31.980Z,2021-02-03T22:31:49.826Z,8,1,7,28.87,42.44,0.0,true,336,336
2399,Sludgefist,Castle Nathria,3,Normal,2021-02-07,7zwaXZkBdn98DRYM,CN Normal,2021-02-07T18:44:57.622Z,2021-02-07T19:52:12.956Z,2,1,1,1.42,1.42,0.0,true,248,294
2407,Sire Denathrius,Castle Nathria,3,Normal,2021-02-07,7zwaXZkBdn98DRYM,CN Normal,2021-02-07T18:44:57.622Z,2021-02-07T19:52:12.956Z,1,1,0,null,null,0.0,true,432,432
2398,Shriekwing,Castle Nathria,3,Normal,2021-02-07,7zwaXZkBdn98DRYM,CN Normal,2021-02-07T18:44:57.622Z,2021-02-07T19:52:12.956Z,1,1,0,null,null,0.0,true,203,203
2417,Stone Legion Generals,Castle Nathria,3,Normal,2021-02-07,7zwaXZkBdn98DRYM,CN Normal,2021-02-07T18:44:57.622Z,2021-02-07T19:52:12.956Z,1,1,0,null,null,0.0,true,307,307
2406,Lady Inerva Darkvein,Castle Nathria,4,Heroic,2021-02-07,vNfJFDBnwhcQx93X,CN Heroic,2021-02-07T19:58:45.121Z,2021-02-07T22:30:08.526Z,1,1,0,null,null,0.0,true,279,279
2383,Hungering Destroyer,Castle Nathria,4,Heroic,2021-02-07,vNfJFDBnwhcQx93X,CN Heroic,2021-02-07T19:58:45.121Z,2021-02-07T22:30:08.526Z,2,1,1,43.77,43.77,0.0,true,284,284
2398,Shriekwing,Castle Nathria,4,Heroic,2021-02-07,vNfJFDBnwhcQx93X,CN Heroic,2021-02-07T19:58:45.121Z,2021-02-07T22:30:08.526Z,1,1,0,null,null,0.0,true,230,230
2405,Artificer Xy'mox,Castle Nathria,4,Heroic,2021-02-07,vNfJFDBnwhcQx93X,CN Heroic,2021-02-07T19:58:45.121Z,2021-02-07T22:30:08.526Z,6,1,5,16.16,30.57,0.0,true,332,383
2418,Huntsman Altimor,Castle Nathria,4,Heroic,2021-02-07,vNfJFDBnwhcQx93X,CN Heroic,2021-02-07T19:58:45.121Z,2021-02-07T22:30:08.526Z,3,1,2,33.12,33.41,0.0,true,281,281
2383,Hungering Destroyer,Castle Nathria,5,Mythic,2021-02-08,JPHDBjxNaFhY4AXk,CN Mythic,2021-02-08T18:58:59.491Z,2021-02-08T22:30:56.777Z,25,0,25,38.95,58.01,38.95,false,null,351
2417,Stone Legion Generals,Castle Nathria,4,Heroic,2021-02-10,RBKrGCVyZWHtnNqF,CN heroic reclear,2021-02-10T18:53:10.286Z,2021-02-10T19:48:37.297Z,1,1,0,null,null,0.0,true,409,409
2399,Sludgefist,Castle Nathria,4,Heroic,2021-02-10,RBKrGCVyZWHtnNqF,CN heroic reclear,2021-02-10T18:53:10.286Z,2021-02-10T19:48:37.297Z,1,1,0,null,null,0.0,true,254,254
2407,Sire Denathrius,Castle Nathria,4,Heroic,2021-02-10,RBKrGCVyZWHtnNqF,CN heroic reclear,2021-02-10T18:53:10.286Z,2021-02-10T19:48:37.297Z,2,1,1,56.96,56.96,0.0,true,451,451
2398,Shriekwing,Castle Nathria,4,Heroic,2021-02-10,RBKrGCVyZWHtnNqF,CN heroic reclear,2021-02-10T18:53:10.286Z,2021-02-10T19:48:37.297Z,1,1,0,null,null,0.0,true,184,184
2418,Huntsman Altimor,Castle Nathria,5,Mythic,2021-02-10,gxQ2TZNzrtKCW7cP,CN Mythic,2021-02-10T20:16:22.520Z,2021-02-10T22:30:44.954Z,8,1,7,1.0,24.47,0.0,true,319,356
2383,Hungering Destroyer,Castle Nathria,5,Mythic,2021-02-10,gxQ2TZNzrtKCW7cP,CN Mythic,2021-02-10T20:16:22.520Z,2021-02-10T22:30:44.954Z,7,0,7,36.58,50.94,36.58,false,null,393
2407,Sire Denathrius,Castle Nathria,3,Normal,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,2,1,1,77.12,77.12,0.0,true,397,397
2406,Lady Inerva Darkvein,Castle Nathria,4,Heroic,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,6,1,5,19.73,40.99,0.0,true,299,302
2399,Sludgefist,Castle Nathria,3,Normal,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,1,1,0,null,null,0.0,true,220,220
2417,Stone Legion Generals,Castle Nathria,3,Normal,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,1,1,0,null,null,0.0,true,319,319
2383,Hungering Destroyer,Castle Nathria,4,Heroic,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,3,1,2,44.71,45.68,0.0,true,320,320
2398,Shriekwing,Castle Nathria,4,Heroic,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,2,1,1,93.37,93.37,0.0,true,228,228
2402,Sun King's Salvation,Castle Nathria,4,Heroic,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,5,0,5,42.79,57.73,42.79,false,null,325
2418,Huntsman Altimor,Castle Nathria,4,Heroic,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,2,1,1,46.56,46.56,0.0,true,307,307
2398,Shriekwing,Castle Nathria,3,Normal,2021-02-14,71JTkganfm3RBW9Z,Normal alt raid,2021-02-14T19:00:44.964Z,2021-02-14T22:34:17.804Z,1,1,0,null,null,0.0,true,185,185
2417,Stone Legion Generals,Castle Nathria,4,Heroic,2021-02-17,DQA9RPrvc6pBVjha,CN skip reclear,2021-02-17T19:00:16.778Z,2021-02-17T19:50:09.124Z,1,1,0,null,null,0.0,true,421,421
2398,Shriekwing,Castle Nathria,4,Heroic,2021-02-17,DQA9RPrvc6pBVjha,CN skip reclear,2021-02-17T19:00:16.778Z,2021-02-17T19:50:09.124Z,1,1,0,null,null,0.0,true,183,183
2399,Sludgefist,Castle Nathria,4,Heroic,2021-02-17,DQA9RPrvc6pBVjha,CN skip reclear,2021-02-17T19:00:16.778Z,2021-02-17T19:50:09.124Z,1,1,0,null,null,0.0,true,251,251
2407,Sire Denathrius,Castle Nathria,4,Heroic,2021-02-17,DQA9RPrvc6pBVjha,CN skip reclear,2021-02-17T19:00:16.778Z,2021-02-17T19:50:09.124Z,1,1,0,null,null,0.0,true,449,449
2383,Hungering Destroyer,Castle Nathria,5,Mythic,2021-02-17,H6Pb21aCMRf9xc7p,CN mythic,2021-02-17T19:50:09.124Z,2021-02-17T22:33:02.708Z,1,1,0,null,null,0.0,true,395,395
2398,Shriekwing,Castle Nathria,5,Mythic,2021-02-17,H6Pb21aCMRf9xc7p,CN mythic,2021-02-17T19:50:09.124Z,2021-02-17T22:33:02.708Z,1,1,0,null,null,0.0,true,389,389
2418,Huntsman Altimor,Castle Nathria,5,Mythic,2021-02-17,H6Pb21aCMRf9xc7p,CN mythic,2021-02-17T19:50:09.124Z,2021-02-17T22:33:02.708Z,1,1,0,null,null,0.0,true,335,335
2405,Artificer Xy'mox,Castle Nathria,5,Mythic,2021-02-17,H6Pb21aCMRf9xc7p,CN mythic,2021-02-17T19:50:09.124Z,2021-02-17T22:33:02.708Z,11,0,11,39.31,57.34,39.31,false,null,282
2418,Huntsman Altimor,Castle Nathria,5,Mythic,2021-02-17,z7DcJPX8nHKM2CVQ,Castle Nathria,2021-02-17T18:57:00.360Z,2021-02-17T22:34:02.047Z,1,1,0,null,null,0.0,true,335,335
2405,Artificer Xy'mox,Castle Nathria,5,Mythic,2021-02-17,z7DcJPX8nHKM2CVQ,Castle Nathria,2021-02-17T18:57:00.360Z,2021-02-17T22:34:02.047Z,11,0,11,39.31,57.34,39.31,false,null,282
2398,Shriekwing,Castle Nathria,4,Heroic,2021-02-17,z7DcJPX8nHKM2CVQ,Castle Nathria,2021-02-17T18:57:00.360Z,2021-02-17T22:34:02.047Z,1,1,0,null,null,0.0,true,183,183
2383,Hungering Destroyer,Castle Nathria,5,Mythic,2021-02-17,z7DcJPX8nHKM2CVQ,Castle Nathria,2021-02-17T18:57:00.360Z,2021-02-17T22:34:02.047Z,1,1,0,null,null,0.0,true,394,394
2417,Stone Legion Generals,Castle Nathria,4,Heroic,2021-02-17,z7DcJPX8nHKM2CVQ,Castle Nathria,2021-02-17T18:57:00.360Z,2021-02-17T22:34:02.047Z,1,1,0,null,null,0.0,true,421,421
