player_name,player_class,total_deaths,kills_tracked,deaths_per_kill,most_common_killing_blow,most_common_killing_blow_count,top_killing_blows_json,zones_died_in,last_death_timestamp_ms
Bensmage,Mage,6,4,1.5,Violent Eruption,3,"[{""name"":""Violent Eruption"",""count"":3},{""name"":""Infused Explosion"",""count"":2},{""name"":""Unstable Essence"",""count"":1}]","[""Aberrus, the Shadowed Crucible""]",5600725
Zørh,Priest,3,2,1.5,Uncontrolled Burn,2,"[{""name"":""Uncontrolled Burn"",""count"":2},{""name"":""Hot Mess"",""count"":1}]","[""Liberation of Undermine""]",8326990
Моймаг,Mage,3,2,1.5,Wrest,1,"[{""name"":""Wrest"",""count"":1},{""name"":""Nether Rift"",""count"":1},{""name"":""Web Vortex"",""count"":1}]","[""Nerub-ar Palace""]",6189018
Dronodos,Shaman,3,2,1.5,Blaring Drop,1,"[{""name"":""Blaring Drop"",""count"":1},{""name"":""Colossal Clash"",""count"":1},{""name"":""Sparkblast Ignition"",""count"":1}]","[""Liberation of Undermine""]",1889830
Frota,Warlock,3,2,1.5,Falling,1,"[{""name"":""Falling"",""count"":1},{""name"":""Reckless Impact"",""count"":1},{""name"":""Melee"",""count"":1}]","[""Nerub-ar Palace""]",4343316
Анкиар,DeathKnight,3,2,1.5,Blastburn Roarcannon,1,"[{""name"":""Blastburn Roarcannon"",""count"":1},{""name"":""Blaring Drop"",""count"":1},{""name"":""Resonant Echoes"",""count"":1}]","[""Liberation of Undermine""]",1875730
Silliest,Hunter,10,7,1.43,Reckless Impact,2,"[{""name"":""Reckless Impact"",""count"":2},{""name"":""Caustic Reaction"",""count"":1},{""name"":""Stalking Shadows"",""count"":1}]","[""Nerub-ar Palace""]",7539480
Roux,Rogue,10,7,1.43,Venom Nova,5,"[{""name"":""Venom Nova"",""count"":5},{""name"":""Cosmic Shards"",""count"":1},{""name"":""Devour"",""count"":1}]","[""Nerub-ar Palace""]",5685670
Rightairpod,Mage,113,80,1.41,Venom Nova,9,"[{""name"":""Venom Nova"",""count"":9},{""name"":""Cosmic Shards"",""count"":7},{""name"":""Melee"",""count"":6}]","[""Nerub-ar Palace""]",19500460
Midnight,Mage,79,56,1.41,Dark Upheaval,8,"[{""name"":""Dark Upheaval"",""count"":8},{""name"":""Melee"",""count"":5},{""name"":""Void Howl"",""count"":5}]","[""Manaforge Omega"",""VS / DR / MQD""]",11124363
Cake,Priest,11,8,1.38,Suppression,1,"[{""name"":""Suppression"",""count"":1},{""name"":""Goblin Gravi-Gun"",""count"":1},{""name"":""Uncontrolled Destruction"",""count"":1}]","[""Liberation of Undermine""]",9218165
Volpiná,Shaman,11,8,1.38,Molten Hand,2,"[{""name"":""Molten Hand"",""count"":2},{""name"":""Lethal Attraction"",""count"":2},{""name"":""Sinister Strike"",""count"":1}]","[""Blackrock Depths""]",10260274
Mleko,Priest,15,11,1.36,Void Breath,2,"[{""name"":""Void Breath"",""count"":2},{""name"":""Raging Winds"",""count"":1},{""name"":""Dark Upheaval"",""count"":1}]","[""VS / DR / MQD"",""Vault of the Incarnates""]",10802044
Murazo,Warrior,12,9,1.33,Oblivion,2,"[{""name"":""Oblivion"",""count"":2},{""name"":""Voidwarding"",""count"":2},{""name"":""Tyranny"",""count"":1}]","[""Manaforge Omega""]",4141798
Peeheal,Priest,8,6,1.33,Stinging Burst,1,"[{""name"":""Stinging Burst"",""count"":1},{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",4667395
Mordale,Druid,4,3,1.33,Blaring Drop,2,"[{""name"":""Blaring Drop"",""count"":2},{""name"":""Lingering Voltage"",""count"":2}]","[""Liberation of Undermine""]",2491284
Johonnyb,DemonHunter,4,3,1.33,Melee,1,"[{""name"":""Melee"",""count"":1},{""name"":""Elemental Calamity"",""count"":1},{""name"":""Scatterblast Canisters"",""count"":1}]","[""Liberation of Undermine""]",9222656
Nurribit,Mage,9,7,1.29,Foul Exhaust,1,"[{""name"":""Foul Exhaust"",""count"":1},{""name"":""Bad Belated Boom"",""count"":1},{""name"":""Pay-Line"",""count"":1}]","[""Liberation of Undermine""]",5839258
Monthtbud,Druid,9,7,1.29,Scatterblast Canisters,3,"[{""name"":""Scatterblast Canisters"",""count"":3},{""name"":""Zagging Zizzler"",""count"":2},{""name"":""Blastburn Roarcannon"",""count"":1}]","[""Liberation of Undermine""]",6402484
Kusío,Rogue,9,7,1.29,Acrid Presence,2,"[{""name"":""Acrid Presence"",""count"":2},{""name"":""Acid"",""count"":1},{""name"":""Grasping Silk"",""count"":1}]","[""Nerub-ar Palace""]",7705650
Yearningprie,Priest,9,7,1.29,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Acrid Presence"",""count"":2},{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",5832674
Hening,Mage,9,7,1.29,Canister Detonation,2,"[{""name"":""Canister Detonation"",""count"":2},{""name"":""Traveling Flames"",""count"":1},{""name"":""Time-Release Crackle"",""count"":1}]","[""Liberation of Undermine""]",6832772
Hirlenn,Mage,9,7,1.29,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Acrid Presence"",""count"":2},{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",7696323
Ivaspear,Hunter,9,7,1.29,Frothy Toxin,2,"[{""name"":""Frothy Toxin"",""count"":2},{""name"":""Web Blades"",""count"":1},{""name"":""Melee"",""count"":1}]","[""Nerub-ar Palace""]",5847596
Unrecorded,Mage,510,398,1.28,Melee,38,"[{""name"":""Melee"",""count"":38},{""name"":""Betrayal"",""count"":24},{""name"":""Poison Burst"",""count"":23}]","[""Liberation of Undermine"",""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope""]",21475600
Finxsya,Mage,10,8,1.25,Melee,1,"[{""name"":""Melee"",""count"":1},{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Thunderdrum Salvo"",""count"":1}]","[""Liberation of Undermine""]",9204470
Taxisgreat,Shaman,10,8,1.25,Scatterblast Canisters,3,"[{""name"":""Scatterblast Canisters"",""count"":3},{""name"":""Canister Detonation"",""count"":2},{""name"":""Unstable Crawler Mines"",""count"":1}]","[""Liberation of Undermine""]",6512708
Isfin,Mage,5,4,1.25,Fiery Wave,1,"[{""name"":""Fiery Wave"",""count"":1},{""name"":""Scrap Rockets"",""count"":1},{""name"":""Grand Finale"",""count"":1}]","[""Liberation of Undermine""]",3612997
Mizunó,Druid,5,4,1.25,Discarded Doomsplosive,1,"[{""name"":""Discarded Doomsplosive"",""count"":1},{""name"":""Incinerator"",""count"":1},{""name"":""Blowout!"",""count"":1}]","[""Liberation of Undermine""]",3578180
Tarazin,Hunter,5,4,1.25,Resonant Echoes,1,"[{""name"":""Resonant Echoes"",""count"":1},{""name"":""Muffled Doomsplosion"",""count"":1},{""name"":""Grand Finale"",""count"":1}]","[""Liberation of Undermine""]",3628118
Bundabandit,Rogue,117,94,1.24,Volatile Concoction,12,"[{""name"":""Volatile Concoction"",""count"":12},{""name"":""Blood Pact"",""count"":8},{""name"":""Lingering Erosion"",""count"":6}]","[""Nerub-ar Palace""]",21312113
Nobinminge,Warrior,61,49,1.24,Acrid Presence,6,"[{""name"":""Acrid Presence"",""count"":6},{""name"":""Atomized"",""count"":4},{""name"":""Frothy Toxin"",""count"":4}]","[""Nerub-ar Palace""]",10001047
Ensyxo,Mage,56,45,1.24,Oblivion,5,"[{""name"":""Oblivion"",""count"":5},{""name"":""Melee"",""count"":3},{""name"":""Devour"",""count"":3}]","[""Liberation of Undermine"",""Manaforge Omega""]",15277262
Peesham,Shaman,18,15,1.2,Dying Flare,2,"[{""name"":""Dying Flare"",""count"":2},{""name"":""Regicide"",""count"":1},{""name"":""Mind Shattering Scream"",""count"":1}]","[""Nerub-ar Palace"",""Blackrock Depths""]",10041953
Microwaves,DemonHunter,12,10,1.2,Shock Barrage,2,"[{""name"":""Shock Barrage"",""count"":2},{""name"":""Unstable Cluster Bomb"",""count"":1},{""name"":""Goblin-guided Rocket"",""count"":1}]","[""Liberation of Undermine""]",6754949
Alontar,Paladin,6,5,1.2,Sonic Blast,2,"[{""name"":""Sonic Blast"",""count"":2},{""name"":""Tank Buster"",""count"":1},{""name"":""Blaring Drop"",""count"":1}]","[""Liberation of Undermine""]",4763051
Getfresh,Warrior,106,90,1.18,Melee,13,"[{""name"":""Melee"",""count"":13},{""name"":""Lingering Erosion"",""count"":8},{""name"":""Savage Wound"",""count"":7}]","[""Nerub-ar Palace""]",20038803
Lazajin,Warlock,20,17,1.18,Venomous Rain,4,"[{""name"":""Venomous Rain"",""count"":4},{""name"":""Phase Blades"",""count"":2},{""name"":""Entropic Barrage"",""count"":2}]","[""Nerub-ar Palace""]",6941036
Badraider,Warlock,7,6,1.17,Dark Viscera,2,"[{""name"":""Dark Viscera"",""count"":2},{""name"":""Spewing Hemorrhage"",""count"":1},{""name"":""Unstable Infusion"",""count"":1}]","[""Nerub-ar Palace""]",6135256
Fruitgum,Shaman,37,32,1.16,Blood Pact,3,"[{""name"":""Blood Pact"",""count"":3},{""name"":""Reaper"",""count"":3},{""name"":""Acrid Presence"",""count"":3}]","[""Nerub-ar Palace""]",10444487
Hobbyalkis,Rogue,1148,996,1.15,Melee,88,"[{""name"":""Melee"",""count"":88},{""name"":""Oblivion"",""count"":48},{""name"":""Betrayal"",""count"":31}]","[""VS / DR / MQD"",""Nerub-ar Palace"",""Vault of the Incarnates"",""Blackrock Depths"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible"",""Manaforge Omega"",""Amirdrassil, the Dream's Hope""]",25131933
Shinothensh,Hunter,8,7,1.14,Scatterblast Canisters,3,"[{""name"":""Scatterblast Canisters"",""count"":3},{""name"":""1500-Pound \\\""Dud\\\"""",""count"":1},{""name"":""Flame and Coin"",""count"":1}]","[""Liberation of Undermine""]",5696902
Gnamethistle,Monk,8,7,1.14,Venom Nova,5,"[{""name"":""Venom Nova"",""count"":5},{""name"":""Atomized"",""count"":1},{""name"":""Acrid Presence"",""count"":1}]","[""Nerub-ar Palace""]",5832673
Faerlina,Monk,8,7,1.14,Reactive Toxin,1,"[{""name"":""Reactive Toxin"",""count"":1},{""name"":""Tacky Burst"",""count"":1},{""name"":""Concentrated Toxin"",""count"":1}]","[""Nerub-ar Palace""]",5852454
Anakrai,Evoker,8,7,1.14,Shatter Existence,1,"[{""name"":""Shatter Existence"",""count"":1},{""name"":""Stinging Burst"",""count"":1},{""name"":""Ingest Black Blood"",""count"":1}]","[""Nerub-ar Palace""]",7629126
Akitype,Druid,8,7,1.14,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Toxic Waves"",""count"":1},{""name"":""Tacky Burst"",""count"":1}]","[""Nerub-ar Palace""]",5834883
Descendents,Monk,8,7,1.14,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Lingering Erosion"",""count"":1},{""name"":""Acid"",""count"":1}]","[""Nerub-ar Palace""]",5832672
Yearnlock,Warlock,18,16,1.13,Discarded Doomsplosive,4,"[{""name"":""Discarded Doomsplosive"",""count"":4},{""name"":""Short Fuse"",""count"":2},{""name"":""Searing Shrapnel"",""count"":2}]","[""Liberation of Undermine""]",5694224
Exodius,Druid,9,8,1.13,Melee,3,"[{""name"":""Melee"",""count"":3},{""name"":""Dying Flare"",""count"":1},{""name"":""Pyroblast"",""count"":1}]","[""Blackrock Depths""]",10025912
Evexia,Evoker,9,8,1.13,Venting Heat,1,"[{""name"":""Venting Heat"",""count"":1},{""name"":""Withering Flames"",""count"":1},{""name"":""Scatterblast Canisters"",""count"":1}]","[""Liberation of Undermine""]",6175352
Aurýs,Druid,9,8,1.13,Scatterblast Canisters,2,"[{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Gatling Cannon"",""count"":1},{""name"":""Earthshaker Gaol"",""count"":1}]","[""Liberation of Undermine""]",7030780
Pavlodik,DeathKnight,9,8,1.13,Melee,3,"[{""name"":""Melee"",""count"":3},{""name"":""Chemical Explosion"",""count"":2},{""name"":""Moment of Twilight"",""count"":1}]","[""Blackrock Depths""]",10028203
Picklty,DeathKnight,9,8,1.13,Goblin Gravi-Gun,1,"[{""name"":""Goblin Gravi-Gun"",""count"":1},{""name"":""Uncontrolled Burn"",""count"":1},{""name"":""Melee"",""count"":1}]","[""Liberation of Undermine""]",9844422
Bensmonk,Monk,16,15,1.07,Reaction Vapor,3,"[{""name"":""Reaction Vapor"",""count"":3},{""name"":""Foul Exhaust"",""count"":2},{""name"":""Acid"",""count"":2}]","[""Liberation of Undermine"",""Nerub-ar Palace""]",4198355
Diesofcringe,Paladin,16,15,1.07,Canister Detonation,2,"[{""name"":""Canister Detonation"",""count"":2},{""name"":""Suppression"",""count"":2},{""name"":""Scatterblast Canisters"",""count"":2}]","[""Liberation of Undermine""]",9204488
Yevie,Priest,115,110,1.05,Discarded Doomsplosive,9,"[{""name"":""Discarded Doomsplosive"",""count"":9},{""name"":""Blaring Drop"",""count"":6},{""name"":""Scatterblast Canisters"",""count"":4}]","[""Liberation of Undermine"",""VS / DR / MQD""]",11372848
Dorathy,Warrior,93,91,1.02,Melee,13,"[{""name"":""Melee"",""count"":13},{""name"":""Caustic Phlegm"",""count"":5},{""name"":""Dark Upheaval"",""count"":4}]","[""Blackrock Depths"",""VS / DR / MQD""]",10854664
Wiskers,DeathKnight,27,27,1.0,Atomized,2,"[{""name"":""Atomized"",""count"":2},{""name"":""Enraged Tantrum"",""count"":2},{""name"":""Astral Surge"",""count"":1}]","[""Manaforge Omega"",""Liberation of Undermine"",""Nerub-ar Palace""]",10215473
Neutralized,Hunter,14,14,1.0,Astral Burn,3,"[{""name"":""Astral Burn"",""count"":3},{""name"":""Crystalline Shockwave"",""count"":2},{""name"":""Overloaded Rockets"",""count"":1}]","[""Liberation of Undermine"",""Manaforge Omega""]",8539776
Biglade,Warrior,12,12,1.0,Discarded Doomsplosive,4,"[{""name"":""Discarded Doomsplosive"",""count"":4},{""name"":""Venting Heat"",""count"":2},{""name"":""Earthshaker Gaol"",""count"":2}]","[""Liberation of Undermine""]",5152182
Huzz,Druid,8,8,1.0,Oblivion,4,"[{""name"":""Oblivion"",""count"":4},{""name"":""Enraged Tantrum"",""count"":2},{""name"":""Crushing Darkness"",""count"":1}]","[""Manaforge Omega""]",6109453
Shmimishmimi,Druid,8,8,1.0,Goblin-guided Rocket,1,"[{""name"":""Goblin-guided Rocket"",""count"":1},{""name"":""Double-Minded Fury"",""count"":1},{""name"":""Gatling Cannon"",""count"":1}]","[""Liberation of Undermine""]",6156794
Wunderwalker,Monk,8,8,1.0,Poison Bolt,2,"[{""name"":""Poison Bolt"",""count"":2},{""name"":""Binding Webs"",""count"":1},{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",5756237
Vesnir,Hunter,8,8,1.0,Canister Detonation,3,"[{""name"":""Canister Detonation"",""count"":3},{""name"":""Scatterblast Canisters"",""count"":3},{""name"":""Sonic Ba-Boom"",""count"":1}]","[""Liberation of Undermine""]",6758448
Larssonogue,Rogue,7,7,1.0,Venom Nova,2,"[{""name"":""Venom Nova"",""count"":2},{""name"":""Toxic Waves"",""count"":1},{""name"":""Acid"",""count"":1}]","[""Nerub-ar Palace""]",5836521
Janaka,Priest,7,7,1.0,Venom Nova,2,"[{""name"":""Venom Nova"",""count"":2},{""name"":""Nether Rift"",""count"":1},{""name"":""Volatile Concoction"",""count"":1}]","[""Nerub-ar Palace""]",6477709
Nimilora,Priest,7,7,1.0,Scatterblast Canisters,2,"[{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Stormfury Finger Gun"",""count"":1},{""name"":""Canister Detonation"",""count"":1}]","[""Liberation of Undermine""]",5698059
Methor,Priest,5,5,1.0,Gear Grinder,1,"[{""name"":""Gear Grinder"",""count"":1},{""name"":""Discarded Doomsplosive"",""count"":1},{""name"":""Blaring Drop"",""count"":1}]","[""Liberation of Undermine""]",4838603
Kronick,Priest,5,5,1.0,Blaring Drop,2,"[{""name"":""Blaring Drop"",""count"":2},{""name"":""Gear Grinder"",""count"":1},{""name"":""Goblin Gravi-Gun"",""count"":1}]","[""Liberation of Undermine""]",5477426
Kaissa,Druid,5,5,1.0,Blaring Drop,2,"[{""name"":""Blaring Drop"",""count"":2},{""name"":""Jumbo Void Beam"",""count"":1},{""name"":""Screw Up"",""count"":1}]","[""Liberation of Undermine""]",5397302
Louboutin,Paladin,4,4,1.0,Blaring Drop,1,"[{""name"":""Blaring Drop"",""count"":1},{""name"":""Grand Finale"",""count"":1},{""name"":""Discarded Doomsplosive"",""count"":1}]","[""Liberation of Undermine""]",3210499
Rizzardofoz,Mage,4,4,1.0,Infested Bite,2,"[{""name"":""Infested Bite"",""count"":2},{""name"":""Lingering Erosion"",""count"":1},{""name"":""Rain of Arrows"",""count"":1}]","[""Nerub-ar Palace""]",9347338
Lamamage,Mage,4,4,1.0,Noise Pollution,2,"[{""name"":""Noise Pollution"",""count"":2},{""name"":""Discarded Doomsplosive"",""count"":1},{""name"":""Colossal Clash"",""count"":1}]","[""Liberation of Undermine""]",3210473
Joys,Mage,4,4,1.0,Grand Finale,2,"[{""name"":""Grand Finale"",""count"":2},{""name"":""Blastburn Roarcannon"",""count"":1},{""name"":""Discarded Doomsplosive"",""count"":1}]","[""Liberation of Undermine""]",3210498
Lêpópò,Druid,4,4,1.0,Fiery Wave,1,"[{""name"":""Fiery Wave"",""count"":1},{""name"":""Sparkblast Ignition"",""count"":1},{""name"":""Blowout!"",""count"":1}]","[""Liberation of Undermine""]",3210497
Vonky,Druid,4,4,1.0,Grand Finale,1,"[{""name"":""Grand Finale"",""count"":1},{""name"":""Trash Compactor"",""count"":1},{""name"":""Blaring Drop"",""count"":1}]","[""Liberation of Undermine""]",3434955
Cruxee,Mage,4,4,1.0,Discarded Doomsplosive,1,"[{""name"":""Discarded Doomsplosive"",""count"":1},{""name"":""Blastburn Roarcannon"",""count"":1},{""name"":""Grand Finale"",""count"":1}]","[""Liberation of Undermine""]",3210495
Pipsy,Priest,3,3,1.0,Blastburn Roarcannon,1,"[{""name"":""Blastburn Roarcannon"",""count"":1},{""name"":""Grand Finale"",""count"":1},{""name"":""Blaring Drop"",""count"":1}]","[""Liberation of Undermine""]",1985940
Valáron,Druid,3,3,1.0,Grand Finale,1,"[{""name"":""Grand Finale"",""count"":1},{""name"":""Noise Pollution"",""count"":1},{""name"":""Blastburn Roarcannon"",""count"":1}]","[""Liberation of Undermine""]",9161418
Lioxd,Mage,3,3,1.0,Uncontrolled Burn,1,"[{""name"":""Uncontrolled Burn"",""count"":1},{""name"":""Melee"",""count"":1},{""name"":""Scatterblast Canisters"",""count"":1}]","[""Liberation of Undermine""]",9204490
Arádior,Priest,3,3,1.0,Hot Wheels,1,"[{""name"":""Hot Wheels"",""count"":1},{""name"":""Grand Finale"",""count"":1},{""name"":""Sparkblast Ignition"",""count"":1}]","[""Liberation of Undermine""]",9156432
Littlewomen,Mage,2,2,1.0,Short Fuse,1,"[{""name"":""Short Fuse"",""count"":1},{""name"":""Hot Garbage"",""count"":1}]","[""Liberation of Undermine""]",3583951
Trabellchen,Priest,2,2,1.0,Thunderdrum Salvo,1,"[{""name"":""Thunderdrum Salvo"",""count"":1},{""name"":""Blastburn Roarcannon"",""count"":1}]","[""Liberation of Undermine""]",928112
Pocoyo,Monk,2,2,1.0,Blaring Drop,1,"[{""name"":""Blaring Drop"",""count"":1},{""name"":""Resonant Echoes"",""count"":1}]","[""Liberation of Undermine""]",1873824
Erikk,Paladin,1,1,1.0,Oblivion,1,"[{""name"":""Oblivion"",""count"":1}]","[""Manaforge Omega""]",412139
Absmort,Warlock,1,1,1.0,Oblivion,1,"[{""name"":""Oblivion"",""count"":1}]","[""Manaforge Omega""]",166907
Ozzÿ,Warlock,1,0,1.0,Tyranny,1,"[{""name"":""Tyranny"",""count"":1}]","[""Manaforge Omega""]",5838080
Lyricx,Druid,1,0,1.0,Self-Destruct,1,"[{""name"":""Self-Destruct"",""count"":1}]","[""Manaforge Omega""]",5837169
Frostyk,Mage,1,1,1.0,Discarded Doomsplosive,1,"[{""name"":""Discarded Doomsplosive"",""count"":1}]","[""Liberation of Undermine""]",3210468
Maldax,DemonHunter,1,1,1.0,Discarded Doomsplosive,1,"[{""name"":""Discarded Doomsplosive"",""count"":1}]","[""Liberation of Undermine""]",3210470
Anunak,Monk,1,1,1.0,Atomized,1,"[{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",4905674
Павшийдк,DeathKnight,1,0,1.0,Burrowed Eruption,1,"[{""name"":""Burrowed Eruption"",""count"":1}]","[""Nerub-ar Palace""]",5644089
Masachi,Paladin,1,0,1.0,null,null,null,"[""Manaforge Omega""]",5108464
Cotubah,DemonHunter,1,1,1.0,Touch of Oblivion,1,"[{""name"":""Touch of Oblivion"",""count"":1}]","[""Manaforge Omega""]",297790
Totemcity,Shaman,1,1,1.0,Acrid Presence,1,"[{""name"":""Acrid Presence"",""count"":1}]","[""Nerub-ar Palace""]",3418873
Thickgirl,Shaman,1,1,1.0,Falling,1,"[{""name"":""Falling"",""count"":1}]","[""Nerub-ar Palace""]",3428257
Øldïrtybasta,Shaman,1,1,1.0,Discarded Doomsplosive,1,"[{""name"":""Discarded Doomsplosive"",""count"":1}]","[""Liberation of Undermine""]",3210472
Bladelady,Paladin,1,1,1.0,Discarded Doomsplosive,1,"[{""name"":""Discarded Doomsplosive"",""count"":1}]","[""Liberation of Undermine""]",3210468
ßestsacjk,Paladin,1,0,1.0,Reckless Impact,1,"[{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",5640961
Pantosdktwo,DeathKnight,1,0,1.0,Self-Destruct,1,"[{""name"":""Self-Destruct"",""count"":1}]","[""Manaforge Omega""]",5837174
Chorus,Hunter,1,1,1.0,Oblivion,1,"[{""name"":""Oblivion"",""count"":1}]","[""Manaforge Omega""]",499462
Kadjo,Warrior,1,0,1.0,Self-Destruct,1,"[{""name"":""Self-Destruct"",""count"":1}]","[""Manaforge Omega""]",5837167
Waverly,Hunter,1,1,1.0,Oblivion,1,"[{""name"":""Oblivion"",""count"":1}]","[""Manaforge Omega""]",412300
Satanakos,Shaman,1,1,1.0,Oblivion,1,"[{""name"":""Oblivion"",""count"":1}]","[""Manaforge Omega""]",214461
Fripsy,Warrior,1,0,1.0,Melee,1,"[{""name"":""Melee"",""count"":1}]","[""Manaforge Omega""]",5164667
Leihonidass,Hunter,1,1,1.0,Gamma Burst,1,"[{""name"":""Gamma Burst"",""count"":1}]","[""Manaforge Omega""]",338197
Shadyplakton,Priest,1,0,1.0,Radiant Electricity,1,"[{""name"":""Radiant Electricity"",""count"":1}]","[""Liberation of Undermine""]",6519780
Arüma,Priest,1,1,1.0,Seismic Upheaval,1,"[{""name"":""Seismic Upheaval"",""count"":1}]","[""Nerub-ar Palace""]",2831841
Eruptshooter,Hunter,76,77,0.99,Oblivion,5,"[{""name"":""Oblivion"",""count"":5},{""name"":""Firewall"",""count"":4},{""name"":""Reaction Vapor"",""count"":4}]","[""Liberation of Undermine"",""Blackrock Depths"",""Manaforge Omega"",""Nerub-ar Palace""]",364153586
Serthorn,Warrior,31,32,0.97,Black Blood,2,"[{""name"":""Black Blood"",""count"":2},{""name"":""Reactive Toxin"",""count"":2},{""name"":""Blood Pact"",""count"":2}]","[""Nerub-ar Palace""]",10090353
Tweet,Monk,22,23,0.96,Blastburn Roarcannon,4,"[{""name"":""Blastburn Roarcannon"",""count"":4},{""name"":""Discarded Doomsplosive"",""count"":4},{""name"":""Grand Finale"",""count"":2}]","[""Liberation of Undermine""]",11576943
Harrowmount,Monk,21,22,0.95,Acrid Presence,3,"[{""name"":""Acrid Presence"",""count"":3},{""name"":""Venom Nova"",""count"":3},{""name"":""Caustic Reaction"",""count"":2}]","[""Nerub-ar Palace""]",8927592
Keeksa,DemonHunter,30,32,0.94,Acrid Presence,3,"[{""name"":""Acrid Presence"",""count"":3},{""name"":""Spewing Hemorrhage"",""count"":2},{""name"":""Burrowed Eruption"",""count"":2}]","[""Nerub-ar Palace""]",10011349
Cassettes,Warlock,15,16,0.94,Scatterblast Canisters,4,"[{""name"":""Scatterblast Canisters"",""count"":4},{""name"":""Giga Coils"",""count"":3},{""name"":""Zagging Zizzler"",""count"":2}]","[""Liberation of Undermine""]",11378419
Roropriest,Priest,37,40,0.93,Unstable Cluster Bomb,4,"[{""name"":""Unstable Cluster Bomb"",""count"":4},{""name"":""Discarded Doomsplosive"",""count"":3},{""name"":""Pay-Line"",""count"":3}]","[""Liberation of Undermine""]",10429267
Momomaximus,Warrior,13,14,0.93,Shatter Existence,2,"[{""name"":""Shatter Existence"",""count"":2},{""name"":""Burrowed Eruption"",""count"":2},{""name"":""Carnivorous Contest"",""count"":1}]","[""Nerub-ar Palace""]",4705120
Cuddles,Priest,69,76,0.91,Venom Nova,5,"[{""name"":""Venom Nova"",""count"":5},{""name"":""Blood Pact"",""count"":3},{""name"":""Bloodcurdle"",""count"":2}]","[""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Liberation of Undermine"",""Nerub-ar Palace""]",10443410
Mægiisk,Shaman,21,23,0.91,Time-Release Crackle,4,"[{""name"":""Time-Release Crackle"",""count"":4},{""name"":""Melee"",""count"":2},{""name"":""Goblin-guided Rocket"",""count"":2}]","[""Nerub-ar Palace"",""Liberation of Undermine""]",5843947
Larssonadin,Paladin,93,104,0.89,Melee,10,"[{""name"":""Melee"",""count"":10},{""name"":""Discarded Doomsplosive"",""count"":6},{""name"":""Dying Flare"",""count"":4}]","[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Liberation of Undermine"",""Blackrock Depths"",""Aberrus, the Shadowed Crucible""]",11374515
Endeering,Hunter,8,9,0.89,Piercing Torment,1,"[{""name"":""Piercing Torment"",""count"":1},{""name"":""Sunflame"",""count"":1},{""name"":""Toxic Loam"",""count"":1}]","[""Amirdrassil, the Dream's Hope""]",4838470
Yoro,Warlock,14,16,0.88,Discarded Doomsplosive,4,"[{""name"":""Discarded Doomsplosive"",""count"":4},{""name"":""Canister Detonation"",""count"":2},{""name"":""1500-Pound \\\""Dud\\\"""",""count"":2}]","[""Liberation of Undermine""]",5695672
Shrekhulk,Warrior,7,8,0.88,Big Bad Buncha Bombs,1,"[{""name"":""Big Bad Buncha Bombs"",""count"":1},{""name"":""Time-Release Crackle"",""count"":1},{""name"":""Goblin-guided Rocket"",""count"":1}]","[""Liberation of Undermine""]",6175304
Gan,Mage,7,8,0.88,Zagging Zizzler,2,"[{""name"":""Zagging Zizzler"",""count"":2},{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Gallybux Finale Blast"",""count"":1}]","[""Liberation of Undermine""]",4925083
Yearningwar,Warrior,38,44,0.86,Reckless Impact,4,"[{""name"":""Reckless Impact"",""count"":4},{""name"":""Sonic Blast"",""count"":3},{""name"":""Reaper"",""count"":3}]","[""Nerub-ar Palace"",""Liberation of Undermine""]",10409388
Frenzyy,Druid,17,20,0.85,Polarized Catastro-Blast,5,"[{""name"":""Polarized Catastro-Blast"",""count"":5},{""name"":""Scrap Rockets"",""count"":2},{""name"":""The Recycler"",""count"":1}]","[""Amirdrassil, the Dream's Hope"",""Liberation of Undermine""]",10290360
Ollieyay,DeathKnight,250,304,0.82,Melee,20,"[{""name"":""Melee"",""count"":20},{""name"":""Polarized Catastro-Blast"",""count"":18},{""name"":""Blaring Drop"",""count"":15}]","[""Nerub-ar Palace"",""Liberation of Undermine"",""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",19514149
