player_name,player_class,total_deaths,kills_tracked,deaths_per_kill,most_common_killing_blow,most_common_killing_blow_count,top_killing_blows_json,zones_died_in,last_death_timestamp_ms
Lko,DemonHunter,3,8,0.38,"1500-Pound \""Dud\""",2,"[{""name"":""1500-Pound \\\""Dud\\\"""",""count"":2},{""name"":""Giga Coils"",""count"":1}]","[""Liberation of Undermine""]",4039085
Hässle,Warrior,3,8,0.38,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Entropic Barrage"",""count"":1},{""name"":""Venom Nova"",""count"":1}]","[""Nerub-ar Palace""]",4611529
Ashminge,Mage,9,25,0.36,Shatter,2,"[{""name"":""Shatter"",""count"":2},{""name"":""Lightning Crash"",""count"":1},{""name"":""Crackling Energy"",""count"":1}]","[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",4867500
Johnwoman,DemonHunter,22,64,0.34,Unstable Essence,5,"[{""name"":""Unstable Essence"",""count"":5},{""name"":""Violent Eruption"",""count"":3},{""name"":""Piercing Torment"",""count"":2}]","[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",8441243
Meleeiseasy,DemonHunter,6,18,0.33,Amirdrassil Burns,1,"[{""name"":""Amirdrassil Burns"",""count"":1},{""name"":""Flaming Tree"",""count"":1},{""name"":""Apocalypse Roar"",""count"":1}]","[""Amirdrassil, the Dream's Hope""]",8441256
Snowjobx,Mage,2,6,0.33,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",2826091
Nörbuc,Paladin,2,6,0.33,Enraged Tantrum,2,"[{""name"":""Enraged Tantrum"",""count"":2}]","[""Manaforge Omega""]",4797615
Furiadranzer,Warrior,1,3,0.33,Grand Finale,1,"[{""name"":""Grand Finale"",""count"":1}]","[""Liberation of Undermine""]",8637460
Jils,Hunter,1,3,0.33,Haywire,1,"[{""name"":""Haywire"",""count"":1}]","[""Liberation of Undermine""]",8655055
Solkarrow,Hunter,1,3,0.33,Frailty,1,"[{""name"":""Frailty"",""count"":1}]","[""Manaforge Omega""]",2897779
Sophiemae,Priest,45,143,0.31,Reckless Impact,3,"[{""name"":""Reckless Impact"",""count"":3},{""name"":""Atomized"",""count"":2},{""name"":""Spewing Hemorrhage"",""count"":2}]","[""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Liberation of Undermine""]",10462409
Lyoncursed,Warrior,13,42,0.31,Melee,2,"[{""name"":""Melee"",""count"":2},{""name"":""Venomous Lash"",""count"":1},{""name"":""Venomous Rain"",""count"":1}]","[""Nerub-ar Palace"",""Vault of the Incarnates""]",8126864
Lúcífér,DeathKnight,36,124,0.29,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Liquefy"",""count"":4},{""name"":""Acrid Presence"",""count"":4}]","[""Nerub-ar Palace""]",363910013
Tiggsy,Paladin,2,7,0.29,Scatterblast Canisters,1,"[{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Goblin-guided Rocket"",""count"":1}]","[""Liberation of Undermine""]",4773961
Piano,Rogue,2,7,0.29,Electric Lash,1,"[{""name"":""Electric Lash"",""count"":1},{""name"":""Crackling Energy"",""count"":1}]","[""Vault of the Incarnates""]",10812086
Zapados,Shaman,2,7,0.29,Crackling Energy,1,"[{""name"":""Crackling Energy"",""count"":1},{""name"":""Wildfire"",""count"":1}]","[""Vault of the Incarnates""]",10802045
Appletiser,Druid,29,106,0.27,Blowback,5,"[{""name"":""Blowback"",""count"":5},{""name"":""Blaze"",""count"":4},{""name"":""Slag Armor"",""count"":2}]","[""Blackrock Depths"",""Nerub-ar Palace""]",9751723
Larssondk,DeathKnight,23,84,0.27,Melee,5,"[{""name"":""Melee"",""count"":5},{""name"":""Astral Surge"",""count"":5},{""name"":""Venomous Rain"",""count"":2}]","[""Nerub-ar Palace"",""Vault of the Incarnates"",""Manaforge Omega""]",6929479
Mombangsteen,Rogue,7,26,0.27,Scouring Eternity,1,"[{""name"":""Scouring Eternity"",""count"":1},{""name"":""Blazing Mushroom"",""count"":1},{""name"":""Conductive Mark"",""count"":1}]","[""Vault of the Incarnates""]",12472949
Hpal,Paladin,3,11,0.27,Crystalline Shockwave,1,"[{""name"":""Crystalline Shockwave"",""count"":1},{""name"":""Enraged Tantrum"",""count"":1},{""name"":""Arcane Expulsion"",""count"":1}]","[""Manaforge Omega""]",4792110
Vaporize,Mage,2,8,0.25,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",2829083
Thaien,Paladin,2,8,0.25,Acrid Presence,1,"[{""name"":""Acrid Presence"",""count"":1},{""name"":""Impaled"",""count"":1}]","[""Nerub-ar Palace""]",3418871
Gnomslayer,Rogue,2,8,0.25,Goblin-guided Rocket,1,"[{""name"":""Goblin-guided Rocket"",""count"":1},{""name"":""Overload!"",""count"":1}]","[""Liberation of Undermine""]",5072212
Corpor,Mage,2,8,0.25,Acrid Presence,1,"[{""name"":""Acrid Presence"",""count"":1},{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",3428820
Alturiak,Shaman,2,8,0.25,Atomized,1,"[{""name"":""Atomized"",""count"":1},{""name"":""Seismic Upheaval"",""count"":1}]","[""Nerub-ar Palace""]",2828873
Malmohus,Shaman,2,8,0.25,Acrid Presence,1,"[{""name"":""Acrid Presence"",""count"":1},{""name"":""Oust"",""count"":1}]","[""Nerub-ar Palace""]",4332831
Tyseras,Priest,2,8,0.25,Impaled,1,"[{""name"":""Impaled"",""count"":1},{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",2935728
Ærra,DemonHunter,2,8,0.25,Devour,1,"[{""name"":""Devour"",""count"":1}]","[""Nerub-ar Palace""]",4310439
Pixls,Paladin,2,8,0.25,Gossamer Burst,1,"[{""name"":""Gossamer Burst"",""count"":1},{""name"":""Seismic Assault"",""count"":1}]","[""Vault of the Incarnates""]",2579657
Swordofgodd,Paladin,2,8,0.25,Acrid Presence,1,"[{""name"":""Acrid Presence"",""count"":1},{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",3418870
Meleepriest,Priest,2,8,0.25,Acrid Presence,1,"[{""name"":""Acrid Presence"",""count"":1},{""name"":""Binding Webs"",""count"":1}]","[""Nerub-ar Palace""]",3428367
Starson,Hunter,2,8,0.25,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",3518020
Fingut,Mage,2,8,0.25,Electric Blast,1,"[{""name"":""Electric Blast"",""count"":1},{""name"":""Molten Gold Pool"",""count"":1}]","[""Liberation of Undermine""]",4695411
Doomslinger,DemonHunter,2,8,0.25,Atomized,1,"[{""name"":""Atomized"",""count"":1},{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",2828073
Миссаденея,Mage,2,8,0.25,Shaken Earth,1,"[{""name"":""Shaken Earth"",""count"":1},{""name"":""Withering Flames"",""count"":1}]","[""Liberation of Undermine""]",4692526
Mirh,Warrior,2,8,0.25,Melee,2,"[{""name"":""Melee"",""count"":2}]","[""Nerub-ar Palace""]",4322210
Ninnyzplash,DemonHunter,1,4,0.25,Poison Burst,1,"[{""name"":""Poison Burst"",""count"":1}]","[""Nerub-ar Palace""]",3747960
Drakaro,Druid,1,4,0.25,Adarus' Soul,1,"[{""name"":""Adarus' Soul"",""count"":1}]","[""Manaforge Omega""]",2896398
Luzihunt,Hunter,1,4,0.25,Crystalline Shockwave,1,"[{""name"":""Crystalline Shockwave"",""count"":1}]","[""Manaforge Omega""]",3456946
Bigwargold,Warrior,1,4,0.25,The Hunt,1,"[{""name"":""The Hunt"",""count"":1}]","[""Manaforge Omega""]",2653010
Sledgehammer,Paladin,1,4,0.25,Astral Burn,1,"[{""name"":""Astral Burn"",""count"":1}]","[""Manaforge Omega""]",2110184
Demonhu,DemonHunter,1,4,0.25,Overinfusion Burst,1,"[{""name"":""Overinfusion Burst"",""count"":1}]","[""Manaforge Omega""]",1242688
Looziner,Warlock,1,4,0.25,Atomized,1,"[{""name"":""Atomized"",""count"":1}]","[""Nerub-ar Palace""]",2422294
Érlenður,Paladin,1,4,0.25,Adarus' Soul,1,"[{""name"":""Adarus' Soul"",""count"":1}]","[""Manaforge Omega""]",2896401
Lacamorraftw,Shaman,1,4,0.25,Adarus' Soul,1,"[{""name"":""Adarus' Soul"",""count"":1}]","[""Manaforge Omega""]",2896395
Poluxena,DemonHunter,1,4,0.25,Dark Residue,1,"[{""name"":""Dark Residue"",""count"":1}]","[""Manaforge Omega""]",2702925
Jôchên,Paladin,1,4,0.25,Poison Burst,1,"[{""name"":""Poison Burst"",""count"":1}]","[""Nerub-ar Palace""]",3761569
Nirmfonte,Mage,1,4,0.25,Melee,1,"[{""name"":""Melee"",""count"":1}]","[""Manaforge Omega""]",2785678
Asdaadd,Shaman,5,21,0.24,Flaming Germination,1,"[{""name"":""Flaming Germination"",""count"":1},{""name"":""Apocalypse Roar"",""count"":1},{""name"":""Blazing Mushroom"",""count"":1}]","[""Amirdrassil, the Dream's Hope""]",8440840
Tichonus,Monk,4,18,0.22,Black Sepsis,1,"[{""name"":""Black Sepsis"",""count"":1},{""name"":""Reckless Impact"",""count"":1},{""name"":""Predation Threads"",""count"":1}]","[""Nerub-ar Palace""]",5894755
Malnes,Evoker,4,18,0.22,Umbral Annihilation,2,"[{""name"":""Umbral Annihilation"",""count"":2},{""name"":""Scorching Detonation"",""count"":1},{""name"":""Shatter"",""count"":1}]","[""Aberrus, the Shadowed Crucible""]",9814909
Pistachios,Monk,10,47,0.21,Grasp From Beyond,2,"[{""name"":""Grasp From Beyond"",""count"":2},{""name"":""Acrid Presence"",""count"":2},{""name"":""Acid Pools"",""count"":1}]","[""Nerub-ar Palace""]",9449470
Gigacodders,DemonHunter,30,148,0.2,Melee,4,"[{""name"":""Melee"",""count"":4},{""name"":""Blaring Drop"",""count"":2},{""name"":""Venomous Rain"",""count"":2}]","[""Liberation of Undermine"",""VS / DR / MQD"",""Nerub-ar Palace""]",7820109
Olliegirl,DemonHunter,3,15,0.2,Crackling Energy,1,"[{""name"":""Crackling Energy"",""count"":1},{""name"":""Incinerate"",""count"":1},{""name"":""Resonant Aftermath"",""count"":1}]","[""Vault of the Incarnates""]",10812087
Tylenne,Hunter,1,5,0.2,Unstable Shrapnel,1,"[{""name"":""Unstable Shrapnel"",""count"":1}]","[""Liberation of Undermine""]",2026798
Freshrune,DeathKnight,107,551,0.19,Melee,28,"[{""name"":""Melee"",""count"":28},{""name"":""Poison Burst"",""count"":14},{""name"":""Sanguine Overflow"",""count"":7}]","[""Vault of the Incarnates"",""Blackrock Depths"",""Nerub-ar Palace""]",364163771
Sprutpesse,Priest,7,36,0.19,Umbral Annihilation,2,"[{""name"":""Umbral Annihilation"",""count"":2},{""name"":""Raging Inferno"",""count"":1},{""name"":""Flaming Germination"",""count"":1}]","[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",9504014
Wingseb,Paladin,5,27,0.19,Blaze,1,"[{""name"":""Blaze"",""count"":1},{""name"":""Agonizing Claws"",""count"":1},{""name"":""Volcanic Heart"",""count"":1}]","[""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible""]",4615311
Linirune,DeathKnight,3,16,0.19,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1},{""name"":""Shatter Existence"",""count"":1},{""name"":""Web Blades"",""count"":1}]","[""Nerub-ar Palace""]",4645499
Horticulture,Druid,15,85,0.18,Oblivion,1,"[{""name"":""Oblivion"",""count"":1},{""name"":""Burning Scales"",""count"":1},{""name"":""Ingest Black Blood"",""count"":1}]","[""Nerub-ar Palace"",""Vault of the Incarnates""]",12466111
Coddie,Priest,4,22,0.18,Cosmic Ascension,1,"[{""name"":""Cosmic Ascension"",""count"":1},{""name"":""Blasting Scream"",""count"":1},{""name"":""Scorching Detonation"",""count"":1}]","[""Vault of the Incarnates""]",8421327
Sotruebestie,Druid,2,11,0.18,Scatterblast Canisters,1,"[{""name"":""Scatterblast Canisters"",""count"":1},{""name"":""Giga Coils"",""count"":1}]","[""Liberation of Undermine""]",9644605
Ilovebigd,Druid,2,11,0.18,Pay-Line,1,"[{""name"":""Pay-Line"",""count"":1}]","[""Liberation of Undermine""]",4329599
Aideên,DemonHunter,4,24,0.17,Lightning Breath,1,"[{""name"":""Lightning Breath"",""count"":1},{""name"":""Consuming Flame"",""count"":1},{""name"":""Stormsurge"",""count"":1}]","[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates""]",4211898
Fallingdust,Rogue,1,6,0.17,Oblivion,1,"[{""name"":""Oblivion"",""count"":1}]","[""Vault of the Incarnates""]",8133007
Mashin,Druid,39,237,0.16,Violent Eruption,2,"[{""name"":""Violent Eruption"",""count"":2},{""name"":""Aflame"",""count"":2},{""name"":""Flaming Cudgel"",""count"":2}]","[""Amirdrassil, the Dream's Hope"",""Vault of the Incarnates"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible""]",10448414
Larssonhter,Hunter,29,191,0.15,Devour,3,"[{""name"":""Devour"",""count"":3},{""name"":""Arcane Siphon"",""count"":2},{""name"":""Acid Bolt"",""count"":1}]","[""Manaforge Omega"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace""]",9729421
Bufflesbian,Shaman,18,122,0.15,Venom Nova,3,"[{""name"":""Venom Nova"",""count"":3},{""name"":""Jumbo Void Beam"",""count"":1},{""name"":""Toxic Waves"",""count"":1}]","[""Nerub-ar Palace"",""Liberation of Undermine""]",8533547
Bii,Priest,3,20,0.15,Web Reave,1,"[{""name"":""Web Reave"",""count"":1},{""name"":""Savage Assault"",""count"":1},{""name"":""Shattering Sweep"",""count"":1}]","[""Nerub-ar Palace""]",364157430
Cementstuck,Paladin,2,13,0.15,Crackling Energy,1,"[{""name"":""Crackling Energy"",""count"":1},{""name"":""Incinerate"",""count"":1}]","[""Vault of the Incarnates""]",10804065
Clomp,Mage,69,477,0.14,Melee,6,"[{""name"":""Melee"",""count"":6},{""name"":""Tacky Burst"",""count"":3},{""name"":""Venomous Rain"",""count"":3}]","[""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Vault of the Incarnates""]",19511750
Lyondwarf,Mage,1,7,0.14,Hurricane Wing,1,"[{""name"":""Hurricane Wing"",""count"":1}]","[""Vault of the Incarnates""]",10380720
Doslashi,DemonHunter,1,7,0.14,Spectral Slam,1,"[{""name"":""Spectral Slam"",""count"":1}]","[""Nerub-ar Palace""]",1398997
Fawning,Priest,1,7,0.14,Crackling Energy,1,"[{""name"":""Crackling Energy"",""count"":1}]","[""Vault of the Incarnates""]",10804067
Verressa,Priest,1,7,0.14,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",2831056
Leanus,Druid,74,554,0.13,Melee,9,"[{""name"":""Melee"",""count"":9},{""name"":""Goblin-guided Rocket"",""count"":4},{""name"":""Discarded Doomsplosive"",""count"":3}]","[""Nerub-ar Palace"",""Vault of the Incarnates"",""Manaforge Omega"",""Liberation of Undermine""]",10816094
Calisae,Evoker,13,102,0.13,Violent Eruption,3,"[{""name"":""Violent Eruption"",""count"":3},{""name"":""Lightning Breath"",""count"":1},{""name"":""Infused Explosion"",""count"":1}]","[""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates""]",5599710
Needsedative,Hunter,1,8,0.13,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",2825102
Yearningmage,Mage,1,8,0.13,Flame and Coin,1,"[{""name"":""Flame and Coin"",""count"":1}]","[""Liberation of Undermine""]",4032419
Kræft,DemonHunter,1,8,0.13,Melee,1,"[{""name"":""Melee"",""count"":1}]","[""Nerub-ar Palace""]",3319671
Yakkun,Warrior,1,8,0.13,Feast,1,"[{""name"":""Feast"",""count"":1}]","[""Nerub-ar Palace""]",4576801
Happylazyguy,Hunter,1,8,0.13,Seismic Upheaval,1,"[{""name"":""Seismic Upheaval"",""count"":1}]","[""Nerub-ar Palace""]",2827850
Dzx,DeathKnight,1,8,0.13,Reckless Impact,1,"[{""name"":""Reckless Impact"",""count"":1}]","[""Nerub-ar Palace""]",2947457
Skînwalker,Druid,1,8,0.13,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",2827053
Elviscacha,Mage,1,8,0.13,Cataclysmic Entropy,1,"[{""name"":""Cataclysmic Entropy"",""count"":1}]","[""Nerub-ar Palace""]",2831057
Jujubrew,Monk,1,8,0.13,Void Bolt,1,"[{""name"":""Void Bolt"",""count"":1}]","[""Nerub-ar Palace""]",2943041
Skinkemand,Warlock,1,8,0.13,Impaled,1,"[{""name"":""Impaled"",""count"":1}]","[""Nerub-ar Palace""]",2938730
Lyonprison,DemonHunter,4,33,0.12,Blasting Scream,1,"[{""name"":""Blasting Scream"",""count"":1},{""name"":""Agonizing Claws"",""count"":1},{""name"":""Sunder Shadow"",""count"":1}]","[""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",4615103
Pastries,Paladin,4,34,0.12,Cauterized Explosion,1,"[{""name"":""Cauterized Explosion"",""count"":1},{""name"":""Blazing Seed"",""count"":1},{""name"":""Molten Eruption"",""count"":1}]","[""Vault of the Incarnates""]",12467400
Girthyheals,Priest,2,17,0.12,Pay-Line,1,"[{""name"":""Pay-Line"",""count"":1}]","[""Liberation of Undermine""]",4329597
Superfan,Shaman,24,226,0.11,Crystalline Shockwave,3,"[{""name"":""Crystalline Shockwave"",""count"":3},{""name"":""Black Sepsis"",""count"":2},{""name"":""Decimate"",""count"":1}]","[""Manaforge Omega"",""Nerub-ar Palace""]",8542279
Emsy,Priest,1,9,0.11,Fire Beam,1,"[{""name"":""Fire Beam"",""count"":1}]","[""Amirdrassil, the Dream's Hope""]",3887139
Alexmaev,Mage,1,9,0.11,Raging Winds,1,"[{""name"":""Raging Winds"",""count"":1}]","[""Vault of the Incarnates""]",7018779
Codders,Mage,28,269,0.1,Melee,3,"[{""name"":""Melee"",""count"":3},{""name"":""Scatterblast Canisters"",""count"":2},{""name"":""Searing Shrapnel"",""count"":1}]","[""Amirdrassil, the Dream's Hope"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Vault of the Incarnates""]",363024797
Swanshot,Hunter,1,10,0.1,Electric Scales,1,"[{""name"":""Electric Scales"",""count"":1}]","[""Vault of the Incarnates""]",4020849
Gigasaga,DemonHunter,22,306,0.07,Dying Flare,4,"[{""name"":""Dying Flare"",""count"":4},{""name"":""Melee"",""count"":3},{""name"":""Blaze"",""count"":3}]","[""Blackrock Depths"",""Nerub-ar Palace""]",9677364
Momojadsie,Priest,10,141,0.07,Big Bad Buncha Bombs,2,"[{""name"":""Big Bad Buncha Bombs"",""count"":2},{""name"":""Overloaded Bolts"",""count"":2},{""name"":""Venting Heat"",""count"":1}]","[""Liberation of Undermine""]",6625558
Zydeh,DemonHunter,1,18,0.06,Lightning Breath,1,"[{""name"":""Lightning Breath"",""count"":1}]","[""Vault of the Incarnates""]",3968002
Dribblering,Evoker,6,122,0.05,Devour,2,"[{""name"":""Devour"",""count"":2},{""name"":""Vile Discharge"",""count"":1},{""name"":""Black Sepsis"",""count"":1}]","[""Nerub-ar Palace""]",5964583
Temra,Warlock,17,395,0.04,Venomous Rain,2,"[{""name"":""Venomous Rain"",""count"":2},{""name"":""Caustic Reaction"",""count"":1},{""name"":""Ingest Black Blood"",""count"":1}]","[""Nerub-ar Palace""]",7254714
Oxhorde,Druid,6,161,0.04,Blood Pact,1,"[{""name"":""Blood Pact"",""count"":1},{""name"":""Web Reave"",""count"":1},{""name"":""Nether Rift"",""count"":1}]","[""Nerub-ar Palace""]",10468084
Swolorno,Hunter,5,217,0.02,Scorching Wind,1,"[{""name"":""Scorching Wind"",""count"":1},{""name"":""Scorching Detonation"",""count"":1},{""name"":""Hurricane Wing"",""count"":1}]","[""Vault of the Incarnates"",""Blackrock Depths""]",8296675
Portsmouth,Mage,2,198,0.01,Blazing Seed,1,"[{""name"":""Blazing Seed"",""count"":1},{""name"":""Blaze"",""count"":1}]","[""Vault of the Incarnates""]",12467398
