player_name,realm_slug,avatar_url,inset_url,main_url,main_raw_url
Hobbyalkis,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/161/188570273-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/161/188570273-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/161/188570273-main-raw.png
Lenus,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/110/178678382-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/110/178678382-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/110/178678382-main-raw.png
Bigboiples,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/13/148361229-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/13/148361229-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/13/148361229-main-raw.png
Momobami,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/231/175388647-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/231/175388647-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/231/175388647-main-raw.png
Magicwingers,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/234/185198826-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/234/185198826-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/234/185198826-main-raw.png
Turbohot,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/201/193151689-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/201/193151689-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/201/193151689-main-raw.png
Leanus,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/26/174973210-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/26/174973210-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/26/174973210-main-raw.png
Yearning,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/99/187165539-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/99/187165539-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/99/187165539-main-raw.png
Temra,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/171/175579819-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/171/175579819-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/171/175579819-main-raw.png
Temitiri,twisting-nether,https://render.worldofwarcraft.com/eu/character/twisting-nether/84/193920596-avatar.jpg,https://render.worldofwarcraft.com/eu/character/twisting-nether/84/193920596-inset.jpg,,https://render.worldofwarcraft.com/eu/character/twisting-nether/84/193920596-main-raw.png
