player_name,realm_slug,region,season,source,dungeon,short_name,mythic_level,score,completed_at,completed_date,clear_time_ms,par_time_ms,num_keystone_upgrades,timed,url,snapshot_at
Jointsuckerr,twisting-nether,eu,current,best,Maisara Caverns,MC,16,426.4,2026-04-19T21:20:25.000Z,2026-04-19,1907663,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/15050060-16-maisara-caverns,2026-04-19T22:49:32.697Z
Jointsuckerr,twisting-nether,eu,current,best,Nexus-Point Xenas,NPX,16,428.7,2026-04-19T02:34:09.000Z,2026-04-19,1623971,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14577411-16-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Jointsuckerr,twisting-nether,eu,current,best,Pit of Saron,POS,15,415.0,2026-04-07T20:35:39.000Z,2026-04-07,1559023,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/8714350-15-pit-of-saron,2026-04-19T22:49:32.697Z
Jointsuckerr,twisting-nether,eu,current,best,Seat of the Triumvirate,SEAT,14,397.7,2026-04-05T18:48:46.000Z,2026-04-05,1895589,2040999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/7657546-14-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Jointsuckerr,twisting-nether,eu,current,recent,Seat of the Triumvirate,SEAT,16,319.2,2026-04-19T19:45:28.000Z,2026-04-19,2085773,2040999,0,false,https://raider.io/mythic-plus-runs/season-mn-1/15021325-16-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Jointsuckerr,twisting-nether,eu,current,recent,Skyreach,SR,14,402.0,2026-04-15T21:44:57.000Z,2026-04-15,1367863,1680999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/12927827-14-skyreach,2026-04-19T22:49:32.697Z
Jointsuckerr,twisting-nether,eu,current,best,Skyreach,SR,15,419.4,2026-04-15T22:23:29.000Z,2026-04-15,1259825,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/12937052-15-skyreach,2026-04-19T22:49:32.697Z
Jointsuckerr,twisting-nether,eu,current,best,Windrunner Spire,WS,15,412.9,2026-04-15T13:54:05.000Z,2026-04-15,1830083,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/12705115-15-windrunner-spire,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Algeth'ar Academy,AA,13,385.2,2026-04-06T21:45:01.000Z,2026-04-06,1549084,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/8424666-13-algethar-academy,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Magisters' Terrace,MT,14,403.1,2026-04-19T20:47:58.000Z,2026-04-19,1602263,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/15038697-14-magisters-terrace,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Maisara Caverns,MC,13,385.5,2026-04-14T21:54:03.000Z,2026-04-14,1688667,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/12592369-13-maisara-caverns,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Nexus-Point Xenas,NPX,13,387.8,2026-04-15T17:14:58.000Z,2026-04-15,1428127,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/12808162-13-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Nexus-Point Xenas,NPX,13,386.2,2026-04-18T15:20:49.000Z,2026-04-18,1504241,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14272576-13-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Nexus-Point Xenas,NPX,13,386.8,2026-04-18T21:55:57.000Z,2026-04-18,1473755,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14635096-13-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Pit of Saron,POS,13,388.2,2026-04-15T16:44:15.000Z,2026-04-15,1409098,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/12849272-13-pit-of-saron,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Seat of the Triumvirate,SEAT,13,386.7,2026-04-08T13:14:49.000Z,2026-04-08,1674281,2040999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/9000188-13-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Seat of the Triumvirate,SEAT,10,335.0,2026-04-16T21:43:36.000Z,2026-04-16,1104098,2040999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/13416440-10-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Seat of the Triumvirate,SEAT,10,332.0,2026-04-19T15:46:19.000Z,2026-04-19,1388062,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/15081023-10-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Seat of the Triumvirate,SEAT,14,319.0,2026-04-19T21:27:38.000Z,2026-04-19,2097380,2040999,0,false,https://raider.io/mythic-plus-runs/season-mn-1/15074011-14-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Skyreach,SR,10,335.0,2026-04-16T21:14:09.000Z,2026-04-16,925128,1680999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/13397130-10-skyreach,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Skyreach,SR,14,403.5,2026-04-19T21:59:55.000Z,2026-04-19,1301848,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/15069083-14-skyreach,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,best,Windrunner Spire,WS,13,387.2,2026-04-11T11:50:21.000Z,2026-04-11,1599823,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/10599686-13-windrunner-spire,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Windrunner Spire,WS,10,334.2,2026-04-16T20:49:50.000Z,2026-04-16,1228282,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/13416437-10-windrunner-spire,2026-04-19T22:49:32.697Z
Jumzo,sylvanas,eu,current,recent,Windrunner Spire,WS,12,373.9,2026-04-19T16:41:30.000Z,2026-04-19,1510231,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/15081017-12-windrunner-spire,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Algeth'ar Academy,AA,13,385.2,2026-04-06T21:45:01.000Z,2026-04-06,1549084,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/8424666-13-algethar-academy,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,recent,Algeth'ar Academy,AA,12,371.0,2026-04-11T12:50:35.000Z,2026-04-11,1511069,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/10996351-12-algethar-academy,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,recent,Algeth'ar Academy,AA,10,335.0,2026-04-12T12:53:00.000Z,2026-04-12,1023249,1800999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/11501803-10-algethar-academy,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Magisters' Terrace,MT,12,369.5,2026-04-02T23:46:22.000Z,2026-04-02,1794172,2040999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/5967464-12-magisters-terrace,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Maisara Caverns,MC,12,372.5,2026-04-04T22:55:12.000Z,2026-04-04,1587047,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/7587345-12-maisara-caverns,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Nexus-Point Xenas,NPX,13,387.8,2026-04-15T17:14:58.000Z,2026-04-15,1428127,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/12808162-13-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,recent,Nexus-Point Xenas,NPX,13,386.2,2026-04-18T15:20:49.000Z,2026-04-18,1504241,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14272576-13-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,recent,Pit of Saron,POS,12,368.1,2026-04-12T20:15:41.000Z,2026-04-12,1650815,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/11750063-12-pit-of-saron,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Pit of Saron,POS,13,388.2,2026-04-15T16:44:15.000Z,2026-04-15,1409098,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/12849272-13-pit-of-saron,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,recent,Seat of the Triumvirate,SEAT,10,335.0,2026-04-12T12:18:27.000Z,2026-04-12,1076954,2040999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/11823102-10-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Seat of the Triumvirate,SEAT,13,381.7,2026-04-12T19:28:02.000Z,2026-04-12,1948823,2040999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/11750203-13-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Skyreach,SR,13,386.7,2026-04-08T22:45:02.000Z,2026-04-08,1381674,1680999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/9335328-13-skyreach,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,recent,Skyreach,SR,12,374.5,2026-04-11T13:20:46.000Z,2026-04-11,1256563,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/10988235-12-skyreach,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,recent,Skyreach,SR,12,374.7,2026-04-12T18:52:35.000Z,2026-04-12,1246189,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/11750217-12-skyreach,2026-04-19T22:49:32.697Z
Karllia,argent-dawn,eu,current,best,Windrunner Spire,WS,13,387.2,2026-04-11T11:50:21.000Z,2026-04-11,1599823,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/10599686-13-windrunner-spire,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Algeth'ar Academy,AA,10,327.0,2026-04-01T20:41:38.000Z,2026-04-01,1463956,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/5573593-10-algethar-academy,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Magisters' Terrace,MT,10,333.8,2026-04-18T00:56:52.000Z,2026-04-18,1289310,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/13976012-10-magisters-terrace,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,recent,Maisara Caverns,MC,10,331.3,2026-04-08T18:25:34.000Z,2026-04-08,1381676,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/9206591-10-maisara-caverns,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,recent,Maisara Caverns,MC,10,326.5,2026-04-10T18:50:19.000Z,2026-04-10,1639467,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/10240694-10-maisara-caverns,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Maisara Caverns,MC,10,333.6,2026-04-18T00:27:36.000Z,2026-04-18,1264339,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/13975999-10-maisara-caverns,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Nexus-Point Xenas,NPX,10,330.4,2026-04-16T18:39:10.000Z,2026-04-16,1302196,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/13389955-10-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Pit of Saron,POS,10,333.3,2026-04-01T21:05:52.000Z,2026-04-01,1162104,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/5573585-10-pit-of-saron,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,recent,Pit of Saron,POS,10,331.0,2026-04-09T19:13:56.000Z,2026-04-09,1270693,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/9917448-10-pit-of-saron,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Seat of the Triumvirate,SEAT,10,330.1,2026-04-11T01:07:26.000Z,2026-04-11,1493798,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/10359796-10-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Skyreach,SR,12,369.3,2026-04-18T15:28:24.000Z,2026-04-18,1488242,1680999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14351792-12-skyreach,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,best,Windrunner Spire,WS,10,335.0,2026-03-28T01:51:01.000Z,2026-03-28,1186807,1980999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/2391833-10-windrunner-spire,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,recent,Windrunner Spire,WS,10,334.8,2026-04-08T18:56:26.000Z,2026-04-08,1197221,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/9207092-10-windrunner-spire,2026-04-19T22:49:32.697Z
Lasermemes,twisting-nether,eu,current,recent,Windrunner Spire,WS,10,332.7,2026-04-09T18:45:33.000Z,2026-04-09,1308277,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/9694535-10-windrunner-spire,2026-04-19T22:49:32.697Z
Lenus,twisting-nether,eu,current,best,Magisters' Terrace,MT,11,343.5,2026-04-07T19:06:04.000Z,2026-04-07,1579615,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/8640836-11-magisters-terrace,2026-04-19T22:49:32.697Z
Lenus,twisting-nether,eu,current,best,Maisara Caverns,MC,10,325.1,2026-04-14T19:31:31.000Z,2026-04-14,1710501,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/12562105-10-maisara-caverns,2026-04-19T22:49:32.697Z
Lenus,twisting-nether,eu,current,best,Nexus-Point Xenas,NPX,11,342.3,2026-04-07T18:31:39.000Z,2026-04-07,1448804,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/8674169-11-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Lenus,twisting-nether,eu,current,recent,Pit of Saron,POS,10,333.7,2026-03-31T20:16:34.000Z,2026-03-31,1144610,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/5167837-10-pit-of-saron,2026-04-19T22:49:32.697Z
Lenus,twisting-nether,eu,current,best,Pit of Saron,POS,11,344.5,2026-04-07T19:40:38.000Z,2026-04-07,1346468,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/8664900-11-pit-of-saron,2026-04-19T22:49:32.697Z
Lenus,twisting-nether,eu,current,best,Windrunner Spire,WS,10,332.1,2026-04-07T17:57:55.000Z,2026-04-07,1342401,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/8678004-10-windrunner-spire,2026-04-19T22:49:32.697Z
Lisicata,sylvanas,eu,current,best,Algeth'ar Academy,AA,2,169.4,2026-04-14T19:34:49.000Z,2026-04-14,1108632,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/12496956-2-algethar-academy,2026-04-19T22:49:32.697Z
Lisicata,sylvanas,eu,current,best,Nexus-Point Xenas,NPX,2,170.0,2026-04-14T19:10:24.000Z,2026-04-14,948009,1800999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/12495677-2-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Lisicata,sylvanas,eu,current,best,Windrunner Spire,WS,2,170.0,2026-04-14T18:47:10.000Z,2026-04-14,1043411,1980999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/12433563-2-windrunner-spire,2026-04-19T22:49:32.697Z
Lisicata,sylvanas,eu,current,recent,Windrunner Spire,WS,2,170.0,2026-04-14T20:03:35.000Z,2026-04-14,1107152,1980999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/12844175-2-windrunner-spire,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,recent,Algeth'ar Academy,AA,10,326.6,2026-03-25T15:38:07.000Z,2026-03-25,1484976,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/482710-10-algethar-academy,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Algeth'ar Academy,AA,10,333.5,2026-04-02T22:55:31.000Z,2026-04-02,1151824,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/6227180-10-algethar-academy,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Magisters' Terrace,MT,12,373.3,2026-04-07T20:19:29.000Z,2026-04-07,1590983,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/8706299-12-magisters-terrace,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Maisara Caverns,MC,10,333.0,2026-03-31T19:49:30.000Z,2026-03-31,1293325,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/5167836-10-maisara-caverns,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Nexus-Point Xenas,NPX,10,326.0,2026-03-30T22:10:41.000Z,2026-03-30,1510569,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/4452249-10-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,recent,Pit of Saron,POS,10,333.2,2026-03-31T19:22:15.000Z,2026-03-31,1168045,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/5167851-10-pit-of-saron,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Pit of Saron,POS,10,333.7,2026-03-31T20:16:34.000Z,2026-03-31,1144610,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/5167837-10-pit-of-saron,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Seat of the Triumvirate,SEAT,9,301.0,2026-03-25T14:26:44.000Z,2026-03-25,1440551,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/483956-9-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,recent,Skyreach,SR,10,328.8,2026-03-30T21:40:07.000Z,2026-03-30,1288365,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/4439056-10-skyreach,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Skyreach,SR,11,345.6,2026-04-02T23:20:23.000Z,2026-04-02,1205709,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/6209260-11-skyreach,2026-04-19T22:49:32.697Z
Lunasnow,twisting-nether,eu,current,best,Windrunner Spire,WS,11,348.5,2026-04-07T19:42:54.000Z,2026-04-07,1270278,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/8702228-11-windrunner-spire,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Algeth'ar Academy,AA,10,328.9,2026-04-18T22:28:42.000Z,2026-04-18,1372651,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14501879-10-algethar-academy,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Magisters' Terrace,MT,10,335.0,2026-04-14T18:50:20.000Z,2026-04-14,1166100,2040999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/12410741-10-magisters-terrace,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Magisters' Terrace,MT,10,335.0,2026-04-19T00:31:52.000Z,2026-04-19,1218495,2040999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/14544056-10-magisters-terrace,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Maisara Caverns,MC,10,331.8,2026-04-12T15:18:47.000Z,2026-04-12,1360031,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/11222107-10-maisara-caverns,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Maisara Caverns,MC,4,200.0,2026-04-18T09:52:51.000Z,2026-04-18,1076067,1980999,3,true,https://raider.io/mythic-plus-runs/season-mn-1/14195255-4-maisara-caverns,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Nexus-Point Xenas,NPX,10,334.4,2026-04-05T20:03:18.000Z,2026-04-05,1111595,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/7775799-10-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Nexus-Point Xenas,NPX,10,320.3,2026-04-18T10:54:32.000Z,2026-04-18,1785753,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14195262-10-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Nexus-Point Xenas,NPX,10,328.9,2026-04-18T23:00:33.000Z,2026-04-18,1371878,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14517616-10-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Pit of Saron,POS,12,374.9,2026-04-16T21:09:33.000Z,2026-04-16,1327224,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/13382360-12-pit-of-saron,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Pit of Saron,POS,10,332.6,2026-04-18T23:26:25.000Z,2026-04-18,1193497,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14526235-10-pit-of-saron,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Seat of the Triumvirate,SEAT,10,333.8,2026-04-04T13:28:17.000Z,2026-04-04,1291880,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/6858522-10-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Skyreach,SR,10,332.3,2026-04-04T21:36:32.000Z,2026-04-04,1131002,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/7147788-10-skyreach,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Skyreach,SR,10,325.1,2026-04-18T10:21:42.000Z,2026-04-18,1450637,1680999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14195258-10-skyreach,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Skyreach,SR,10,329.2,2026-04-19T00:00:43.000Z,2026-04-19,1268683,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14535493-10-skyreach,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,best,Windrunner Spire,WS,12,368.9,2026-04-16T21:43:44.000Z,2026-04-16,1772527,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/13421591-12-windrunner-spire,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Windrunner Spire,WS,10,327.7,2026-04-18T11:31:37.000Z,2026-04-18,1574090,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14195259-10-windrunner-spire,2026-04-19T22:49:32.697Z
Mechka,twisting-nether,eu,current,recent,Windrunner Spire,WS,10,332.9,2026-04-18T21:57:37.000Z,2026-04-18,1297147,1980999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14487117-10-windrunner-spire,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Algeth'ar Academy,AA,14,400.9,2026-04-14T21:55:32.000Z,2026-04-14,1517611,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/12476384-14-algethar-academy,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,recent,Magisters' Terrace,MT,15,314.0,2026-04-16T21:04:39.000Z,2026-04-16,2364868,2040999,0,false,https://raider.io/mythic-plus-runs/season-mn-1/13394098-15-magisters-terrace,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Magisters' Terrace,MT,15,416.9,2026-04-16T21:41:07.000Z,2026-04-16,1665503,2040999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/13412047-15-magisters-terrace,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Maisara Caverns,MC,16,428.8,2026-04-18T17:19:16.000Z,2026-04-18,1779471,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14479227-16-maisara-caverns,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Nexus-Point Xenas,NPX,15,414.1,2026-04-16T20:18:49.000Z,2026-04-16,1602511,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/13384312-15-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Pit of Saron,POS,15,418.3,2026-04-17T21:49:51.000Z,2026-04-17,1401230,1800999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14105168-15-pit-of-saron,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,recent,Pit of Saron,POS,17,319.2,2026-04-19T19:38:08.000Z,2026-04-19,1841020,1800999,0,false,https://raider.io/mythic-plus-runs/season-mn-1/15019155-17-pit-of-saron,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,recent,Seat of the Triumvirate,SEAT,15,414.9,2026-04-16T17:25:16.000Z,2026-04-16,1775231,2040999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/13272696-15-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Seat of the Triumvirate,SEAT,16,428.8,2026-04-18T21:36:39.000Z,2026-04-18,1832922,2040999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14479250-16-seat-of-the-triumvirate,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Skyreach,SR,15,418.2,2026-04-17T20:18:13.000Z,2026-04-17,1314980,1680999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/14080210-15-skyreach,2026-04-19T22:49:32.697Z
Megachomber,ravencrest,eu,current,best,Windrunner Spire,WS,16,425.8,2026-04-19T11:58:09.000Z,2026-04-19,1940183,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14944353-16-windrunner-spire,2026-04-19T22:49:32.697Z
Midnight,silvermoon,eu,current,best,Algeth'ar Academy,AA,12,368.9,2026-04-12T07:36:37.000Z,2026-04-12,1615112,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/11088847-12-algethar-academy,2026-04-19T22:49:32.697Z
Midnight,silvermoon,eu,current,best,Magisters' Terrace,MT,12,375.1,2026-04-14T21:19:28.000Z,2026-04-14,1491541,2040999,2,true,https://raider.io/mythic-plus-runs/season-mn-1/12592382-12-magisters-terrace,2026-04-19T22:49:32.697Z
Midnight,silvermoon,eu,current,best,Maisara Caverns,MC,13,385.5,2026-04-14T21:54:03.000Z,2026-04-14,1688667,1980999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/12592369-13-maisara-caverns,2026-04-19T22:49:32.697Z
Midnight,silvermoon,eu,current,best,Nexus-Point Xenas,NPX,13,386.2,2026-04-18T15:20:49.000Z,2026-04-18,1504241,1800999,1,true,https://raider.io/mythic-plus-runs/season-mn-1/14272576-13-nexuspoint-xenas,2026-04-19T22:49:32.697Z
Midnight,silvermoon,eu,current,recent,Pit of Saron,POS,12,318.8,2026-04-12T18:22:07.000Z,2026-04-12,1858067,1800999,0,false,https://raider.io/mythic-plus-runs/season-mn-1/11290889-12-pit-of-saron,2026-04-19T22:49:32.697Z
