encounter_id,boss_name,zone_name,difficulty,difficulty_label,total_wipes,avg_boss_pct,pct_wipes_phase_1,pct_wipes_phase_2,pct_wipes_phase_3_plus,wipes_lt_1min,wipes_1_3min,wipes_3_5min,wipes_5plus_min,last_week_avg_boss_pct,progress_trend
2605,Kurog Grimtotem,Vault of the Incarnates,3,Normal,7,45.3,57.1,42.9,0.0,0,5,0,2,21.9,-23.35
2607,Raszageth the Storm-Eater,Vault of the Incarnates,3,Normal,14,58.5,35.7,50.0,14.3,3,2,1,8,36.9,-21.62
2614,Broodkeeper Diurna,Vault of the Incarnates,3,Normal,6,58.6,100.0,0.0,0.0,0,5,1,0,39.2,-19.48
2635,"Dathea, Ascended",Vault of the Incarnates,3,Normal,4,47.3,100.0,0.0,0.0,1,1,1,1,100.0,52.73
2590,The Primal Council,Vault of the Incarnates,4,Heroic,5,28.9,100.0,0.0,0.0,0,2,2,1,9.2,-19.71
2592,"Sennarth, The Cold Breath",Vault of the Incarnates,4,Heroic,2,22.3,50.0,50.0,0.0,0,0,1,1,22.3,0.0
2605,Kurog Grimtotem,Vault of the Incarnates,4,Heroic,5,43.2,80.0,20.0,0.0,0,2,1,2,59.5,16.36
2607,Raszageth the Storm-Eater,Vault of the Incarnates,4,Heroic,47,61.1,57.4,38.3,4.3,5,17,11,14,27.1,-34.01
2614,Broodkeeper Diurna,Vault of the Incarnates,4,Heroic,22,58.3,77.3,22.7,0.0,4,9,4,5,53.1,-5.2
2635,"Dathea, Ascended",Vault of the Incarnates,4,Heroic,15,36.8,100.0,0.0,0.0,0,6,7,2,31.9,-4.96
2639,Terros,Vault of the Incarnates,4,Heroic,10,34.3,100.0,0.0,0.0,0,2,4,4,18.5,-15.85
2685,Scalecommander Sarkareth,Vault of the Incarnates,4,Heroic,1,36.1,0.0,0.0,100.0,0,1,0,0,36.1,0.0
2587,Eranog,Vault of the Incarnates,5,Mythic,6,41.4,83.3,16.7,0.0,0,5,1,0,38.1,-3.29
2590,The Primal Council,Vault of the Incarnates,5,Mythic,5,57.0,100.0,0.0,0.0,1,2,2,0,62.7,5.72
2592,"Sennarth, The Cold Breath",Vault of the Incarnates,5,Mythic,52,50.2,67.3,32.7,0.0,0,22,13,17,70.9,20.68
2605,Kurog Grimtotem,Vault of the Incarnates,5,Mythic,70,50.8,32.9,58.6,8.6,1,30,16,23,41.9,-8.81
2607,Raszageth the Storm-Eater,Vault of the Incarnates,5,Mythic,316,64.8,73.1,25.3,1.6,16,119,106,75,52.6,-12.2
2614,Broodkeeper Diurna,Vault of the Incarnates,5,Mythic,96,65.1,74.0,26.0,0.0,5,36,31,24,47.6,-17.5
2635,"Dathea, Ascended",Vault of the Incarnates,5,Mythic,100,58.9,100.0,0.0,0.0,4,52,32,12,59.9,0.92
2639,Terros,Vault of the Incarnates,5,Mythic,33,52.4,100.0,0.0,0.0,3,12,9,9,83.1,30.68
