player_name,player_class,role,primary_spec,encounter_id,boss_name,zone_name,difficulty,difficulty_label,kills_on_boss,avg_throughput_per_second,best_throughput_per_second,latest_throughput_per_second,throughput_trend,avg_rank_percent,best_rank_percent,avg_item_level,first_kill_date,latest_kill_date
Pewedw,Warrior,dps,Fury,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,1,12629,12629,12629,null,48.0,48.0,270.0,2022-04-11,2022-04-11
Alexiamae,DeathKnight,dps,Unholy,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,1,11898,11898,11898,null,36.0,36.0,266.0,2022-05-02,2022-05-02
Pewedp,Paladin,dps,Retribution,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,2,11110,13032,13032,17.3,34.5,50.0,269.5,2022-04-20,2022-05-02
Sprutpiss,Warrior,dps,Fury,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,3,10557,13193,13193,25.0,36.0,55.0,271.7,2022-04-11,2022-05-02
Portsmouth,Mage,dps,Frost,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,2,6764,7797,5732,-15.3,8.5,12.0,270.5,2022-04-20,2022-05-02
Bamie,Monk,healer,Mistweaver,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,3,1798,2048,2048,13.9,32.7,47.0,273.0,2022-04-11,2022-05-02
Televisions,Priest,healer,Holy,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,3,1184,1626,1626,37.3,88.3,96.0,270.3,2022-04-11,2022-05-02
Oxhorde,Druid,healer,Restoration,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,3,790,934,767,-2.9,86.7,92.0,270.3,2022-04-11,2022-05-02
Horticulture,Druid,healer,Restoration,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,2,709,780,639,-9.9,84.0,87.0,272.0,2022-04-20,2022-05-02
Superfan,Shaman,healer,Restoration,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,1,634,634,634,null,25.0,25.0,271.0,2022-04-11,2022-04-11
Leanus,Druid,tank,Guardian,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,3,9407,10516,10516,11.8,79.0,92.0,272.0,2022-04-11,2022-05-02
Freshrune,DeathKnight,tank,Blood,2512,Vigilant Guardian,Sepulcher of the First Ones,5,Mythic,3,7358,9271,9271,26.0,54.3,78.0,269.7,2022-04-11,2022-05-02
Pewedw,Warrior,dps,Fury,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,2,10403,10416,10390,-0.1,93.0,96.0,265.0,2022-03-23,2022-03-30
Zerodrama,Warrior,dps,Arms,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,10271,12747,11877,15.6,92.2,99.0,258.6,2022-03-06,2022-03-30
Hobbyalkis,Rogue,dps,Subtlety,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,4,10236,12142,12142,18.6,75.5,89.0,259.3,2022-03-06,2022-03-30
Roadruid,Druid,dps,Balance,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,10043,12334,12183,21.3,97.0,99.0,261.8,2022-03-06,2022-03-30
Superfan,Shaman,dps,Elemental,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,1,9938,9938,9938,null,93.0,93.0,266.0,2022-03-30,2022-03-30
Eirwynzure,Druid,dps,Balance,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,9374,11527,11527,23.0,94.0,98.0,258.8,2022-03-06,2022-03-30
Zrenak,Shaman,dps,Enhancement,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,9298,10967,10967,18.0,74.4,85.0,259.0,2022-03-06,2022-03-30
Ellude,Mage,dps,Fire,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,9219,11091,10290,11.6,88.4,99.0,262.6,2022-03-06,2022-03-30
Grets,Warlock,dps,Demonology,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,4,8971,10033,10033,11.8,89.8,97.0,256.3,2022-03-09,2022-03-30
Smanste,Rogue,dps,Assassination,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,8967,10138,10106,12.7,80.2,92.0,257.8,2022-03-06,2022-03-30
Kitasun,Rogue,dps,Subtlety,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,1,8688,8688,8688,null,58.0,58.0,257.0,2022-03-16,2022-03-16
Sprutpiss,Warrior,dps,Fury,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,8646,10489,9090,5.1,80.4,96.0,262.2,2022-03-06,2022-03-30
Clomp,Mage,dps,Frost,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,4,8317,10210,10210,22.8,87.3,97.0,262.0,2022-03-06,2022-03-30
Tám,Hunter,dps,Marksmanship,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,2,8313,8624,8624,3.7,96.0,97.0,260.0,2022-03-09,2022-03-16
Temra,Warlock,dps,Demonology,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,8312,11613,11613,39.7,76.8,97.0,260.8,2022-03-06,2022-03-30
Elfeyes,Hunter,dps,Marksmanship,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,8302,9611,9611,15.8,91.8,96.0,259.2,2022-03-06,2022-03-30
Gigasaga,DemonHunter,dps,Havoc,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,3,7622,8016,7105,-6.8,62.0,76.0,253.7,2022-03-06,2022-03-23
Turbohot,Hunter,dps,Marksmanship,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,7160,8400,7631,6.6,73.6,92.0,260.0,2022-03-06,2022-03-30
Portsmouth,Mage,dps,Frost,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,4889,7126,4766,-2.5,40.4,74.0,255.6,2022-03-06,2022-03-30
Chryses,Paladin,healer,Holy,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,1,2613,2613,2613,null,93.0,93.0,262.0,2022-03-30,2022-03-30
Bamie,Monk,healer,Mistweaver,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,4,1408,1698,1531,8.7,58.8,84.0,260.3,2022-03-06,2022-03-30
Televisions,Priest,healer,Holy,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,4,1200,1460,1172,-2.3,91.3,95.0,257.3,2022-03-06,2022-03-23
Fayelina,Druid,healer,Restoration,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,1,1089,1089,1089,null,93.0,93.0,261.0,2022-03-16,2022-03-16
Oxhorde,Druid,healer,Restoration,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,660,913,883,33.8,78.6,89.0,254.6,2022-03-06,2022-03-30
Superfan,Shaman,healer,Restoration,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,3,251,459,9938,3859.4,31.3,52.0,256.3,2022-03-06,2022-03-16
Leanus,Druid,tank,Guardian,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,4727,8086,8086,71.1,89.0,99.0,260.6,2022-03-06,2022-03-30
Freshrune,DeathKnight,tank,Blood,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,3,Normal,5,3530,4972,4972,40.8,63.4,91.0,260.2,2022-03-06,2022-03-30
Codders,Mage,dps,Fire,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,22290,22290,22290,null,99.0,99.0,298.0,2022-08-17,2022-08-17
Zixty,DemonHunter,dps,Havoc,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,21698,21698,21698,null,98.0,98.0,295.0,2022-08-17,2022-08-17
Dhallé,DemonHunter,dps,Havoc,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,19577,19577,19577,null,94.0,94.0,297.0,2022-09-12,2022-09-12
Vannaheim,Paladin,dps,Retribution,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,18665,18665,18665,null,95.0,95.0,294.0,2022-09-12,2022-09-12
Roamage,Mage,dps,Fire,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,18093,18093,18093,null,95.0,95.0,289.0,2022-08-17,2022-08-17
Peearrino,Warrior,dps,Arms,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,16246,16246,16246,null,70.0,70.0,299.0,2022-09-12,2022-09-12
Roague,Rogue,dps,Outlaw,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,2,15581,18559,18559,19.1,77.0,83.0,282.0,2022-04-27,2022-09-12
Malee,DemonHunter,dps,Havoc,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,14879,14879,14879,null,55.0,55.0,293.0,2022-08-17,2022-08-17
Nohunter,Hunter,dps,Marksmanship,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,2,14071,14238,14238,1.2,73.5,89.0,296.0,2022-08-17,2022-09-12
Hobbyalkis,Rogue,dps,Subtlety,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,6,14061,18182,18182,29.3,77.5,90.0,275.2,2022-03-23,2022-09-12
Zerodrama,Warrior,dps,Fury,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,6,13774,20244,16121,17.0,89.7,97.0,277.3,2022-03-23,2022-09-12
Sprutpess,Hunter,dps,Survival,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,13773,13773,13773,null,57.0,57.0,294.0,2022-08-17,2022-08-17
Rîme,DeathKnight,dps,Frost,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,13732,13732,13732,null,99.0,99.0,275.0,2022-04-27,2022-04-27
Dialla,Priest,dps,Shadow,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,13266,13266,13266,null,53.0,53.0,281.0,2022-09-12,2022-09-12
Temra,Warlock,dps,Demonology,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,6,13092,19895,15279,16.7,88.3,97.0,275.5,2022-03-23,2022-09-12
Coody,Mage,dps,Fire,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,12888,12888,12888,null,94.0,94.0,276.0,2022-04-13,2022-04-13
Elood,Hunter,dps,Survival,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,12535,12535,12535,null,39.0,39.0,283.0,2022-08-17,2022-08-17
Shocksalot,Shaman,dps,Elemental,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,11874,11874,11874,null,47.0,47.0,298.0,2022-09-12,2022-09-12
Clomp,Mage,dps,Frost,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,7,11834,16531,14606,23.4,92.4,98.0,277.0,2022-03-23,2022-09-12
Pirateclanz,Rogue,dps,Subtlety,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,11107,11107,11107,null,45.0,45.0,261.0,2022-04-27,2022-04-27
Whitewôlf,Hunter,dps,Marksmanship,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,11068,11068,11068,null,52.0,52.0,296.0,2022-09-12,2022-09-12
Superfan,Shaman,dps,Elemental,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,10858,10858,10858,null,75.0,75.0,272.0,2022-04-13,2022-04-13
Ellude,Mage,dps,Fire,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,5,10773,12156,12062,12.0,83.6,95.0,270.4,2022-03-23,2022-04-27
Pewedp,Paladin,dps,Retribution,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,10753,10753,10753,null,76.0,76.0,271.0,2022-04-27,2022-04-27
Roadruid,Druid,dps,Balance,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,4,10504,12778,8086,-23.0,75.5,98.0,268.5,2022-03-23,2022-04-13
Gigasaga,DemonHunter,dps,Havoc,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,4,10469,14781,14781,41.2,38.8,73.0,268.3,2022-03-23,2022-08-17
Decksham,Shaman,dps,Enhancement,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,2,10290,11070,9511,-7.6,53.0,55.0,268.0,2022-04-13,2022-04-27
Eirwynzure,Druid,dps,Balance,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,3,10252,10665,10665,4.0,82.0,89.0,266.0,2022-03-23,2022-04-06
Zrenak,Shaman,dps,Enhancement,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,2,9777,10261,10261,5.0,47.5,52.0,265.5,2022-03-23,2022-03-30
Smanste,Rogue,dps,Assassination,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,4,9755,12194,12194,25.0,43.3,66.0,266.8,2022-03-23,2022-04-13
Grets,Warlock,dps,Demonology,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,3,9513,10072,9129,-4.0,75.7,84.0,263.0,2022-03-23,2022-04-06
Elfeyes,Hunter,dps,Marksmanship,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,5,9317,12611,12611,35.4,67.2,83.0,269.8,2022-03-23,2022-08-17
Sprutpiss,Warrior,dps,Arms,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,5,9073,10616,10616,17.0,53.6,75.0,270.0,2022-03-23,2022-04-27
Turbohot,Hunter,dps,Marksmanship,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,5,8013,11707,11707,46.1,41.8,63.0,272.4,2022-03-23,2022-08-17
Pewedw,Warrior,dps,Fury,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,4,7847,9217,6587,-16.1,30.5,53.0,268.3,2022-03-23,2022-04-13
Portsmouth,Mage,dps,Frost,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,4,5867,7876,4950,-15.6,18.0,45.0,265.8,2022-03-23,2022-04-13
Roukaarnaage,Druid,dps,Balance,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,5007,5007,5007,null,4.0,4.0,272.0,2022-08-17,2022-08-17
Raslin,Shaman,dps,Elemental,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,3911,3911,3911,null,4.0,4.0,285.0,2022-09-12,2022-09-12
Goretit,Rogue,dps,Outlaw,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,0,0,0,null,0.0,0.0,null,2022-09-12,2022-09-12
Sachro,Paladin,healer,Holy,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,2368,2368,2368,null,95.0,95.0,268.0,2022-03-23,2022-03-23
Bigboiples,Druid,healer,Restoration,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,2017,2017,2017,null,96.0,96.0,292.0,2022-09-12,2022-09-12
Chryses,Paladin,healer,Holy,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,1929,1929,1929,null,74.0,74.0,262.0,2022-03-30,2022-03-30
Bamie,Monk,healer,Mistweaver,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,7,1855,2539,2539,36.9,57.3,75.0,276.0,2022-03-23,2022-09-12
Oxhorde,Druid,healer,Restoration,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,7,1000,1859,1859,85.9,67.4,99.0,273.7,2022-03-23,2022-09-12
Televisions,Priest,healer,Holy,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,3,846,937,937,10.8,83.7,87.0,268.7,2022-03-23,2022-04-13
Horticulture,Druid,healer,Restoration,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,3,817,1018,905,10.8,81.0,82.0,284.3,2022-04-27,2022-09-12
Superfan,Shaman,healer,Restoration,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,2,594,603,10858,1727.9,51.5,52.0,268.5,2022-03-30,2022-04-06
Orcgasmíc,DeathKnight,tank,Blood,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,11955,11955,11955,null,93.0,93.0,298.0,2022-09-12,2022-09-12
Leanus,Druid,tank,Guardian,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,6,7120,10913,8854,24.4,87.2,98.0,274.2,2022-03-23,2022-09-12
Freshrune,DeathKnight,tank,Blood,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,6,5694,9532,9532,67.4,69.3,92.0,271.5,2022-03-23,2022-08-17
Rainasu,DemonHunter,tank,Vengeance,2529,Halondrus the Reclaimer,Sepulcher of the First Ones,4,Heroic,1,4544,4544,4544,null,73.0,73.0,268.0,2022-04-27,2022-04-27
Hobbyalkis,Rogue,dps,Subtlety,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,12557,12557,12557,null,94.0,94.0,267.0,2022-03-30,2022-03-30
Clomp,Mage,dps,Frost,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,11970,11970,11970,null,97.0,97.0,269.0,2022-03-30,2022-03-30
Eirwynzure,Druid,dps,Balance,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,11390,11390,11390,null,95.0,95.0,265.0,2022-03-30,2022-03-30
Grets,Warlock,dps,Demonology,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,10983,10983,10983,null,81.0,81.0,263.0,2022-03-30,2022-03-30
Sprutpiss,Warrior,dps,Arms,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,10925,10925,10925,null,94.0,94.0,268.0,2022-03-30,2022-03-30
Roadruid,Druid,dps,Balance,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,10897,10897,10897,null,92.0,92.0,267.0,2022-03-30,2022-03-30
Zerodrama,Warrior,dps,Fury,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,10116,10116,10116,null,81.0,81.0,266.0,2022-03-30,2022-03-30
Portsmouth,Mage,dps,Frost,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,10095,10095,10095,null,84.0,84.0,266.0,2022-03-30,2022-03-30
Ellude,Mage,dps,Fire,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,10041,10041,10041,null,88.0,88.0,270.0,2022-03-30,2022-03-30
Zrenak,Shaman,dps,Enhancement,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,9953,9953,9953,null,59.0,59.0,266.0,2022-03-30,2022-03-30
Gigasaga,DemonHunter,dps,Havoc,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,9951,9951,9951,null,69.0,69.0,261.0,2022-03-30,2022-03-30
Superfan,Shaman,dps,Elemental,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,9184,9184,9184,null,78.0,78.0,266.0,2022-03-30,2022-03-30
Elfeyes,Hunter,dps,Marksmanship,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,9035,9035,9035,null,82.0,82.0,265.0,2022-03-30,2022-03-30
Smanste,Rogue,dps,Assassination,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,8796,8796,8796,null,48.0,48.0,263.0,2022-03-30,2022-03-30
Turbohot,Hunter,dps,Marksmanship,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,6972,6972,6972,null,35.0,35.0,267.0,2022-03-30,2022-03-30
Temra,Warlock,dps,Demonology,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,4098,4098,4098,null,8.0,8.0,267.0,2022-03-30,2022-03-30
Pewedw,Warrior,dps,Fury,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,1437,1437,1437,null,3.0,3.0,265.0,2022-03-30,2022-03-30
Chryses,Paladin,healer,Holy,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,2219,2219,2219,null,75.0,75.0,262.0,2022-03-30,2022-03-30
Bamie,Monk,healer,Mistweaver,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,1315,1315,1315,null,24.0,24.0,268.0,2022-03-30,2022-03-30
Oxhorde,Druid,healer,Restoration,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,303,303,303,null,33.0,33.0,264.0,2022-03-30,2022-03-30
Leanus,Druid,tank,Guardian,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,7012,7012,7012,null,99.0,99.0,266.0,2022-03-30,2022-03-30
Freshrune,DeathKnight,tank,Blood,2537,The Jailer,Sepulcher of the First Ones,3,Normal,1,4012,4012,4012,null,58.0,58.0,268.0,2022-03-30,2022-03-30
Codders,Mage,dps,Fire,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,19950,19950,19950,null,92.0,92.0,298.0,2022-08-22,2022-08-22
Zixty,DemonHunter,dps,Havoc,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,16807,16807,16807,null,77.0,77.0,297.0,2022-08-22,2022-08-22
Retball,Paladin,dps,Retribution,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,14627,14627,14627,null,63.0,63.0,294.0,2022-08-22,2022-08-22
Temra,Warlock,dps,Demonology,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,13155,13155,13155,null,66.0,66.0,274.0,2022-04-25,2022-04-25
Clomp,Mage,dps,Frost,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,12819,14801,14801,15.5,78.7,88.0,280.7,2022-04-25,2022-08-22
Roadruid,Druid,dps,Balance,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,12215,12215,12215,null,63.0,63.0,276.0,2022-05-23,2022-05-23
Zerodrama,Warrior,dps,Fury,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,11963,11963,11963,null,65.0,65.0,274.0,2022-04-25,2022-04-25
Decksham,Shaman,dps,Enhancement,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,11954,11954,11954,null,37.0,37.0,271.0,2022-04-25,2022-04-25
Hobbyalkis,Rogue,dps,Outlaw,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,11752,14761,14761,25.6,35.0,54.0,279.0,2022-04-25,2022-08-22
Gfuelracecar,Warlock,dps,Demonology,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,11643,11643,11643,null,34.0,34.0,277.0,2022-05-23,2022-05-23
Smanste,Rogue,dps,Subtlety,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,11486,11486,11486,null,33.0,33.0,275.0,2022-05-23,2022-05-23
Rîme,DeathKnight,dps,Frost,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,11344,11344,11344,null,63.0,63.0,274.0,2022-04-25,2022-04-25
Dhallé,DemonHunter,dps,Havoc,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,10943,10943,10943,null,28.0,28.0,272.0,2022-05-23,2022-05-23
Sprutpiss,Warrior,dps,Fury,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,2,10313,10464,10162,-1.5,40.5,41.0,273.5,2022-04-25,2022-05-23
Turbohot,Hunter,dps,Marksmanship,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,9125,10330,10330,13.2,30.0,39.0,279.7,2022-04-25,2022-08-22
Mikeoxlonger,Shaman,dps,Elemental,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,8929,8929,8929,null,18.0,18.0,272.0,2022-05-23,2022-05-23
Elfeyes,Hunter,dps,Marksmanship,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,8101,11302,2399,-70.4,45.3,65.0,277.3,2022-04-25,2022-08-22
Portsmouth,Mage,dps,Frost,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,6803,6803,6803,null,18.0,18.0,270.0,2022-04-25,2022-04-25
Gigasaga,DemonHunter,dps,Havoc,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,5742,5742,5742,null,17.0,17.0,287.0,2022-08-22,2022-08-22
Pewedp,Paladin,dps,Retribution,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,2746,2746,2746,null,15.0,15.0,270.0,2022-04-25,2022-04-25
Elfesteem,Mage,dps,Frost,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,1,950,950,950,null,6.0,6.0,279.0,2022-08-22,2022-08-22
Bamie,Monk,healer,Mistweaver,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,1955,2386,2386,22.0,40.7,50.0,280.7,2022-04-25,2022-08-22
Televisions,Priest,healer,Holy,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,2,1544,1736,1736,12.4,91.0,94.0,272.5,2022-04-25,2022-05-23
Oxhorde,Druid,healer,Restoration,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,910,990,823,-9.6,80.7,88.0,277.7,2022-04-25,2022-08-22
Horticulture,Druid,healer,Restoration,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,771,845,845,9.6,74.0,79.0,278.3,2022-04-25,2022-08-22
Freshrune,DeathKnight,tank,Blood,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,6522,8774,8774,34.5,52.0,77.0,276.7,2022-04-25,2022-08-22
Leanus,Druid,tank,Guardian,2537,The Jailer,Sepulcher of the First Ones,4,Heroic,3,6316,6787,6787,7.5,68.0,78.0,278.3,2022-04-25,2022-08-22
Superfan,Shaman,dps,Elemental,2539,"Lihuvim, Principal Architect",Sepulcher of the First Ones,3,Normal,1,11780,11780,11780,null,95.0,95.0,266.0,2022-03-30,2022-03-30
Hobbyalkis,Rogue,dps,Subtlety,2539,"Lihuvim, Principal Architect",Sepulcher of the First Ones,3,Normal,4,11412,13974,13974,22.5,93.8,99.0,260.0,2022-03-06,2022-03-30
Roadruid,Druid,dps,Balance,2539,"Lihuvim, Principal Architect",Sepulcher of the First Ones,3,Normal,5,11306,13761,13287,17.5,97.8,99.0,261.8,2022-03-06,2022-03-30
Eirwynzure,Druid,dps,Balance,2539,"Lihuvim, Principal Architect",Sepulcher of the First Ones,3,Normal,5,11062,13481,13391,21.1,96.6,99.0,258.8,2022-03-06,2022-03-30
Pewedw,Warrior,dps,Fury,2539,"Lihuvim, Principal Architect",Sepulcher of the First Ones,3,Normal,2,10888,10920,10857,-0.3,95.0,97.0,265.5,2022-03-23,2022-03-30
