player_name,player_class,realm,role,primary_spec,kills_tracked,avg_throughput_per_second,best_throughput_per_second,avg_rank_percent,best_rank_percent,avg_item_level,last_seen_date
Dzx,DeathKnight,Sylvanas,dps,Frost,8,693026,831430,55.4,75.0,609.5,2024-10-30
Rorovoker,Evoker,Kazzak,dps,Devastation,25,685428,914278,70.1,86.0,592.8,2024-09-18
Kolofwtias,Mage,Ragnaros,dps,Arcane,5,684005,750618,64.2,74.0,602.0,2024-09-17
Mepf,Monk,TwistingNether,dps,Windwalker,1,682527,682527,71.0,71.0,604.0,2024-09-17
Nibånå,Mage,Kael'thas,dps,Arcane,5,680008,819710,62.8,76.0,590.0,2024-09-17
Verressa,Priest,Thrall,dps,Shadow,7,678845,867202,42.4,65.0,618.0,2024-10-30
Memre,Priest,Silvermoon,dps,Shadow,1,676340,676340,17.0,17.0,605.0,2024-09-17
Aidreth,Priest,TwistingNether,dps,Shadow,4,669109,768243,83.8,87.0,604.0,2024-09-18
Pistachios,Monk,TwistingNether,dps,Windwalker,20,660985,887560,54.0,84.0,596.8,2024-11-03
Medoyssa,DemonHunter,Stormscale,dps,Havoc,5,658844,963705,21.6,34.0,618.0,2025-01-13
Alexbuh,Hunter,TwistingNether,dps,BeastMastery,88,654939,1237335,71.8,99.0,565.7,2024-11-03
Swana,Mage,Sylvanas,dps,Fire,10,651009,871002,9.7,25.0,621.6,2025-03-16
Needsedative,Hunter,Ragnaros,dps,Survival,8,648674,793876,28.1,45.0,611.0,2024-10-30
Mirh,Warrior,Antonidas,dps,Fury,8,647612,801748,56.8,63.0,610.0,2024-09-25
Snowjobx,Mage,Outland,dps,Frost,6,646101,866722,39.3,60.0,620.0,2024-10-30
Eyepapi,DemonHunter,Draenor,dps,Havoc,1,643211,643211,9.0,9.0,601.0,2024-09-17
Keeksa,DemonHunter,Kazzak,dps,Havoc,32,642124,966142,47.3,78.0,610.2,2024-10-13
Refas,DemonHunter,BurningSteppes,dps,Havoc,8,637784,765586,41.1,51.0,609.0,2024-10-30
Yearninghunt,Hunter,TwistingNether,dps,BeastMastery,5,636917,859714,null,null,596.0,2024-10-27
Doomslinger,DemonHunter,Draenor,dps,Havoc,8,635647,753151,43.3,62.0,615.0,2024-10-30
Starson,Hunter,Drak'thul,dps,Survival,8,635232,729372,25.3,48.0,606.0,2024-10-30
Cafewing,Hunter,Sylvanas,dps,Marksmanship,2,624061,643142,70.0,70.0,592.0,2024-09-17
Elviscacha,Mage,Draenor,dps,Frost,8,619986,705544,39.4,58.0,605.0,2024-10-30
Lazajin,Warlock,TwistingNether,dps,Affliction,17,617347,878915,53.5,86.0,600.1,2024-09-16
Frenzyy,Druid,Kazzak,dps,Balance,20,616402,3251384,87.5,99.0,533.9,2025-04-23
Oxhorde,Druid,TwistingNether,dps,Feral,5,612686,708815,36.8,56.0,604.0,2024-09-29
Mexi,DeathKnight,GrimBatol,dps,Frost,1,606540,606540,75.0,75.0,600.0,2024-09-17
Catfisting,DeathKnight,Sylvanas,dps,Frost,8,599778,945697,47.1,69.0,588.0,2024-10-02
Serthorn,Warrior,Wildhammer,dps,Arms,20,596779,751336,25.5,49.0,604.3,2024-10-13
Bamoo,Druid,TwistingNether,dps,Balance,103,594778,1902673,38.3,92.0,555.5,2025-03-19
Doslashi,DemonHunter,TwistingNether,dps,Havoc,7,589414,761730,48.6,65.0,603.7,2024-10-02
Lisicata,Druid,Sylvanas,dps,Balance,2,584407,1081189,25.0,50.0,637.0,2025-03-16
Boomdoctor,DeathKnight,TwistingNether,dps,Frost,8,583109,918214,51.8,87.0,613.0,2024-09-29
Director,Mage,TwistingNether,dps,Arcane,13,579488,765978,32.2,49.0,584.2,2024-09-29
Yearningprie,Priest,TwistingNether,dps,Shadow,7,574548,780755,20.4,31.0,611.0,2024-11-24
Timed,Rogue,TwistingNether,dps,Assassination,9,571415,725233,56.6,84.0,592.9,2024-09-11
Meowdyqt,Warrior,TwistingNether,dps,Fury,33,564671,962378,44.8,90.0,606.8,2024-09-29
Edarn,Mage,TwistingNether,dps,Frost,7,564008,862340,20.3,31.0,598.0,2024-12-29
Happylazyguy,Hunter,Silvermoon,dps,BeastMastery,8,563385,748410,29.9,46.0,608.0,2024-10-30
Lubrikator,Warlock,TwistingNether,dps,Demonology,256,563311,2712675,82.1,99.0,535.9,2024-11-25
Cuddles,Priest,TwistingNether,dps,Shadow,42,562341,1632968,57.8,93.0,548.7,2025-03-05
Sebsebblinks,Mage,TwistingNether,dps,Frost,8,559616,777598,38.0,78.0,614.0,2024-11-03
Superfan,Shaman,TwistingNether,dps,Elemental,16,558674,4017863,64.7,95.0,383.1,2025-08-31
Ðaruniah,DeathKnight,Blackmoore,dps,Frost,5,558121,794943,58.2,85.0,593.0,2024-09-17
Reminiscence,DeathKnight,TwistingNether,dps,Frost,23,552284,1028107,31.0,51.0,588.3,2024-10-06
Hässle,Warrior,TwistingNether,dps,Fury,8,546011,702446,31.9,41.0,585.5,2024-09-29
Malloc,DemonHunter,TwistingNether,dps,Havoc,13,545599,721196,49.2,77.0,603.0,2024-09-29
Yearningdh,DemonHunter,TwistingNether,dps,Havoc,12,537284,668967,44.9,64.0,596.0,2024-09-22
Girlypop,Shaman,TwistingNether,dps,Elemental,20,534864,696897,41.1,65.0,586.3,2024-09-18
Tharack,Warlock,Quel'Thalas,dps,Destruction,5,533086,604950,64.8,79.0,597.6,2024-09-17
Zentree,Druid,Silvermoon,dps,Balance,1,528371,528371,10.0,10.0,598.0,2024-09-17
Valxdk,DeathKnight,TarrenMill,dps,Frost,1,523944,523944,79.0,79.0,595.0,2024-09-17
Northlane,DeathKnight,TwistingNether,dps,Frost,48,520976,2357675,69.7,96.0,438.3,2024-10-27
Mikec,Hunter,Drak'thul,dps,BeastMastery,5,520438,561077,39.0,44.0,584.0,2024-09-17
Mightybowman,Hunter,Ragnaros,dps,Marksmanship,1,518635,518635,45.0,45.0,589.0,2024-09-17
Linirune,DeathKnight,TwistingNether,dps,Frost,16,518573,684951,33.8,62.0,591.1,2024-10-02
Freezinn,DeathKnight,Stormscale,dps,Frost,3,518017,866294,48.3,76.0,618.0,2024-10-30
Lyonwarr,Warrior,TwistingNether,dps,Fury,115,515915,1356015,84.3,99.0,538.6,2024-09-23
Corpor,Mage,Doomhammer,dps,Frost,8,515537,682182,25.8,58.0,609.0,2024-10-30
Anakrai,Evoker,TwistingNether,dps,Augmentation,7,499513,590153,17.3,31.0,594.0,2024-10-06
Sansimilia,Paladin,BronzeDragonflight,dps,Retribution,8,493717,563740,16.9,26.0,605.0,2024-10-30
Badraider,Warlock,TwistingNether,dps,Destruction,6,492149,545179,8.8,12.0,589.0,2024-10-13
Axonea,Shaman,TwistingNether,dps,Elemental,216,491943,2275954,67.9,98.0,403.6,2025-03-05
Yearningdru,Druid,TwistingNether,dps,Balance,8,489618,753803,22.6,48.0,597.4,2024-11-03
Silliest,Hunter,Kazzak,dps,Marksmanship,7,485696,636852,17.0,31.0,587.6,2024-10-06
Lyoncursed,Warrior,TwistingNether,dps,Arms,42,485524,991082,55.4,95.0,533.1,2024-09-22
Bensvoker,Evoker,Kazzak,dps,Devastation,21,484720,1187660,92.6,99.0,533.5,2024-11-20
Snitchero,Rogue,Ragnaros,dps,Assassination,8,484403,790759,20.3,49.0,608.0,2024-10-30
Gerloth,Warrior,Sylvanas,dps,Fury,5,483667,579611,29.6,42.0,600.4,2024-09-17
Cocainekate,Warlock,TwistingNether,dps,Demonology,207,474143,1586082,65.7,99.0,532.8,2024-11-06
Roumpel,Warrior,Zuluhed,dps,Fury,5,469728,680476,35.2,66.0,600.0,2024-09-17
Waka,Shaman,Turalyon,dps,Elemental,12,457647,906717,3.4,6.0,626.7,2025-03-23
Netwoodle,Mage,TarrenMill,dps,Arcane,7,450711,687011,11.6,19.0,601.3,2024-10-06
Momomaximus,Warrior,TwistingNether,dps,Fury,14,443704,602804,22.0,51.0,581.7,2024-11-03
Popelindavii,Priest,TwistingNether,dps,Shadow,28,429206,823648,27.0,81.0,602.8,2024-09-29
Slowding,Shaman,TarrenMill,dps,Enhancement,1,427002,427002,42.0,42.0,586.0,2024-09-17
Dragondsnuts,Evoker,TwistingNether,dps,Augmentation,27,426006,1090339,48.6,95.0,563.8,2024-11-03
Crustygems,Mage,TwistingNether,dps,Fire,8,417937,855149,null,null,587.5,2024-10-23
Womblorm,Warrior,Sylvanas,dps,Fury,8,416942,630087,17.1,28.0,595.0,2024-09-29
Cromagee,Mage,TarrenMill,dps,Arcane,5,415416,617804,16.6,35.0,577.2,2024-09-17
Mazìkeenqt,Warrior,Blackhand,dps,Fury,1,412200,412200,39.0,39.0,575.0,2024-09-17
Hidrolasa,Hunter,Zul'jin,dps,BeastMastery,5,412121,548582,26.4,46.0,588.0,2024-09-17
Frota,Warlock,KhazModan,dps,Demonology,2,397319,624158,42.5,80.0,603.0,2024-09-25
Neyaara,Paladin,TwistingNether,dps,Retribution,21,390482,3488391,50.0,88.0,513.3,2025-09-17
Thaien,Paladin,Boulderfist,dps,Retribution,8,388131,551293,9.0,16.0,612.0,2024-10-30
Akitype,Druid,Ravencrest,dps,Feral,7,387909,488149,9.6,14.0,596.7,2024-11-24
Freydisnuts,Mage,Kazzak,dps,Frost,8,382809,505794,86.5,90.0,513.0,2024-08-19
Wanners,DemonHunter,TwistingNether,dps,Havoc,8,364553,500223,22.1,36.0,580.6,2024-09-15
Maawong,Hunter,Draenor,dps,Marksmanship,18,360543,517167,15.5,32.0,605.1,2024-09-18
Absmort,Warlock,Draenor,dps,Destruction,1,360142,360142,6.0,6.0,665.0,2025-12-01
Üff,Hunter,Stormscale,dps,BeastMastery,3,357361,443030,76.7,87.0,520.0,2024-05-13
Bileplume,Rogue,TwistingNether,dps,Assassination,28,356530,694067,24.9,64.0,517.8,2026-04-15
Fluffgoblin,Hunter,Draenor,dps,Survival,1,354066,354066,13.0,13.0,593.0,2024-09-17
Larssonhter,Hunter,TwistingNether,dps,Marksmanship,191,339579,6336802,70.3,99.0,383.1,2025-08-31
Swanval,Hunter,TwistingNether,dps,Survival,26,338974,634326,43.2,71.0,538.8,2024-09-11
Ravenious,Hunter,TwistingNether,dps,Marksmanship,34,336572,724834,58.6,88.0,537.4,2024-09-22
Lyonprison,DemonHunter,TwistingNether,dps,Havoc,9,334453,372472,80.4,91.0,522.0,2024-06-19
Horticulture,Druid,TwistingNether,dps,Balance,38,326606,652118,46.4,74.0,520.3,2024-09-22
Roux,Rogue,Turalyon,dps,Assassination,7,325993,471832,7.0,11.0,604.6,2024-11-24
Fallingdust,Rogue,AzjolNerub,dps,Subtlety,6,322856,533004,68.5,80.0,515.0,2024-08-19
Zydeh,DemonHunter,Silvermoon,dps,Havoc,18,322751,519482,67.1,89.0,511.3,2024-05-29
Lazeenovà,Rogue,Kazzak,dps,Assassination,1,318040,318040,21.0,21.0,597.0,2024-09-17
Skyhanter,DemonHunter,TwistingNether,dps,Havoc,19,310609,541837,42.6,90.0,464.4,2026-04-08
Wingseb,Paladin,TwistingNether,dps,Retribution,27,306298,446217,61.1,81.0,520.5,2024-08-19
Aideên,DemonHunter,TwistingNether,dps,Havoc,24,302706,527005,66.4,87.0,517.7,2024-06-05
Zurco,Hunter,TwistingNether,dps,BeastMastery,21,302023,994223,9.6,28.0,432.7,2025-03-23
Johnwoman,DemonHunter,TwistingNether,dps,Havoc,63,282012,471066,88.3,99.0,494.0,2024-05-13
Desiring,Rogue,TwistingNether,dps,Outlaw,8,280775,825134,null,null,576.1,2024-10-23
Cálamíty,Mage,Kazzak,dps,Arcane,9,276919,310106,94.6,99.0,485.9,2024-01-24
Smonkste,Monk,TwistingNether,dps,Windwalker,145,275299,2421350,47.6,92.0,452.0,2025-03-26
Thickgirl,Shaman,Stormscale,dps,Elemental,1,268161,268161,8.0,8.0,616.0,2024-10-30
Emsy,Priest,TarrenMill,dps,Shadow,8,267183,353893,48.1,67.0,509.5,2024-05-29
Larssondemon,DemonHunter,TwistingNether,dps,Havoc,21,263254,1048469,44.2,62.0,503.8,2024-10-23
Tichonus,Monk,TwistingNether,dps,Windwalker,18,261153,729359,40.9,79.0,372.4,2024-09-15
Sprutpesse,Priest,TwistingNether,dps,Shadow,36,260674,459406,70.9,95.0,507.5,2024-05-08
Killyaan,DeathKnight,Kazzak,dps,Unholy,9,255426,305035,96.9,99.0,487.0,2024-01-24
Illarr,DemonHunter,Kazzak,dps,Havoc,9,249654,311621,93.1,99.0,484.9,2024-01-24
Destinybro,Warlock,Kazzak,dps,Demonology,9,248388,302354,91.3,99.0,485.0,2024-01-24
Mægizk,Mage,TwistingNether,dps,Fire,26,247983,389621,53.5,90.0,514.0,2024-06-19
Kalimoon,Mage,ArgentDawn,dps,Fire,3,247621,286887,12.7,23.0,505.0,2024-05-13
Benshot,Hunter,Kazzak,dps,BeastMastery,4,247568,308550,40.5,85.0,487.5,2024-05-06
Chilldrink,Mage,TarrenMill,dps,Frost,9,247463,301097,93.0,98.0,487.0,2024-01-24
Melithra,DeathKnight,TarrenMill,dps,Unholy,8,246665,276622,95.8,99.0,484.0,2023-12-27
Sacrëd,Paladin,Kazzak,dps,Retribution,9,246070,296227,94.8,99.0,486.2,2024-01-24
Svenoz,Hunter,Draenor,dps,BeastMastery,3,243664,296854,17.0,25.0,516.0,2024-05-13
Stormblaster,Shaman,Kazzak,dps,Enhancement,9,242892,309870,88.4,99.0,486.0,2024-01-24
Mombangsteen,Rogue,TwistingNether,dps,Assassination,26,237161,485364,33.3,58.0,494.0,2024-08-19
Emvoker,Evoker,TarrenMill,dps,Augmentation,6,236728,428806,47.8,62.0,502.5,2024-05-15
Ashminge,Mage,TwistingNether,dps,Fire,25,233211,395045,52.2,81.0,486.9,2024-06-19
Codders,Mage,TwistingNether,dps,Fire,269,230133,3718039,77.4,99.0,375.7,2025-05-18
Deityp,Priest,Kazzak,dps,Shadow,5,228971,278882,84.4,91.0,483.6,2024-01-24
Gigacodders,DemonHunter,TwistingNether,dps,Havoc,148,228623,2057124,81.1,99.0,434.8,2026-04-01
Swanshot,Hunter,TwistingNether,dps,Survival,10,228137,355210,30.3,51.0,503.1,2024-05-15
Bensmage,Mage,Kazzak,dps,Arcane,4,218588,246417,51.5,82.0,483.3,2024-05-06
Zxcow,Rogue,Kazzak,dps,Outlaw,9,217750,255265,88.8,94.0,485.0,2024-01-24
Solesvoker,Evoker,Kazzak,dps,Augmentation,9,217703,268037,95.2,98.0,484.0,2024-01-24
Brageuroo,Mage,TarrenMill,dps,Fire,8,214086,256540,86.9,97.0,483.0,2023-12-27
Drrdoom,Warrior,Kazzak,dps,Fury,9,212172,258591,80.7,90.0,486.0,2024-01-24
Meleeiseasy,DemonHunter,Stormscale,dps,Havoc,18,211878,282088,44.5,77.0,512.0,2024-05-08
Dmonoe,Monk,Kazzak,dps,Windwalker,9,208797,267414,80.7,87.0,479.0,2024-01-24
Mmdcarrykon,Hunter,Kazzak,dps,BeastMastery,9,204940,249621,77.8,90.0,485.0,2024-01-24
Pixls,Paladin,TwistingNether,dps,Retribution,8,202356,350752,19.4,28.0,485.0,2024-06-05
Stevefromhr,Druid,TarrenMill,dps,Balance,7,202261,280385,41.9,50.0,489.0,2024-06-19
Bobthedh,DemonHunter,TwistingNether,dps,Havoc,44,201902,304725,87.3,99.0,470.6,2023-12-11
Malnes,Evoker,TwistingNether,dps,Devastation,18,201764,329642,46.3,80.0,493.1,2024-05-01
Mimzysham,Shaman,TarrenMill,dps,Elemental,8,195850,301181,79.8,94.0,476.3,2023-12-27
Jointsuckerr,Shaman,TwistingNether,dps,Elemental,35,195680,697900,65.6,93.0,346.1,2026-04-22
Fliegeflukt,DeathKnight,Hyjal,dps,Frost,1,194476,194476,4.0,4.0,588.0,2024-09-17
Larssondk,DeathKnight,TwistingNether,dps,Unholy,84,188851,942636,58.6,97.0,447.3,2024-09-16
Eppatdh,DemonHunter,Draenor,dps,Havoc,4,187256,295935,9.0,19.0,505.0,2024-05-06
Hexona,Hunter,Stormscale,dps,BeastMastery,9,187003,236915,64.8,88.0,484.0,2024-01-24
Зефирус,Paladin,Борейскаятундра,dps,Retribution,1,184898,184898,70.0,70.0,483.0,2024-01-07
Pepka,Shaman,Kazzak,dps,Enhancement,2,181296,187673,56.5,63.0,483.0,2024-01-07
Alexmaev,Mage,TwistingNether,dps,Frost,9,179223,340089,30.3,46.0,477.8,2024-08-19
Pastries,Paladin,TwistingNether,dps,Retribution,34,178141,385618,29.9,70.0,467.5,2024-08-19
Pickleh,Hunter,TwistingNether,dps,Survival,9,176947,208255,92.9,97.0,476.0,2023-12-10
Calisae,Evoker,TwistingNether,dps,Augmentation,102,176030,513466,72.5,97.0,474.9,2024-05-15
Picklewizard,Monk,TwistingNether,dps,Windwalker,128,175758,310022,82.9,100.0,467.8,2024-03-04
Appletiser,Druid,TwistingNether,dps,Balance,79,174518,312045,75.2,99.0,471.7,2024-01-15
Velvoker,Evoker,Silvermoon,dps,Augmentation,8,170798,209215,78.5,91.0,478.5,2023-12-27
Spêctrum,Warlock,TwistingNether,dps,Destruction,3,170492,209942,6.0,8.0,509.0,2024-05-13
Krackead,Mage,TwistingNether,dps,Fire,74,164573,291807,69.0,97.0,467.7,2024-03-04
Zalris,Hunter,TwistingNether,dps,BeastMastery,66,164531,245282,67.4,95.0,467.2,2023-12-20
Airmac,Shaman,TwistingNether,dps,Enhancement,5,162489,176497,36.2,42.0,467.0,2024-01-07
Lúcífér,DeathKnight,TwistingNether,dps,Unholy,52,160290,776825,45.8,90.0,468.6,2024-09-29
Josey,DemonHunter,TwistingNether,dps,Havoc,61,158736,269804,65.5,98.0,469.3,2023-12-13
Dribblering,Evoker,TwistingNether,dps,Augmentation,67,158587,286569,77.8,99.0,465.0,2024-01-17
Endeering,Hunter,TwistingNether,dps,Survival,9,157404,207545,20.0,37.0,498.0,2024-06-19
Tmacs,Rogue,TarrenMill,dps,Outlaw,1,156744,156744,48.0,48.0,482.0,2024-01-07
Clomp,Mage,TwistingNether,dps,Frost,477,153250,1069328,75.7,99.0,379.1,2024-09-25
Fawning,Priest,TwistingNether,dps,Shadow,7,146253,268859,26.1,40.0,476.0,2024-04-29
Swolorno,Hunter,TwistingNether,dps,Marksmanship,217,146168,1625813,81.7,99.0,429.2,2024-08-19
Coddie,Priest,TwistingNether,dps,Shadow,20,143645,332781,61.9,92.0,447.3,2024-08-19
Sarynaa,Hunter,TwistingNether,dps,BeastMastery,10,143181,199625,35.2,75.0,458.2,2024-01-07
Obsessing,DeathKnight,TwistingNether,dps,Unholy,9,134170,243401,14.3,26.0,470.1,2024-06-12
Fruitbar,DemonHunter,Kazzak,dps,Havoc,3,132438,162410,21.3,37.0,484.0,2024-01-24
Gróx,Shaman,TwistingNether,dps,Enhancement,1,131265,131265,20.0,20.0,467.0,2023-11-27
Piano,Rogue,TwistingNether,dps,Subtlety,7,131164,213258,18.7,35.0,473.1,2024-04-29
Mashin,Druid,TwistingNether,dps,Feral,208,130486,2200381,44.4,97.0,456.3,2025-04-23
Kryvoh,Evoker,TwistingNether,dps,Augmentation,3,128001,152754,27.7,28.0,480.0,2024-01-07
Elydiel,Paladin,TwistingNether,dps,Retribution,46,127299,175912,57.1,95.0,457.6,2023-12-13
Nizwf,Shaman,Kazzak,dps,Enhancement,1,124793,124793,67.0,67.0,444.0,2023-10-18
Carryboy,Monk,Blackrock,dps,Windwalker,9,124394,259741,32.6,80.0,476.2,2024-01-24
Alexmäe,Hunter,TwistingNether,dps,BeastMastery,16,124119,192085,65.5,88.0,444.6,2023-12-10
Leanbean,Evoker,TwistingNether,dps,Augmentation,5,123768,158196,30.4,40.0,461.0,2024-01-07
Xsro,DeathKnight,Draenor,dps,Unholy,1,123267,123267,96.0,96.0,416.0,2023-04-19
Michipe,Monk,Ysondre,dps,Windwalker,29,123191,185440,68.1,97.0,453.6,2023-11-27
Sazzeem,Evoker,Ragnaros,dps,Augmentation,1,122119,122119,34.0,34.0,478.0,2024-01-07
Visunjê,Rogue,Silvermoon,dps,Assassination,12,116655,148378,33.4,50.0,451.0,2023-12-10
Everzz,Shaman,TwistingNether,dps,Enhancement,304,113944,269774,71.2,99.0,432.7,2024-01-22
Errorzone,DemonHunter,TwistingNether,dps,Havoc,2,109588,109788,21.0,26.0,469.5,2024-01-07
Watzlock,Warlock,Kazzak,dps,Destruction,1,108678,108678,21.0,21.0,444.0,2023-07-26
Lornovoker,Evoker,TwistingNether,dps,Devastation,5,106255,145276,49.6,68.0,439.2,2023-10-11
Billythecrit,Rogue,Blackhand,dps,Assassination,1,104227,104227,98.0,98.0,417.0,2023-04-19
Odizael,Warlock,TwistingNether,dps,Demonology,63,103833,167819,53.7,92.0,438.4,2023-10-30
Olliegirl,DemonHunter,TwistingNether,dps,Havoc,15,102419,255227,13.9,29.0,456.5,2024-04-29
Eclipseon,Druid,TwistingNether,dps,Balance,9,102192,199815,61.1,82.0,417.6,2023-04-25
Wakozer,Evoker,Frostwolf,dps,Devastation,1,102158,102158,98.0,98.0,418.0,2023-04-19
Minikhan,Warrior,TwistingNether,dps,Arms,8,101270,142259,21.5,40.0,456.1,2023-12-27
Surgedealer,Druid,TwistingNether,dps,Balance,10,100401,152516,84.1,95.0,425.4,2023-06-04
Hejnus,Shaman,TwistingNether,dps,Enhancement,123,100108,167075,70.5,99.0,432.0,2023-10-18
Budgetgoku,Paladin,TwistingNether,dps,Retribution,37,99896,196744,81.1,97.0,330.3,2026-03-25
Lockë,Shaman,Frostwolf,dps,Enhancement,1,99403,99403,98.0,98.0,420.0,2023-04-19
Smanste,Rogue,TwistingNether,dps,Subtlety,188,98063,1319123,53.6,95.0,357.7,2024-11-20
Olliejay,Paladin,TwistingNether,dps,Retribution,97,97373,146419,54.7,98.0,437.6,2024-01-07
Liiq,Rogue,TwistingNether,dps,Assassination,102,97003,224228,77.6,99.0,419.8,2023-12-10
Blixtyfoxx,Monk,TwistingNether,dps,Windwalker,89,96941,171407,67.6,99.0,432.4,2023-07-12
Sprutpessn,Rogue,TwistingNether,dps,Subtlety,1,96928,96928,1.0,1.0,445.0,2023-07-26
Wxzz,DemonHunter,TarrenMill,dps,Havoc,1,96794,96794,96.0,96.0,420.0,2023-04-19
Temra,Warlock,TwistingNether,dps,Demonology,395,95824,1027895,71.9,99.0,378.9,2024-10-06
Jadeñ,Warlock,BurningLegion,dps,Demonology,1,95263,95263,90.0,90.0,419.0,2023-04-19
Blancobenz,DeathKnight,TwistingNether,dps,Unholy,24,94578,163692,22.5,47.0,462.4,2023-12-27
Lyondwarf,Mage,TwistingNether,dps,Fire,7,93965,152085,10.1,13.0,464.0,2024-04-29
Xifeng,Monk,TwistingNether,dps,Windwalker,9,93384,117172,89.3,93.0,432.0,2023-05-21
Nokelock,Warlock,TwistingNether,dps,Destruction,36,93346,136771,62.1,91.0,436.7,2023-07-05
Naxxio,Warrior,Eredar,dps,Arms,1,93043,93043,95.0,95.0,419.0,2023-04-19
Freshhash,Hunter,Ragnaros,dps,BeastMastery,1,92144,92144,94.0,94.0,413.0,2023-04-19
Mârdoka,Rogue,Kazzak,dps,Subtlety,1,90306,90306,96.0,96.0,418.0,2023-04-19
Bananjägare,DemonHunter,TwistingNether,dps,Havoc,44,89984,198594,45.8,85.0,426.7,2024-01-07
Imogen,Evoker,TwistingNether,dps,Augmentation,5,88950,99801,null,null,280.2,2026-04-22
Wagorax,Warrior,TwistingNether,dps,Fury,8,88819,128477,82.1,95.0,430.0,2023-05-21
Demboypaigon,Warrior,TwistingNether,dps,Fury,15,88327,146086,58.2,96.0,426.8,2023-07-10
Estrogel,Evoker,TwistingNether,dps,Augmentation,23,86370,151801,67.3,93.0,270.5,2026-04-15
Malusihunter,DemonHunter,TwistingNether,dps,Havoc,19,85479,199799,41.8,80.0,430.9,2024-01-07
Elpys,Mage,TarrenMill,dps,Fire,16,85218,185277,8.1,17.0,471.2,2024-04-29
Fettywapp,Warrior,TwistingNether,dps,Fury,5,84209,102075,9.0,13.0,460.0,2024-01-07
Drinky,Paladin,TwistingNether,dps,Retribution,20,83064,131292,67.1,97.0,424.4,2023-05-28
Zren,Hunter,Ravencrest,dps,Survival,53,81730,137482,81.2,99.0,265.2,2026-04-22
Lunasnow,Mage,TwistingNether,dps,Frost,50,81686,137545,78.7,97.0,263.6,2026-04-20
Nieves,Evoker,TwistingNether,dps,Devastation,222,81142,175316,62.5,98.0,417.9,2023-10-30
Unravel,Evoker,TwistingNether,dps,Devastation,4,79849,109929,57.3,88.0,411.0,2023-04-25
Rowelly,Mage,TwistingNether,dps,Arcane,19,79044,135272,45.7,80.0,418.7,2023-04-12
Kátákúrí,Hunter,TwistingNether,dps,BeastMastery,9,78651,137321,72.7,99.0,422.0,2023-05-21
Nokehunter,Hunter,Draenor,dps,BeastMastery,1,78080,78080,62.0,62.0,421.0,2023-06-04
Icemeister,Mage,Blackhand,dps,Arcane,1,77863,77863,0.0,0.0,581.0,2024-09-17
Kiranura,Hunter,Blackhand,dps,BeastMastery,1,77126,77126,80.0,80.0,418.0,2023-04-19
Twallop,Paladin,Draenor,dps,Retribution,9,76964,85174,61.8,80.0,421.2,2023-05-21
Spunkmachine,Paladin,TwistingNether,dps,Retribution,22,75168,99895,47.6,84.0,417.1,2023-05-22
Johndiaper,Hunter,TwistingNether,dps,BeastMastery,15,74941,91016,8.5,17.0,429.1,2024-01-07
Midnight,Mage,Silvermoon,dps,Frost,57,74654,144317,69.8,98.0,243.2,2026-04-20
Portsmouth,Mage,TwistingNether,dps,Frost,198,74612,252729,47.2,98.0,365.1,2024-08-19
Palaktank,Paladin,Ysondre,dps,Retribution,5,74042,186051,12.0,33.0,463.4,2024-01-24
Typ,Warrior,Ravencrest,dps,Fury,37,73207,125908,60.4,97.0,262.8,2026-04-22
Karllia,DemonHunter,ArgentDawn,dps,Devourer,48,72920,139644,69.6,98.0,256.4,2026-04-22
Xpactt,Mage,Kazzak,dps,Frost,1,72651,72651,2.0,2.0,594.0,2024-09-17
Fibres,Mage,TwistingNether,dps,Fire,53,71599,633164,7.9,29.0,393.3,2024-11-24
Megachomber,DeathKnight,Ravencrest,dps,Unholy,54,71055,118675,56.1,97.0,260.9,2026-04-22
Crio,Mage,GrimBatol,dps,Frost,9,70696,144769,15.4,31.0,470.0,2024-01-24
Roadruid,Druid,TwistingNether,dps,Balance,480,70591,305300,81.9,100.0,348.8,2023-12-20
Katerine,Druid,TwistingNether,dps,Balance,12,70502,106909,12.6,30.0,462.0,2023-12-10
Benswarrior,Warrior,Kazzak,dps,Arms,1,69563,69563,16.0,16.0,418.0,2023-03-13
Hejnus,Warrior,TwistingNether,dps,Enhancement,9,69261,83378,51.4,73.0,407.8,2023-05-21
Arkidda,Druid,TwistingNether,dps,Balance,28,68941,108950,43.9,75.0,428.4,2023-06-04
Marianczelo,Paladin,BurningLegion,dps,Retribution,9,66615,181695,10.9,37.0,474.3,2024-01-24
Dorathy,Warrior,TwistingNether,dps,Fury,88,65991,127821,47.1,97.0,323.7,2026-04-22
Matlockbath,Monk,TwistingNether,dps,Windwalker,97,65603,138337,59.7,97.0,404.9,2023-05-28
Roaviel,Paladin,TwistingNether,dps,Retribution,9,65075,69687,37.0,57.0,407.0,2023-05-21
Pompqmoi,Mage,TwistingNether,dps,Frost,13,64969,93959,65.0,84.0,260.5,2026-03-25
Pangbruden,Hunter,TwistingNether,dps,Marksmanship,242,64340,222400,36.7,94.0,361.5,2024-01-08
Biiface,Mage,TwistingNether,dps,Arcane,63,61807,115548,76.6,99.0,399.3,2023-02-06
Lornotastic,Priest,TwistingNether,dps,Shadow,12,61258,85756,39.8,66.0,417.9,2023-07-05
Sprutpeess,Warlock,TwistingNether,dps,Demonology,71,61244,147741,65.8,98.0,397.3,2023-02-20
