player_name,player_class,realm,role,primary_spec,kills_tracked,avg_throughput_per_second,best_throughput_per_second,avg_rank_percent,best_rank_percent,avg_item_level,last_seen_date
Sizzorina,Monk,Ragnaros,healer,Mistweaver,1,114019,114019,91.0,91.0,596.0,2024-09-17
Sigfox,Priest,Stormscale,healer,Discipline,8,113370,169772,33.5,77.0,616.0,2024-10-30
Alexmae,Priest,TwistingNether,healer,Holy,64,111352,268410,57.9,96.0,589.5,2026-01-26
Mordale,Druid,Azuremyst,healer,Restoration,3,110964,132882,56.7,67.0,664.0,2025-05-25
Swoltide,Shaman,TwistingNether,healer,Restoration,2,107002,133751,null,null,613.0,2024-10-27
Meleepriest,Priest,ArgentDawn,healer,Holy,8,104900,165480,68.1,91.0,619.0,2024-10-30
Lacamorraftw,Shaman,Draenor,healer,Restoration,4,104031,169812,57.0,74.0,707.0,2025-12-01
Benshammy,Shaman,Kazzak,healer,Restoration,2,102078,150470,60.0,78.0,639.0,2025-03-19
Descendents,Monk,Ravencrest,healer,Mistweaver,7,98773,163784,32.6,49.0,594.0,2024-11-24
Morged,Druid,Draenor,healer,Restoration,1,98419,98419,32.0,32.0,675.0,2025-05-18
Rivey,Monk,DefiasBrotherhood,healer,Mistweaver,68,97646,1658429,52.3,98.0,289.5,2026-04-22
Zób,Shaman,TwistingNether,healer,Restoration,7,94535,111237,84.7,93.0,621.7,2024-10-13
Peevoke,Evoker,TwistingNether,healer,Preservation,22,90726,145734,77.4,96.0,581.1,2024-09-29
Tokamak,Shaman,Blackhand,healer,Restoration,1,84792,84792,85.0,85.0,582.0,2024-09-17
Nontotes,Shaman,TwistingNether,healer,Restoration,2,84661,140370,52.5,66.0,728.0,2025-12-01
Girthyheals,Priest,TwistingNether,healer,Holy,17,81743,244434,77.6,96.0,510.5,2025-05-04
Peesham,Shaman,TwistingNether,healer,Restoration,15,79833,166129,79.9,85.0,600.7,2024-10-23
Loknahar,Shaman,TwistingNether,healer,Restoration,45,78528,224937,58.5,96.0,624.0,2025-03-05
Eclipsä,Priest,Kazzak,healer,Holy,17,75586,100025,74.1,92.0,605.9,2024-09-29
Fermadigo,Druid,Stormscale,healer,Restoration,1,75388,75388,87.0,87.0,626.0,2024-10-30
Øldïrtybasta,Shaman,Hyjal,healer,Restoration,1,74960,74960,33.0,33.0,644.0,2025-05-25
Yeviel,Paladin,TwistingNether,healer,Holy,309,73015,715918,55.8,96.0,344.4,2025-07-16
Satelit,Paladin,Kazzak,healer,Holy,8,72147,93407,50.0,66.0,595.8,2024-09-29
Garsias,Shaman,TarrenMill,healer,Restoration,149,71299,670598,61.5,99.0,507.7,2026-04-22
Fallingmonk,Monk,AzjolNerub,healer,Mistweaver,20,69435,82677,61.8,73.0,587.0,2024-09-22
Temitiri,Shaman,TwistingNether,healer,Restoration,36,62657,251881,79.3,97.0,526.5,2025-10-20
Fruitgum,Shaman,Balnazzar,healer,Restoration,32,62080,88439,66.7,83.0,606.5,2024-11-24
Bigboiples,Druid,TwistingNether,healer,Restoration,622,58764,566923,79.6,99.0,508.1,2025-09-03
Papariba,Priest,Draenor,healer,Holy,2,58120,73758,19.0,22.0,647.0,2025-05-25
Zørh,Priest,Dalaran,healer,Holy,2,56035,58093,22.0,24.0,640.0,2025-03-09
Kaissa,Druid,Minahonda,healer,Restoration,5,53787,92563,33.8,54.0,637.0,2025-03-09
Drakaro,Druid,Dalaran,healer,Restoration,4,52798,86402,26.3,50.0,705.0,2025-12-01
Janaka,Priest,DunMorogh,healer,Holy,7,51813,83942,20.1,28.0,610.0,2025-01-13
Magicwingers,Evoker,TwistingNether,healer,Preservation,615,51747,457607,49.0,99.0,569.2,2026-01-20
Willowwisp,Druid,TwistingNether,healer,Restoration,81,47482,115011,44.8,97.0,607.5,2025-03-10
Bensvoker,Evoker,Kazzak,healer,Preservation,1,44487,44487,69.0,69.0,629.0,2024-11-20
Sorìlea,Shaman,Nemesis,healer,Restoration,3,44414,66188,32.3,48.0,653.0,2025-03-23
Kalshiro,Druid,TwistingNether,healer,Restoration,7,41956,62273,7.7,23.0,714.1,2025-10-01
Rorovoker,Evoker,Kazzak,healer,Preservation,24,41777,78753,46.9,82.0,605.5,2024-10-02
Ruthellion,Evoker,Draenor,healer,Preservation,1,41735,41735,29.0,29.0,600.0,2024-09-17
Dribblering,Evoker,TwistingNether,healer,Preservation,55,39943,196164,92.1,99.0,468.9,2024-09-15
Bii,Priest,Azuremyst,healer,Holy,20,39878,85361,29.3,77.0,601.0,2024-10-02
Asdaadd,Shaman,TwistingNether,healer,Restoration,21,39819,144193,66.4,90.0,529.7,2025-03-23
Delivery,Shaman,Executus,healer,Restoration,1,39794,39794,29.0,29.0,702.0,2025-12-01
Malmohus,Shaman,Antonidas,healer,Restoration,8,38957,61549,50.3,68.0,604.8,2024-09-25
Volpiná,Shaman,Blackmoore,healer,Restoration,8,38419,224057,null,null,610.0,2024-10-23
Televisions,Priest,TwistingNether,healer,Holy,116,37962,376156,80.2,98.0,338.6,2025-08-18
Kazak,Evoker,AzjolNerub,healer,Preservation,5,37923,50345,34.6,52.0,581.0,2024-09-17
Waterfalls,Shaman,TwistingNether,healer,Restoration,27,37711,65906,50.6,74.0,586.9,2024-09-29
Naqdr,Druid,Ravencrest,healer,Restoration,8,36058,45753,93.5,97.0,511.0,2024-05-29
Monthtbud,Druid,Pozzodell'Eternità,healer,Restoration,7,34691,66493,9.1,17.0,651.0,2025-05-18
Mleko,Priest,TwistingNether,healer,Discipline,16,32804,69363,60.7,83.0,365.9,2026-04-22
Totemcity,Shaman,Stormscale,healer,Restoration,1,31366,31366,45.0,45.0,627.0,2024-10-30
Momobami,Priest,TwistingNether,healer,Holy,779,30515,385022,67.3,99.0,419.7,2025-11-23
Zapados,Shaman,TwistingNether,healer,Restoration,7,28284,70655,72.6,90.0,475.1,2024-04-29
Gey,Shaman,Sylvanas,healer,Restoration,1,27679,27679,24.0,24.0,705.0,2025-12-01
Grogoordin,Druid,Archimonde,healer,Restoration,5,25999,29817,29.6,44.0,564.0,2024-09-17
Yearning,Monk,TwistingNether,healer,Mistweaver,18,25158,34482,63.8,76.0,512.7,2024-06-05
Lummi,Priest,TwistingNether,healer,Holy,2,24923,26846,96.0,97.0,483.0,2024-01-07
Momojadsie,Priest,TwistingNether,healer,Holy,140,24863,326626,49.0,97.0,440.7,2025-06-18
Emvoker,Evoker,TarrenMill,healer,Preservation,4,21473,28145,51.0,66.0,507.5,2024-05-15
Panster,Shaman,Ragnaros,healer,Restoration,7,19994,31404,28.1,35.0,604.6,2025-01-13
Bufflesbian,Shaman,TwistingNether,healer,Restoration,122,19317,234497,60.1,95.0,308.9,2025-03-16
Sophiemae,Priest,TwistingNether,healer,Holy,143,18380,152632,61.1,95.0,360.0,2025-07-06
Liliaria,Druid,TarrenMill,healer,Restoration,1,18360,18360,2.0,2.0,676.0,2025-05-18
Renewcifer,Priest,TwistingNether,healer,Discipline,13,18084,30561,22.7,51.0,452.5,2023-12-10
Gaiablood,Druid,Arathor,healer,Restoration,2,17548,24173,20.5,36.0,611.0,2024-10-02
Elf,Priest,TarrenMill,healer,Holy,1,17368,17368,67.0,67.0,483.0,2023-12-27
Amoo,Priest,Kazzak,healer,Holy,9,15783,30435,78.3,94.0,484.0,2024-01-24
Ilybrew,Monk,TwistingNether,healer,Mistweaver,42,15118,29338,72.4,99.0,425.3,2023-05-24
Shamily,Shaman,Zul'jin,healer,Restoration,9,14814,29083,81.7,92.0,407.0,2023-05-28
Petunia,Priest,TwistingNether,healer,Holy,7,14695,19658,79.9,85.0,461.0,2023-12-27
Ashÿa,Druid,Hyjal,healer,Restoration,1,14656,14656,15.0,15.0,593.0,2024-09-17
Emêrys,Druid,Hyjal,healer,Restoration,1,13657,13657,13.0,13.0,593.0,2024-09-17
Nopaladin,Paladin,TwistingNether,healer,Holy,108,13318,27168,84.3,99.0,408.9,2023-04-25
Pistachios,Monk,TwistingNether,healer,Mistweaver,27,13205,26338,61.6,85.0,480.0,2024-03-04
Trabellchen,Priest,DunMorogh,healer,Holy,2,13180,23740,2.0,4.0,663.0,2025-05-25
Abundance,Druid,Kazzak,healer,Restoration,1,12401,12401,95.0,95.0,420.0,2023-04-19
Cementstuck,Paladin,TwistingNether,healer,Holy,12,11318,24771,33.3,66.0,439.7,2024-04-29
Bammies,Paladin,TwistingNether,healer,Holy,35,10641,17217,54.7,88.0,374.5,2023-06-04
Healmommy,Priest,TwistingNether,healer,Discipline,14,10058,20484,27.7,63.0,427.2,2024-01-07
Stanzance,Shaman,Hyjal,healer,Restoration,1,9894,9894,23.0,23.0,603.0,2024-09-17
Mefirst,Priest,Kazzak,healer,Discipline,1,9814,9814,22.0,22.0,340.0,2023-04-19
Selthiel,Priest,Ravencrest,healer,Holy,34,9541,17502,65.7,94.0,255.1,2026-04-01
Coddie,Priest,TwistingNether,healer,Discipline,2,9362,9588,41.5,53.0,388.0,2023-01-22
Impatchedup,Druid,TwistingNether,healer,Restoration,1,8999,8999,91.0,91.0,406.0,2023-01-22
Vekkah,Priest,Draenor,healer,Holy,10,8674,15749,72.7,89.0,403.5,2023-06-04
Everzz,Shaman,TwistingNether,healer,Restoration,3,8531,10441,70.0,89.0,446.3,2023-11-20
Vìper,Druid,Silvermoon,healer,Restoration,1,8457,8457,77.0,77.0,410.0,2023-03-13
Blixtyfoxx,Monk,TwistingNether,healer,Mistweaver,5,8218,10886,29.2,38.0,421.8,2023-06-07
Everrin,Evoker,TwistingNether,healer,Preservation,54,7996,15528,81.5,98.0,263.4,2026-04-22
Becuula,Priest,Blackrock,healer,Holy,1,7896,7896,80.0,80.0,421.0,2023-04-19
Moomoos,Priest,TarrenMill,healer,Holy,1,7657,7657,82.0,82.0,413.0,2023-05-21
Deityp,Priest,Kazzak,healer,Holy,4,7392,8711,49.8,71.0,486.0,2024-01-24
Alannaria,Monk,Kazzak,healer,Mistweaver,9,7207,10288,38.6,49.0,485.0,2024-01-24
Megon,Evoker,TwistingNether,healer,Preservation,2,7163,7252,78.5,80.0,404.0,2023-05-28
Budgetgoku,Paladin,TwistingNether,healer,Holy,29,7002,22376,67.3,90.0,318.2,2026-04-08
Unravel,Evoker,TwistingNether,healer,Preservation,116,6688,13646,64.5,96.0,407.6,2023-04-25
Drinkinwater,Evoker,TwistingNether,healer,Preservation,3,6256,10377,72.7,99.0,383.0,2022-12-18
Châmpion,Paladin,TwistingNether,healer,Holy,2,5382,5726,5.0,6.0,422.5,2023-05-28
Argentvixen,Paladin,TwistingNether,healer,Holy,10,5146,6424,7.1,11.0,404.0,2023-06-04
Sirwaka,Shaman,Turalyon,healer,Restoration,12,4626,9259,33.2,57.0,427.0,2023-12-10
Superfan,Shaman,TwistingNether,healer,Restoration,210,4613,191449,51.9,88.0,264.7,2025-08-31
Ilovebigd,Druid,TwistingNether,healer,Restoration,3,4302,5394,76.7,85.0,382.0,2022-12-18
Waka,Shaman,Turalyon,healer,Restoration,2,4187,8229,null,null,595.0,2024-10-27
Nikaea,Evoker,TwistingNether,healer,Preservation,11,4046,6560,40.9,63.0,407.5,2023-05-28
Temiti,Druid,TwistingNether,healer,Restoration,12,3691,5518,79.1,96.0,240.5,2026-03-23
Roadruid,Druid,TwistingNether,healer,Restoration,7,3680,9915,36.3,68.0,338.6,2023-07-17
Curostyle,Druid,Zul'jin,healer,Restoration,1,3658,3658,2.0,2.0,572.0,2024-09-17
Sachro,Paladin,TarrenMill,healer,Holy,11,3436,7541,93.8,99.0,268.1,2022-03-23
Chryses,Paladin,Doomhammer,healer,Holy,16,3045,7127,85.6,97.0,262.3,2022-04-04
Emortalio,Paladin,TarrenMill,healer,Holy,3,2953,4281,50.3,66.0,250.7,2022-02-25
Kaboomïe,Druid,TwistingNether,healer,Restoration,5,2879,6730,36.2,60.0,475.6,2024-01-07
Emollient,Druid,TwistingNether,healer,Restoration,8,2787,4820,47.9,78.0,368.0,2022-12-21
Noevoker,Evoker,TwistingNether,healer,Preservation,16,2732,10320,37.2,84.0,385.5,2023-02-26
Glimmerandy,Paladin,TarrenMill,healer,Holy,12,2566,4752,77.2,95.0,230.5,2021-07-28
Naughtynursé,Priest,TarrenMill,healer,Discipline,2,2365,3023,34.5,52.0,245.0,2022-02-25
Loraze,Paladin,Ragnaros,healer,Holy,6,2304,3398,95.7,99.0,228.0,2021-03-14
Retball,Paladin,TwistingNether,healer,Holy,15,2194,5343,42.6,91.0,245.7,2021-11-01
Sojbée,Paladin,TarrenMill,healer,Holy,2,2174,2439,66.0,94.0,242.0,2021-08-15
Rossbestie,Paladin,Kazzak,healer,Holy,6,2172,2557,83.5,95.0,229.3,2021-08-10
Dùn,Paladin,TwistingNether,healer,Holy,6,2152,2772,88.0,93.0,191.0,2021-03-21
Mikeoxlonger,Shaman,TwistingNether,healer,Restoration,3,2105,2254,88.3,93.0,279.3,2022-08-29
Trashindo,Paladin,Zul'jin,healer,Holy,4,2070,3064,49.5,62.0,231.0,2021-09-03
Kerstvrouw,Shaman,Kazzak,healer,Restoration,2,2029,2436,87.5,89.0,241.0,2021-09-03
Planked,Paladin,TarrenMill,healer,Holy,3,1968,2306,72.0,76.0,228.0,2021-07-14
Maurne,Shaman,Garona,healer,Restoration,1,1851,1851,79.0,79.0,220.0,2021-09-03
Roaviel,Paladin,TwistingNether,healer,Holy,8,1838,2427,62.5,76.0,220.8,2021-09-12
Napoletana,Paladin,Archimonde,healer,Holy,1,1830,1830,51.0,51.0,244.0,2021-09-03
Katchi,Monk,Sylvanas,healer,Mistweaver,4,1799,2131,14.8,18.0,156.0,2026-02-02
Bamie,Monk,TwistingNether,healer,Mistweaver,134,1758,4923,55.5,96.0,264.1,2022-09-12
Midasheal,Shaman,TwistingNether,healer,Restoration,18,1711,3019,84.9,97.0,244.9,2021-09-08
Neylara,Paladin,Draenor,healer,Holy,5,1681,1939,65.0,70.0,243.0,2021-09-02
Xaxatumba,Shaman,TarrenMill,healer,Restoration,1,1633,1633,98.0,98.0,223.0,2021-03-12
Nodruìd,Druid,TwistingNether,healer,Restoration,2,1587,1669,22.5,27.0,381.0,2023-01-01
Sotruebestie,Monk,TarrenMill,healer,Mistweaver,10,1533,2795,26.2,54.0,272.5,2022-09-14
Riggins,Paladin,TarrenMill,healer,Holy,7,1516,2084,49.1,66.0,213.7,2021-08-10
Zanelor,Paladin,TwistingNether,healer,Holy,17,1486,2037,88.4,97.0,207.1,2021-02-24
Fayelina,Druid,TwistingNether,healer,Restoration,12,1425,2643,91.8,98.0,261.0,2022-03-16
Osyraa,Paladin,TwistingNether,healer,Holy,2,1384,1500,39.5,44.0,254.0,2022-03-02
Epitome,Paladin,BurningLegion,healer,Holy,2,1345,1668,55.0,64.0,222.0,2021-03-28
Hanniel,Priest,TarrenMill,healer,Discipline,2,1330,1330,96.0,96.0,236.0,2021-07-28
Bií,Monk,TwistingNether,healer,Mistweaver,44,1261,2985,58.3,88.0,229.2,2021-08-16
Katayoon,Paladin,Kazzak,healer,Holy,5,1246,1677,34.2,58.0,228.0,2021-07-14
Würschtli,Paladin,Durotan,healer,Holy,5,1245,1768,74.4,92.0,201.0,2021-03-25
Lalísa,Priest,TarrenMill,healer,Holy,10,1209,1945,57.5,72.0,278.8,2022-09-14
Kaleiaqt,Priest,Kazzak,healer,Discipline,1,1126,1126,63.0,63.0,247.0,2021-09-13
Zmigavac,Shaman,TarrenMill,healer,Restoration,1,1111,1111,90.0,90.0,240.0,2021-08-29
Nieves,Evoker,TwistingNether,healer,Preservation,8,1102,2396,10.0,17.0,430.6,2023-05-31
Gagmyheals,Priest,TarrenMill,healer,Discipline,10,1070,1352,41.9,66.0,220.0,2021-08-10
Deblaze,Shaman,Blackrock,healer,Restoration,1,1062,1062,98.0,98.0,223.0,2021-03-12
Colyhunt,Priest,Ragnaros,healer,Discipline,2,1061,1121,95.5,97.0,222.0,2021-03-25
Klâusbärbel,Paladin,Blackhand,healer,Holy,5,1059,1189,29.6,36.0,220.0,2021-09-02
Oxhorde,Druid,TwistingNether,healer,Restoration,156,1059,4653,69.8,99.0,270.9,2022-09-14
Smallmonk,Monk,TarrenMill,healer,Mistweaver,7,993,1064,66.4,85.0,225.0,2021-07-12
Nelethe,Priest,Stormscale,healer,Discipline,2,962,1400,40.5,68.0,238.5,2021-08-15
Firkapriest,Priest,Blackrock,healer,Discipline,1,935,935,66.0,66.0,219.0,2021-04-14
Alzaria,Priest,TwistingNether,healer,Discipline,96,887,1349,41.4,85.0,221.5,2021-04-05
Cedrik,Paladin,Nemesis,healer,Holy,1,879,879,72.0,72.0,220.0,2021-04-04
Goonpal,Paladin,Draenor,healer,Holy,4,871,1186,30.5,33.0,213.0,2021-03-07
Ashhex,Shaman,Draenor,healer,Restoration,2,866,1145,71.0,78.0,236.0,2021-09-03
Sowet,Shaman,Silvermoon,healer,Restoration,1,836,836,62.0,62.0,250.0,2022-02-22
Zeo,Priest,TwistingNether,healer,Discipline,3,802,858,25.0,44.0,199.0,2021-03-07
Horticulture,Druid,TwistingNether,healer,Restoration,47,772,1266,68.3,92.0,284.8,2022-09-14
Rinaldi,Priest,EmeraldDream,healer,Discipline,3,736,794,50.3,63.0,205.0,2021-03-25
Semyda,Priest,Blackmoore,healer,Holy,1,724,724,87.0,87.0,236.0,2021-08-15
Shíva,Paladin,Kazzak,healer,Holy,2,654,789,27.5,30.0,216.0,2021-03-12
Bamoo,Druid,TwistingNether,healer,Restoration,2,648,1120,47.5,76.0,239.0,2021-09-13
Zeah,Priest,Twilight'sHammer,healer,Holy,1,648,648,89.0,89.0,206.0,2021-04-14
Haniêl,Druid,TarrenMill,healer,Restoration,1,636,636,92.0,92.0,224.0,2021-03-28
Diggaheal,Priest,Eredar,healer,Holy,1,625,625,85.0,85.0,210.0,2021-04-04
Wogarstorm,Shaman,Nemesis,healer,Restoration,8,621,1810,56.0,82.0,243.0,2021-09-02
Kashee,Priest,BurningBlade,healer,Discipline,1,601,601,32.0,32.0,218.0,2021-04-04
Misume,Priest,Draenor,healer,Holy,1,597,597,96.0,96.0,224.0,2021-02-21
Scapter,Priest,Magtheridon,healer,Holy,1,587,587,95.0,95.0,219.0,2021-04-04
Yggpriest,Priest,TarrenMill,healer,Discipline,3,567,733,9.3,17.0,202.0,2021-03-12
Meildruid,Druid,TarrenMill,healer,Restoration,5,564,1054,92.0,98.0,194.8,2021-03-12
Gwynedd,Priest,Eredar,healer,Holy,2,564,787,86.0,94.0,219.0,2021-03-12
Dekmerus,Druid,Blackrock,healer,Restoration,2,508,797,91.0,97.0,220.0,2021-03-12
Freakmoon,Druid,Draenor,healer,Restoration,1,493,493,70.0,70.0,239.0,2021-09-03
Sterlingdual,Druid,TwistingNether,healer,Restoration,11,476,1117,59.5,75.0,224.0,2021-09-13
Белёсая,Priest,СвежевательДуш,healer,Discipline,1,470,470,14.0,14.0,200.0,2021-03-25
Kaleia,Priest,Draenor,healer,Holy,1,436,436,82.0,82.0,217.0,2021-01-25
Synthôras,Druid,Malfurion,healer,Restoration,1,431,431,86.0,86.0,211.0,2021-04-14
Sankoupala,Paladin,Blackrock,healer,Holy,1,411,411,32.0,32.0,223.0,2021-03-12
Myhlla,Druid,Draenor,healer,Restoration,2,402,440,89.5,92.0,196.0,2021-04-14
Touchie,Shaman,Kazzak,healer,Restoration,5,392,677,77.0,91.0,200.4,2021-03-25
Lalune,Druid,TwistingNether,healer,Restoration,3,364,442,66.0,76.0,235.0,2021-08-10
Колякамаляка,Druid,Галакронд,healer,Restoration,3,359,476,56.3,60.0,225.0,2021-09-02
Gozpriest,Priest,TarrenMill,healer,Holy,2,359,585,63.5,83.0,220.0,2021-03-12
Korrâ,Shaman,Kazzak,healer,Restoration,2,354,455,80.0,83.0,221.0,2021-03-12
Realnature,Druid,Draenor,healer,Restoration,2,343,434,61.5,62.0,209.0,2021-09-02
Emmabestie,Druid,TarrenMill,healer,Restoration,1,317,317,79.0,79.0,222.0,2021-04-18
Dyokixass,Shaman,Mal'Ganis,healer,Restoration,2,310,377,76.5,80.0,221.0,2021-04-14
Soggodon,Shaman,TarrenMill,healer,Restoration,2,309,323,41.5,48.0,228.0,2021-08-10
Shockxtar,Shaman,Blackrock,healer,Restoration,2,303,329,74.0,76.0,214.0,2021-04-04
Seroq,Priest,Thrall,healer,Holy,1,273,273,66.0,66.0,217.0,2021-04-18
Dadylonglegs,Druid,Kazzak,healer,Restoration,3,270,541,45.3,72.0,234.7,2021-08-10
Toomanyloas,Shaman,Lightning'sBlade,healer,Restoration,2,237,237,61.0,61.0,205.0,2021-03-21
Melanzani,Priest,Anub'arak,healer,Holy,1,232,232,40.0,40.0,228.0,2021-07-14
Velanidis,Druid,Draenor,healer,Restoration,1,228,228,58.0,58.0,241.0,2021-08-08
Roapriest,Priest,TwistingNether,healer,Holy,60,227,1083,36.6,89.0,230.0,2022-08-24
Hugrus,Shaman,Hyjal,healer,Restoration,2,196,228,66.0,66.0,199.0,2021-03-25
Megasaga,Priest,TwistingNether,healer,Holy,17,190,391,36.4,70.0,223.9,2021-09-02
Kaguedes,Druid,GrimBatol,healer,Restoration,1,186,186,66.0,66.0,218.0,2021-03-12
Dancebear,Druid,TwistingNether,healer,Restoration,100,184,619,51.3,97.0,215.7,2021-04-14
Chainthunder,Shaman,TwistingNether,healer,Restoration,5,175,303,37.2,45.0,227.0,2021-07-14
Lippe,Shaman,Thrall,healer,Restoration,14,166,652,49.1,95.0,215.0,2021-03-14
Adsham,Shaman,Kazzak,healer,Restoration,1,154,154,71.0,71.0,218.0,2021-03-28
Егуртвштанах,Monk,СвежевательДуш,healer,Mistweaver,4,151,288,39.5,59.0,197.0,2021-02-07
Brazzershill,Shaman,TwistingNether,healer,Restoration,89,146,1706,17.3,70.0,236.1,2022-02-25
Эурун,Priest,СтражСмерти,healer,Holy,6,143,217,27.0,38.0,223.2,2021-08-10
Wrucebillis,Shaman,Blackrock,healer,Restoration,2,135,172,54.0,63.0,225.0,2021-03-25
Milkpower,Druid,Drak'thul,healer,Restoration,1,91,91,40.0,40.0,215.0,2021-04-18
Betonkakokos,Druid,Drak'thul,healer,Restoration,3,90,250,25.3,72.0,216.0,2021-03-28
Fatbóy,Druid,Draenor,healer,Restoration,6,87,117,34.0,43.0,214.0,2021-03-21
Argho,Shaman,Draenor,healer,Restoration,3,67,134,41.7,54.0,209.0,2021-03-12
Chàsmata,Shaman,Blackrock,healer,Restoration,1,62,62,38.0,38.0,214.0,2021-03-07
Beardulon,Druid,TarrenMill,healer,Restoration,1,51,51,17.0,17.0,204.0,2021-03-12
Fistfilé,Monk,TwistingNether,healer,Mistweaver,3,26,79,15.0,39.0,172.0,2021-02-21
Atisch,Monk,Blackrock,healer,Mistweaver,4,19,40,15.0,25.0,211.0,2021-02-07
Meezy,Druid,Ragnaros,healer,Restoration,10,3,33,1.4,8.0,220.4,2021-08-15
Roaman,Shaman,TwistingNether,healer,Restoration,7,0,0,22.9,30.0,198.9,2021-02-28
nil,Priest,null,healer,Holy,1,null,null,null,null,null,2021-08-15
Emsy,Priest,TarrenMill,healer,Discipline,1,null,null,null,null,247.0,2021-10-07
Fireclap,Warrior,Kazzak,tank,Protection,1,4206647,4206647,77.0,77.0,729.0,2025-12-01
Piyan,Monk,TwistingNether,tank,Brewmaster,45,3264078,4991100,86.8,98.0,709.9,2025-11-05
Luwâ,Paladin,Norgannon,tank,Protection,3,2713382,3300238,66.3,69.0,701.3,2025-12-01
Brickyd,Warrior,TwistingNether,tank,Protection,64,2585827,5237666,88.1,99.0,690.5,2025-10-13
Kukkaboika,Monk,Stormreaver,tank,Brewmaster,2,2482952,2861571,62.0,65.0,728.0,2025-12-01
Poluxena,DemonHunter,Sanguino,tank,Vengeance,4,2405740,3279717,45.8,63.0,711.0,2025-12-01
Yooywar,Warrior,Silvermoon,tank,Protection,2,2197904,2333567,50.0,64.0,723.0,2025-12-01
Nörbuc,Paladin,TwistingNether,tank,Protection,6,2013762,2664813,52.0,59.0,707.0,2025-09-14
Iustitiæ,Warrior,TwistingNether,tank,Protection,4,1807391,2054016,88.0,92.0,678.0,2025-05-28
Cherven,DeathKnight,TwistingNether,tank,Blood,98,1623075,4948111,78.4,100.0,619.4,2026-01-26
Kaalki,Warrior,Sanguino,tank,Protection,1,1540148,1540148,81.0,81.0,683.0,2025-06-18
Holizer,Paladin,Blackhand,tank,Protection,2,1429320,1522272,null,null,623.0,2024-10-27
Blessedpee,Paladin,TwistingNether,tank,Protection,5,1350083,2085316,28.8,45.0,696.6,2025-08-31
Budgetgoku,Paladin,TwistingNether,tank,Protection,106,1314105,2540794,94.2,99.0,659.6,2025-07-02
Enjiie,DemonHunter,TwistingNether,tank,Vengeance,6,1168665,2003191,57.3,81.0,681.5,2025-06-18
Benfarmer,Druid,ArgentDawn,tank,Guardian,7,1105898,1573557,59.4,80.0,668.0,2025-06-18
Enjiedk,DeathKnight,TwistingNether,tank,Blood,3,1009909,1050248,39.0,42.0,677.0,2025-06-18
Lyktan,Druid,Azuremyst,tank,Guardian,3,938825,1042983,50.3,69.0,678.0,2025-05-25
Banitsa,DemonHunter,TwistingNether,tank,Vengeance,10,812199,1064093,75.1,89.0,632.2,2025-03-16
Bladelady,Paladin,Pozzodell'Eternità,tank,Protection,1,803862,803862,26.0,26.0,661.0,2025-05-25
Chèx,Paladin,Antonidas,tank,Protection,1,727630,727630,69.0,69.0,635.0,2025-01-13
Chardadot,Druid,Hyjal,tank,Guardian,1,721466,721466,12.0,12.0,697.0,2025-12-01
Lenus,DemonHunter,TwistingNether,tank,Vengeance,822,690319,5164150,84.0,99.0,525.6,2026-04-22
Hanjuo,Monk,Alleria,tank,Brewmaster,7,631395,761015,18.0,26.0,660.0,2025-05-18
Walace,Paladin,Silvermoon,tank,Protection,1,623185,623185,7.0,7.0,686.0,2025-12-01
Johonnyb,DemonHunter,Stormreaver,tank,Vengeance,3,567018,570571,49.7,56.0,639.0,2025-03-09
Sozaoh,DemonHunter,Blackmoore,tank,Vengeance,3,561557,602033,14.3,23.0,656.3,2025-05-25
Nazrelina,Warrior,Ragnaros,tank,Protection,3,543637,599652,48.7,54.0,636.0,2025-01-13
Exodius,Druid,Zenedar,tank,Guardian,8,541996,1086519,null,null,624.0,2024-10-23
Kræft,DemonHunter,Ghostlands,tank,Vengeance,8,518448,626486,84.4,88.0,611.0,2024-10-30
Jujubrew,Monk,Draenor,tank,Brewmaster,8,516577,607251,78.8,87.0,614.0,2024-10-30
Razarel,DeathKnight,Turalyon,tank,Blood,1,499410,499410,54.0,54.0,604.0,2024-09-17
Maldax,DemonHunter,ColinasPardas,tank,Vengeance,1,496057,496057,9.0,9.0,655.0,2025-05-25
Evestirwin,DemonHunter,TwistingNether,tank,Vengeance,33,490623,1119493,34.8,57.0,609.8,2025-07-06
Jôchên,Paladin,Antonidas,tank,Protection,4,489142,521527,54.5,61.0,629.0,2025-01-13
Getfresh,Warrior,TwistingNether,tank,Protection,90,465191,750166,71.1,96.0,594.4,2024-11-20
Appletiser,Druid,TwistingNether,tank,Guardian,27,451643,1101009,65.9,92.0,607.2,2024-10-27
Malloc,DemonHunter,TwistingNether,tank,Vengeance,15,447826,767647,73.5,95.0,611.5,2024-10-06
Adriank,DeathKnight,Proudmoore,tank,Blood,1,445226,445226,30.0,30.0,604.0,2024-09-17
Dorathy,Warrior,TwistingNether,tank,Protection,8,409636,741093,null,null,600.0,2024-10-23
Roejogan,Warrior,TarrenMill,tank,Protection,21,375412,480343,67.1,91.0,605.8,2024-09-29
Ærra,DemonHunter,Kazzak,tank,Vengeance,8,362778,416805,69.5,92.0,599.1,2024-09-25
Alontar,Paladin,Tyrande,tank,Protection,5,362246,441169,13.0,23.0,639.0,2025-03-09
