player_name,player_class,total_deaths,kills_tracked,deaths_per_kill,most_common_killing_blow,most_common_killing_blow_count,zones_died_in,last_death_timestamp_ms
Btrmage,Mage,4,0,4.0,Impaled,1,"[""Nerub-ar Palace""]",1229495
Kaelinor,Mage,4,0,4.0,Venomous Rain,3,"[""Nerub-ar Palace""]",1229494
Mätsu,DemonHunter,4,0,4.0,Venomous Rain,2,"[""Nerub-ar Palace""]",1222776
Krigarenandy,Warrior,4,0,4.0,Venomous Rain,2,"[""Nerub-ar Palace""]",1233511
Скорпих,Mage,4,0,4.0,Reckless Impact,2,"[""Nerub-ar Palace""]",5263061
Stunlock,Rogue,4,0,4.0,Venomous Rain,3,"[""Nerub-ar Palace""]",4164006
Methlocke,Warlock,4,0,4.0,Reaction Vapor,2,"[""Nerub-ar Palace""]",7701725
Gétafíx,Shaman,4,0,4.0,Reckless Impact,3,"[""Nerub-ar Palace""]",1222628
Kròpta,Shaman,4,1,4.0,Big Bad Buncha Bombs,2,"[""Liberation of Undermine""]",4063341
Hinvis,Warlock,4,0,4.0,Reckless Impact,2,"[""Nerub-ar Palace""]",1222773
Hölïtä,Hunter,4,0,4.0,Venomous Rain,2,"[""Nerub-ar Palace""]",5263321
Ilovelatinas,Mage,4,0,4.0,Web Bomb,2,"[""Nerub-ar Palace""]",1227747
Aelio,Shaman,4,0,4.0,Binding Webs,1,"[""Nerub-ar Palace""]",1242169
Akina,Monk,4,0,4.0,Reckless Impact,2,"[""Nerub-ar Palace""]",1222775
Stråkon,Paladin,4,0,4.0,Reckless Impact,3,"[""Nerub-ar Palace""]",1222625
Paambnocilla,DemonHunter,4,0,4.0,Poison Bolt,2,"[""Nerub-ar Palace""]",1222774
Hikura,Priest,4,0,4.0,Reckless Impact,2,"[""Nerub-ar Palace""]",1229493
Sillvermoon,Paladin,4,0,4.0,Reckless Impact,3,"[""Nerub-ar Palace""]",5270339
Каринка,Shaman,4,0,4.0,Sapper's Satchel,1,"[""Liberation of Undermine""]",3802774
Chormar,Shaman,4,0,4.0,Melee,1,"[""Nerub-ar Palace""]",1229492
Kurathikai,Warrior,4,0,4.0,Venomous Rain,1,"[""Nerub-ar Palace""]",1222626
James,Evoker,4,0,4.0,Venom Nova,3,"[""Nerub-ar Palace""]",7697557
Djungelskog,Warlock,4,1,4.0,Firewall,1,"[""Blackrock Depths""]",1957430
Fíeldmedíc,Shaman,4,0,4.0,Canister Detonation,2,"[""Liberation of Undermine""]",2634281
Koriekin,Druid,203,52,3.9,Double-Minded Fury,17,"[""Liberation of Undermine""]",7873838
Garsias,Shaman,525,141,3.72,Oblivion,55,"[""Manaforge Omega"",""VS / DR / MQD""]",25130919
Svenoz,Hunter,11,3,3.67,Searing Sparks,2,"[""Amirdrassil, the Dream's Hope""]",5477890
Krepowl,Druid,11,3,3.67,Melee,2,"[""Liberation of Undermine""]",9172128
Spêctrum,Warlock,11,3,3.67,Thundering Impact,2,"[""Amirdrassil, the Dream's Hope""]",5527960
Yearninghunt,Hunter,18,5,3.6,Melee,5,"[""Blackrock Depths""]",7367491
Ashyminge,Mage,1054,297,3.55,Oblivion,45,"[""Liberation of Undermine"",""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega""]",25130425
Stwrithe,Warlock,63,18,3.5,Pay-Line,13,"[""Liberation of Undermine""]",7835206
Màze,DemonHunter,7,2,3.5,Null Binding,1,"[""Manaforge Omega""]",3904003
Wolfdk,DeathKnight,7,2,3.5,Oblivion,2,"[""Manaforge Omega""]",4121079
Kalimoon,Mage,10,3,3.33,Searing Sparks,2,"[""Amirdrassil, the Dream's Hope""]",5518742
Mægisk,Rogue,1101,358,3.08,Oblivion,64,"[""Vault of the Incarnates"",""Manaforge Omega"",""Liberation of Undermine"",""Blackrock Depths"",""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope""]",25132081
Cherven,DeathKnight,342,112,3.05,Cosmic Radiation,39,"[""Liberation of Undermine"",""Nerub-ar Palace"",""Manaforge Omega"",""Blackrock Depths""]",24953602
Cutefist,Monk,292,96,3.04,Polarized Catastro-Blast,21,"[""Liberation of Undermine"",""Blackrock Depths""]",11273720
Larssonoker,Evoker,413,137,3.01,Reckless Impact,41,"[""Nerub-ar Palace"",""Liberation of Undermine"",""Vault of the Incarnates"",""Aberrus, the Shadowed Crucible""]",21475596
Üff,Hunter,9,3,3.0,Thundering Impact,2,"[""Amirdrassil, the Dream's Hope""]",5512381
Frostfury,Mage,3,0,3.0,Reckless Impact,3,"[""Nerub-ar Palace""]",1027910
Hygieia,Druid,3,0,3.0,Shock Barrage,1,"[""Liberation of Undermine""]",6916617
Elpudde,Shaman,3,1,3.0,Crystalline Shockwave,2,"[""Manaforge Omega""]",4797031
Morged,Druid,3,1,3.0,Scatterblast Canisters,1,"[""Liberation of Undermine""]",6508082
Frexa,Druid,3,0,3.0,Reckless Impact,3,"[""Nerub-ar Palace""]",5777554
Pewpewexi,Hunter,3,0,3.0,Reckless Impact,3,"[""Nerub-ar Palace""]",4131107
Thechosenice,DeathKnight,3,0,3.0,Piercing Strike,2,"[""Nerub-ar Palace""]",4148523
Blinkmyballs,Mage,3,0,3.0,Reckless Impact,2,"[""Nerub-ar Palace""]",4165943
Manthaa,Priest,3,0,3.0,Burrowed Eruption,1,"[""Nerub-ar Palace""]",4162298
Dractürgriff,Evoker,3,0,3.0,Reckless Impact,3,"[""Nerub-ar Palace""]",4131106
Extaâ,Mage,3,0,3.0,Reckless Impact,1,"[""Nerub-ar Palace""]",5777566
Dxdydz,Shaman,3,1,3.0,Enraged Tantrum,2,"[""Manaforge Omega""]",4797032
Stronk,Warlock,3,0,3.0,Reckless Charge,1,"[""Nerub-ar Palace""]",4131104
Sapspyro,Evoker,3,0,3.0,Venomous Rain,3,"[""Nerub-ar Palace""]",4153839
Metheda,Hunter,3,0,3.0,Seal the Forge,1,"[""Manaforge Omega""]",5787108
Bigbeartank,Druid,159,54,2.94,Poison Burst,23,"[""Blackrock Depths"",""Nerub-ar Palace""]",21485864
Bensbear,Druid,100,34,2.94,Polarized Catastro-Blast,20,"[""Liberation of Undermine""]",10745002
Kalshiro,Druid,20,7,2.86,Lair Weaving,2,"[""Manaforge Omega""]",7843666
Rizzleton,Shaman,389,137,2.84,Polarized Catastro-Blast,28,"[""Liberation of Undermine"",""Nerub-ar Palace""]",11364112
Jumzo,Paladin,887,319,2.78,Oblivion,62,"[""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega"",""Liberation of Undermine"",""VS / DR / MQD""]",25131288
Belcarra,Rogue,25,9,2.78,Blaze,4,"[""Nerub-ar Palace"",""Blackrock Depths""]",8935728
Benshammy,Shaman,25,9,2.78,Reactive Froth,4,"[""Nerub-ar Palace"",""Liberation of Undermine""]",9170926
Eppatdh,DemonHunter,11,4,2.75,Violent Eruption,2,"[""Aberrus, the Shadowed Crucible""]",5460947
Nazrelina,Warrior,8,3,2.67,Liquefy,2,"[""Nerub-ar Palace""]",7698732
Lazlow,Warlock,8,3,2.67,Acrid Presence,1,"[""Nerub-ar Palace""]",7703633
Explorer,Paladin,758,285,2.66,Melee,57,"[""Liberation of Undermine"",""Blackrock Depths"",""Nerub-ar Palace""]",21485070
Aideen,Warlock,207,81,2.56,Reckless Impact,27,"[""Nerub-ar Palace""]",20026740
Budgetgoku,Paladin,433,172,2.52,Melee,75,"[""Nerub-ar Palace"",""Liberation of Undermine"",""VS / DR / MQD"",""Manaforge Omega""]",11382251
Yearning,Monk,1025,414,2.48,Oblivion,43,"[""Amirdrassil, the Dream's Hope"",""Manaforge Omega"",""Aberrus, the Shadowed Crucible"",""Nerub-ar Palace"",""Vault of the Incarnates"",""Liberation of Undermine"",""VS / DR / MQD""]",25132033
Temitiri,Shaman,915,374,2.45,Reckless Impact,54,"[""Nerub-ar Palace"",""Liberation of Undermine"",""Vault of the Incarnates"",""Manaforge Omega"",""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible""]",24945938
Enjiie,DemonHunter,366,152,2.41,Discarded Doomsplosive,23,"[""Liberation of Undermine"",""Nerub-ar Palace""]",11180985
Wanchan,Mage,767,322,2.38,Melee,42,"[""Liberation of Undermine"",""Nerub-ar Palace"",""Vault of the Incarnates""]",19500467
Cogsy,Hunter,184,79,2.33,Astral Surge,22,"[""Manaforge Omega""]",15215283
Pattern,Warlock,169,73,2.32,Double-Minded Fury,18,"[""Liberation of Undermine"",""Manaforge Omega"",""Nerub-ar Palace""]",9363899
Yearnvoker,Evoker,185,83,2.23,Astral Surge,22,"[""Manaforge Omega""]",15315254
Willowwisp,Druid,414,189,2.19,Unstable Cluster Bomb,22,"[""Nerub-ar Palace"",""Liberation of Undermine""]",19516189
Evereld,Priest,394,180,2.19,Cosmic Radiation,39,"[""Liberation of Undermine"",""Manaforge Omega""]",24955454
Ney,Priest,13,6,2.17,Crystalline Shockwave,2,"[""Manaforge Omega""]",8913439
Sebaheoung,Warlock,462,223,2.07,Oblivion,46,"[""Manaforge Omega"",""Liberation of Undermine"",""Nerub-ar Palace"",""Vault of the Incarnates"",""VS / DR / MQD""]",24950713
Pouflepalouf,Paladin,6,3,2.0,Acrid Presence,2,"[""Nerub-ar Palace""]",7381535
Hreidamar,Rogue,4,2,2.0,Zagging Zizzler,2,"[""Liberation of Undermine""]",4050443
Hatewatching,Monk,4,2,2.0,Blastburn Roarcannon,2,"[""Liberation of Undermine""]",8973770
Chardadot,Druid,2,1,2.0,Oblivion,1,"[""Manaforge Omega""]",441884
Ilealie,Priest,2,0,2.0,Self-Destruct,1,"[""Manaforge Omega""]",5837178
Danoox,DemonHunter,2,0,2.0,Self-Destruct,1,"[""Manaforge Omega""]",5837177
Qiceti,Hunter,2,1,2.0,Crystalline Shockwave,2,"[""Manaforge Omega""]",4737575
Màssàcro,Paladin,2,0,2.0,Binding Webs,1,"[""Nerub-ar Palace""]",601367
Vécseykarcsi,DeathKnight,2,0,2.0,Melee,1,"[""Manaforge Omega""]",5844196
Izlandhil,Paladin,2,0,2.0,Melee,1,"[""Manaforge Omega""]",5853054
Jage,Mage,2,0,2.0,Self-Destruct,1,"[""Manaforge Omega""]",5837170
Karlosmmh,Shaman,2,0,2.0,Venomous Rain,1,"[""Nerub-ar Palace""]",5640962
Endonaen,Druid,2,0,2.0,Tyranny,1,"[""Manaforge Omega""]",5835727
Shoopzz,Shaman,2,0,2.0,Web Bomb,1,"[""Nerub-ar Palace""]",1222628
Loccalo,Warlock,2,0,2.0,Reap,1,"[""Manaforge Omega""]",5837172
Поджечь,Warlock,2,0,2.0,Vanquish,1,"[""Manaforge Omega""]",5721116
Narathon,Evoker,2,1,2.0,Tyranny,1,"[""Manaforge Omega""]",5837165
Lilleso,DemonHunter,2,0,2.0,Self-Destruct,1,"[""Manaforge Omega""]",5837173
Катушка,Warrior,2,0,2.0,Melee,1,"[""Manaforge Omega""]",5840586
Delivery,Shaman,2,1,2.0,Massive Smash,1,"[""Manaforge Omega""]",441172
Ventrus,Rogue,2,0,2.0,Vanquish,1,"[""Manaforge Omega""]",5684651
Deea,Paladin,2,0,2.0,Vanquish,1,"[""Manaforge Omega""]",5636183
Turbohot,Hunter,1313,661,1.99,Oblivion,54,"[""Vault of the Incarnates"",""Liberation of Undermine"",""Nerub-ar Palace"",""Manaforge Omega"",""Aberrus, the Shadowed Crucible"",""Amirdrassil, the Dream's Hope"",""VS / DR / MQD""]",25131241
Axonea,Shaman,425,216,1.97,Reckless Impact,39,"[""Liberation of Undermine"",""Nerub-ar Palace""]",21217011
Rivey,Monk,126,64,1.97,Oblivion,19,"[""Manaforge Omega"",""VS / DR / MQD""]",24950615
Magicwingers,Evoker,1379,722,1.91,Oblivion,71,"[""Blackrock Depths"",""Aberrus, the Shadowed Crucible"",""Manaforge Omega"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace"",""Liberation of Undermine""]",25132932
Reminiscence,DeathKnight,44,23,1.91,Poison Burst,11,"[""Nerub-ar Palace""]",9197182
Brickyd,Warrior,147,78,1.88,Melee,16,"[""Nerub-ar Palace"",""Manaforge Omega"",""Liberation of Undermine""]",15215281
Jabs,Monk,15,8,1.88,Melee,3,"[""Blackrock Depths""]",10040270
Panster,Shaman,13,7,1.86,Acrid Presence,2,"[""Nerub-ar Palace""]",7699728
Mêoow,Druid,138,76,1.82,Astral Surge,26,"[""Manaforge Omega"",""Liberation of Undermine""]",15311575
Blessedpee,Paladin,9,5,1.8,Melee,3,"[""Manaforge Omega""]",8548251
Bpd,Warlock,218,122,1.79,Discarded Doomsplosive,17,"[""VS / DR / MQD"",""Liberation of Undermine""]",11363429
Waka,Shaman,25,14,1.79,Blaze,7,"[""Blackrock Depths"",""Liberation of Undermine""]",9153294
Feilfarga,Hunter,14,8,1.75,Cataclysmic Entropy,2,"[""Nerub-ar Palace""]",5756101
Eleftheria,Priest,7,4,1.75,Acidic Stupor,1,"[""Nerub-ar Palace""]",9635738
Lòómy,Shaman,7,4,1.75,Scatterblast Canisters,3,"[""Liberation of Undermine""]",6758449
Medoyssa,DemonHunter,12,7,1.71,Reaction Vapor,2,"[""Nerub-ar Palace""]",7697759
Daydreaming,Warrior,114,67,1.7,Lair Weaving,10,"[""Manaforge Omega""]",15235262
Neyaara,Paladin,759,450,1.69,Oblivion,55,"[""Amirdrassil, the Dream's Hope"",""Blackrock Depths"",""Manaforge Omega"",""Aberrus, the Shadowed Crucible"",""Liberation of Undermine"",""Nerub-ar Palace"",""Vault of the Incarnates""]",20043599
Jonyboy,Warrior,49,29,1.69,Astral Surge,5,"[""Liberation of Undermine"",""Manaforge Omega""]",6699475
Televisions,Priest,1177,702,1.68,Oblivion,51,"[""Vault of the Incarnates"",""Blackrock Depths"",""Nerub-ar Palace"",""Manaforge Omega"",""Liberation of Undermine""]",24950822
Jadsrune,DeathKnight,77,46,1.67,Melee,19,"[""Manaforge Omega"",""VS / DR / MQD""]",10847671
Typ,Warrior,50,30,1.67,Melee,4,"[""VS / DR / MQD""]",11124238
Chubbyweaver,Monk,5,3,1.67,Shakedown,1,"[""Liberation of Undermine""]",9644434
Yellowbb,Paladin,13,8,1.63,Volatile Concoction,2,"[""Nerub-ar Palace""]",8927593
Lenus,DemonHunter,1316,813,1.62,Melee,191,"[""Liberation of Undermine"",""Amirdrassil, the Dream's Hope"",""VS / DR / MQD"",""Nerub-ar Palace"",""Vault of the Incarnates"",""Manaforge Omega"",""Aberrus, the Shadowed Crucible"",""Blackrock Depths""]",24950621
Iustitiæ,Warrior,734,457,1.61,Melee,59,"[""Liberation of Undermine"",""Nerub-ar Palace"",""Blackrock Depths""]",21485890
Swannie,Hunter,69,43,1.6,Thunderdrum Salvo,5,"[""Liberation of Undermine""]",11546622
Netwoodle,Mage,11,7,1.57,Volatile Concoction,3,"[""Nerub-ar Palace""]",7252949
Rzoc,Priest,11,7,1.57,Hot Garbage,2,"[""Liberation of Undermine""]",9177076
Thype,Mage,11,7,1.57,March of the Endless,2,"[""VS / DR / MQD""]",10320706
Zób,Shaman,11,7,1.57,Web Blades,2,"[""Nerub-ar Palace""]",9344994
Bigboiples,Druid,1235,796,1.55,Oblivion,48,"[""VS / DR / MQD"",""Manaforge Omega"",""Nerub-ar Palace"",""Blackrock Depths"",""Liberation of Undermine"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope"",""Aberrus, the Shadowed Crucible""]",24950820
Everrin,Evoker,68,45,1.51,Dark Upheaval,6,"[""VS / DR / MQD""]",10850545
Bensvoker,Evoker,33,22,1.5,Dark Viscera,6,"[""Amirdrassil, the Dream's Hope"",""Nerub-ar Palace""]",9184502
Temiti,Druid,18,12,1.5,Void Howl,4,"[""VS / DR / MQD""]",9837212
Desiring,Rogue,12,8,1.5,Volcanic Blast,2,"[""Blackrock Depths""]",10286012
Crustygems,Mage,12,8,1.5,Melee,2,"[""Blackrock Depths""]",10287360
Bensmage,Mage,6,4,1.5,Violent Eruption,3,"[""Aberrus, the Shadowed Crucible""]",5600725
Zørh,Priest,3,2,1.5,Uncontrolled Burn,2,"[""Liberation of Undermine""]",8326990
Моймаг,Mage,3,2,1.5,Wrest,1,"[""Nerub-ar Palace""]",6189018
Dronodos,Shaman,3,2,1.5,Blaring Drop,1,"[""Liberation of Undermine""]",1889830
Frota,Warlock,3,2,1.5,Falling,1,"[""Nerub-ar Palace""]",4343316
Анкиар,DeathKnight,3,2,1.5,Blastburn Roarcannon,1,"[""Liberation of Undermine""]",1875730
Zren,Hunter,66,45,1.47,Dark Upheaval,6,"[""VS / DR / MQD""]",10826411
Estrogel,Evoker,28,19,1.47,Dark Upheaval,4,"[""VS / DR / MQD""]",9787687
Jointsuckerr,Shaman,38,26,1.46,Reckless Impact,3,"[""VS / DR / MQD"",""Nerub-ar Palace""]",9810861
Karllia,DemonHunter,87,60,1.45,Oblivion,46,"[""Manaforge Omega"",""VS / DR / MQD""]",25131936
Midnight,Mage,79,55,1.44,Dark Upheaval,8,"[""Manaforge Omega"",""VS / DR / MQD""]",11124363
Megachomber,DeathKnight,65,45,1.44,Dark Upheaval,5,"[""VS / DR / MQD""]",10852190
Silliest,Hunter,10,7,1.43,Reckless Impact,2,"[""Nerub-ar Palace""]",7539480
Roux,Rogue,10,7,1.43,Venom Nova,5,"[""Nerub-ar Palace""]",5685670
Rightairpod,Mage,113,80,1.41,Venom Nova,9,"[""Nerub-ar Palace""]",19500460
Lunasnow,Mage,63,45,1.4,Melee,7,"[""VS / DR / MQD""]",10844947
Cake,Priest,11,8,1.38,Suppression,1,"[""Liberation of Undermine""]",9218165
Volpiná,Shaman,11,8,1.38,Molten Hand,2,"[""Blackrock Depths""]",10260274
Murazo,Warrior,12,9,1.33,Oblivion,2,"[""Manaforge Omega""]",4141798
Peeheal,Priest,8,6,1.33,Stinging Burst,1,"[""Nerub-ar Palace""]",4667395
Mordale,Druid,4,3,1.33,Blaring Drop,2,"[""Liberation of Undermine""]",2491284
Johonnyb,DemonHunter,4,3,1.33,Melee,1,"[""Liberation of Undermine""]",9222656
Nurribit,Mage,9,7,1.29,Foul Exhaust,1,"[""Liberation of Undermine""]",5839258
Monthtbud,Druid,9,7,1.29,Scatterblast Canisters,3,"[""Liberation of Undermine""]",6402484
Kusío,Rogue,9,7,1.29,Acrid Presence,2,"[""Nerub-ar Palace""]",7705650
Yearningprie,Priest,9,7,1.29,Venom Nova,3,"[""Nerub-ar Palace""]",5832674
Hening,Mage,9,7,1.29,Canister Detonation,2,"[""Liberation of Undermine""]",6832772
Hirlenn,Mage,9,7,1.29,Venom Nova,3,"[""Nerub-ar Palace""]",7696323
Ivaspear,Hunter,9,7,1.29,Frothy Toxin,2,"[""Nerub-ar Palace""]",5847596
Unrecorded,Mage,510,398,1.28,Melee,38,"[""Liberation of Undermine"",""Nerub-ar Palace"",""Aberrus, the Shadowed Crucible"",""Vault of the Incarnates"",""Amirdrassil, the Dream's Hope""]",21475600
Finxsya,Mage,10,8,1.25,Melee,1,"[""Liberation of Undermine""]",9204470
Taxisgreat,Shaman,10,8,1.25,Scatterblast Canisters,3,"[""Liberation of Undermine""]",6512708
Isfin,Mage,5,4,1.25,Fiery Wave,1,"[""Liberation of Undermine""]",3612997
Mizunó,Druid,5,4,1.25,Discarded Doomsplosive,1,"[""Liberation of Undermine""]",3578180
Tarazin,Hunter,5,4,1.25,Resonant Echoes,1,"[""Liberation of Undermine""]",3628118
Bundabandit,Rogue,117,94,1.24,Volatile Concoction,12,"[""Nerub-ar Palace""]",21312113
Nobinminge,Warrior,61,49,1.24,Acrid Presence,6,"[""Nerub-ar Palace""]",10001047
Ensyxo,Mage,56,45,1.24,Oblivion,5,"[""Liberation of Undermine"",""Manaforge Omega""]",15277262
Peesham,Shaman,18,15,1.2,Dying Flare,2,"[""Nerub-ar Palace"",""Blackrock Depths""]",10041953
Microwaves,DemonHunter,12,10,1.2,Shock Barrage,2,"[""Liberation of Undermine""]",6754949
Alontar,Paladin,6,5,1.2,Sonic Blast,2,"[""Liberation of Undermine""]",4763051
Getfresh,Warrior,106,90,1.18,Melee,13,"[""Nerub-ar Palace""]",20038803
Lazajin,Warlock,20,17,1.18,Venomous Rain,4,"[""Nerub-ar Palace""]",6941036
Badraider,Warlock,7,6,1.17,Dark Viscera,2,"[""Nerub-ar Palace""]",6135256
Fruitgum,Shaman,37,32,1.16,Blood Pact,3,"[""Nerub-ar Palace""]",10444487
Hobbyalkis,Rogue,1145,993,1.15,Melee,88,"[""VS / DR / MQD"",""Nerub-ar Palace"",""Vault of the Incarnates"",""Blackrock Depths"",""Liberation of Undermine"",""Aberrus, the Shadowed Crucible"",""Manaforge Omega"",""Amirdrassil, the Dream's Hope""]",25131933
Shinothensh,Hunter,8,7,1.14,Scatterblast Canisters,3,"[""Liberation of Undermine""]",5696902
Gnamethistle,Monk,8,7,1.14,Venom Nova,5,"[""Nerub-ar Palace""]",5832673
Faerlina,Monk,8,7,1.14,Reactive Toxin,1,"[""Nerub-ar Palace""]",5852454
Anakrai,Evoker,8,7,1.14,Shatter Existence,1,"[""Nerub-ar Palace""]",7629126
Akitype,Druid,8,7,1.14,Venom Nova,3,"[""Nerub-ar Palace""]",5834883
Descendents,Monk,8,7,1.14,Venom Nova,3,"[""Nerub-ar Palace""]",5832672
Yearnlock,Warlock,18,16,1.13,Discarded Doomsplosive,4,"[""Liberation of Undermine""]",5694224
Exodius,Druid,9,8,1.13,Melee,3,"[""Blackrock Depths""]",10025912
Evexia,Evoker,9,8,1.13,Venting Heat,1,"[""Liberation of Undermine""]",6175352
Aurýs,Druid,9,8,1.13,Scatterblast Canisters,2,"[""Liberation of Undermine""]",7030780
Pavlodik,DeathKnight,9,8,1.13,Melee,3,"[""Blackrock Depths""]",10028203
Picklty,DeathKnight,9,8,1.13,Goblin Gravi-Gun,1,"[""Liberation of Undermine""]",9844422
Bensmonk,Monk,16,15,1.07,Reaction Vapor,3,"[""Liberation of Undermine"",""Nerub-ar Palace""]",4198355
Diesofcringe,Paladin,16,15,1.07,Canister Detonation,2,"[""Liberation of Undermine""]",9204488
Wiskers,DeathKnight,27,27,1.0,Atomized,2,"[""Manaforge Omega"",""Liberation of Undermine"",""Nerub-ar Palace""]",10215473
Neutralized,Hunter,14,14,1.0,Astral Burn,3,"[""Liberation of Undermine"",""Manaforge Omega""]",8539776
Biglade,Warrior,12,12,1.0,Discarded Doomsplosive,4,"[""Liberation of Undermine""]",5152182
Huzz,Druid,8,8,1.0,Oblivion,4,"[""Manaforge Omega""]",6109453
Shmimishmimi,Druid,8,8,1.0,Goblin-guided Rocket,1,"[""Liberation of Undermine""]",6156794
Wunderwalker,Monk,8,8,1.0,Poison Bolt,2,"[""Nerub-ar Palace""]",5756237
Vesnir,Hunter,8,8,1.0,Canister Detonation,3,"[""Liberation of Undermine""]",6758448
Larssonogue,Rogue,7,7,1.0,Venom Nova,2,"[""Nerub-ar Palace""]",5836521
Janaka,Priest,7,7,1.0,Venom Nova,2,"[""Nerub-ar Palace""]",6477709
Nimilora,Priest,7,7,1.0,Scatterblast Canisters,2,"[""Liberation of Undermine""]",5698059
Methor,Priest,5,5,1.0,Gear Grinder,1,"[""Liberation of Undermine""]",4838603
Kronick,Priest,5,5,1.0,Blaring Drop,2,"[""Liberation of Undermine""]",5477426
Kaissa,Druid,5,5,1.0,Blaring Drop,2,"[""Liberation of Undermine""]",5397302
Louboutin,Paladin,4,4,1.0,Blaring Drop,1,"[""Liberation of Undermine""]",3210499
Rizzardofoz,Mage,4,4,1.0,Infested Bite,2,"[""Nerub-ar Palace""]",9347338
Lamamage,Mage,4,4,1.0,Noise Pollution,2,"[""Liberation of Undermine""]",3210473
Joys,Mage,4,4,1.0,Grand Finale,2,"[""Liberation of Undermine""]",3210498
Lêpópò,Druid,4,4,1.0,Fiery Wave,1,"[""Liberation of Undermine""]",3210497
Vonky,Druid,4,4,1.0,Grand Finale,1,"[""Liberation of Undermine""]",3434955
Cruxee,Mage,4,4,1.0,Discarded Doomsplosive,1,"[""Liberation of Undermine""]",3210495
Pipsy,Priest,3,3,1.0,Blastburn Roarcannon,1,"[""Liberation of Undermine""]",1985940
Valáron,Druid,3,3,1.0,Grand Finale,1,"[""Liberation of Undermine""]",9161418
Lioxd,Mage,3,3,1.0,Uncontrolled Burn,1,"[""Liberation of Undermine""]",9204490
Arádior,Priest,3,3,1.0,Hot Wheels,1,"[""Liberation of Undermine""]",9156432
Littlewomen,Mage,2,2,1.0,Short Fuse,1,"[""Liberation of Undermine""]",3583951
Trabellchen,Priest,2,2,1.0,Thunderdrum Salvo,1,"[""Liberation of Undermine""]",928112
Pocoyo,Monk,2,2,1.0,Blaring Drop,1,"[""Liberation of Undermine""]",1873824
Erikk,Paladin,1,1,1.0,Oblivion,1,"[""Manaforge Omega""]",412139
Absmort,Warlock,1,1,1.0,Oblivion,1,"[""Manaforge Omega""]",166907
Ozzÿ,Warlock,1,0,1.0,Tyranny,1,"[""Manaforge Omega""]",5838080
Lyricx,Druid,1,0,1.0,Self-Destruct,1,"[""Manaforge Omega""]",5837169
Frostyk,Mage,1,1,1.0,Discarded Doomsplosive,1,"[""Liberation of Undermine""]",3210468
Maldax,DemonHunter,1,1,1.0,Discarded Doomsplosive,1,"[""Liberation of Undermine""]",3210470
Anunak,Monk,1,1,1.0,Atomized,1,"[""Nerub-ar Palace""]",4905674
Павшийдк,DeathKnight,1,0,1.0,Burrowed Eruption,1,"[""Nerub-ar Palace""]",5644089
Masachi,Paladin,1,0,1.0,null,null,"[""Manaforge Omega""]",5108464
Cotubah,DemonHunter,1,1,1.0,Touch of Oblivion,1,"[""Manaforge Omega""]",297790
Totemcity,Shaman,1,1,1.0,Acrid Presence,1,"[""Nerub-ar Palace""]",3418873
Thickgirl,Shaman,1,1,1.0,Falling,1,"[""Nerub-ar Palace""]",3428257
Øldïrtybasta,Shaman,1,1,1.0,Discarded Doomsplosive,1,"[""Liberation of Undermine""]",3210472
Bladelady,Paladin,1,1,1.0,Discarded Doomsplosive,1,"[""Liberation of Undermine""]",3210468
ßestsacjk,Paladin,1,0,1.0,Reckless Impact,1,"[""Nerub-ar Palace""]",5640961
Pantosdktwo,DeathKnight,1,0,1.0,Self-Destruct,1,"[""Manaforge Omega""]",5837174
Chorus,Hunter,1,1,1.0,Oblivion,1,"[""Manaforge Omega""]",499462
Kadjo,Warrior,1,0,1.0,Self-Destruct,1,"[""Manaforge Omega""]",5837167
Waverly,Hunter,1,1,1.0,Oblivion,1,"[""Manaforge Omega""]",412300
Satanakos,Shaman,1,1,1.0,Oblivion,1,"[""Manaforge Omega""]",214461
Fripsy,Warrior,1,0,1.0,Melee,1,"[""Manaforge Omega""]",5164667
Leihonidass,Hunter,1,1,1.0,Gamma Burst,1,"[""Manaforge Omega""]",338197
Shadyplakton,Priest,1,0,1.0,Radiant Electricity,1,"[""Liberation of Undermine""]",6519780
Arüma,Priest,1,1,1.0,Seismic Upheaval,1,"[""Nerub-ar Palace""]",2831841
Yevie,Priest,105,106,0.99,Discarded Doomsplosive,9,"[""Liberation of Undermine"",""VS / DR / MQD""]",11372848
Eruptshooter,Hunter,76,77,0.99,Oblivion,5,"[""Liberation of Undermine"",""Blackrock Depths"",""Manaforge Omega"",""Nerub-ar Palace""]",364153586
Serthorn,Warrior,31,32,0.97,Black Blood,2,"[""Nerub-ar Palace""]",10090353
Tweet,Monk,22,23,0.96,Blastburn Roarcannon,4,"[""Liberation of Undermine""]",11576943
Harrowmount,Monk,21,22,0.95,Acrid Presence,3,"[""Nerub-ar Palace""]",8927592
Dorathy,Warrior,83,88,0.94,Melee,13,"[""Blackrock Depths"",""VS / DR / MQD""]",10854664
